run_id,entity_key,window_id,model_name,forecast_date,horizon_day,original_forecast_value,adjusted_forecast_value,was_clipped,created_timestamp
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-18,16,2458.4691504386024,2458.4691504386024,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-19,17,2460.433317433159,2460.433317433159,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-20,18,2462.397484427716,2462.397484427716,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-21,19,2464.361651422273,2464.361651422273,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-22,20,2466.32581841683,2466.32581841683,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-23,21,2468.2899854113866,2468.2899854113866,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-24,22,2470.254152405944,2470.254152405944,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-25,23,2472.2183194005006,2472.2183194005006,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-26,24,2474.182486395058,2474.182486395058,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-27,25,2476.1466533896146,2476.1466533896146,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-28,26,2478.110820384172,2478.110820384172,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-29,27,2480.074987378729,2480.074987378729,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-30,28,2482.0391543732853,2482.0391543732853,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-05-31,29,2484.003321367842,2484.003321367842,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,ETS_Current,2025-06-01,30,2485.9674883623998,2485.9674883623998,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-03,1,2428.13071863,2428.13071863,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-04,2,2429.3441772600004,2429.3441772600004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-05,3,2430.5576358900003,2430.5576358900003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-06,4,2431.77109452,2431.77109452,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-07,5,2432.98455315,2432.98455315,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-08,6,2434.1980117800003,2434.1980117800003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-09,7,2435.41147041,2435.41147041,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-10,8,2436.62492904,2436.62492904,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-11,9,2437.83838767,2437.83838767,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-12,10,2439.0518463000003,2439.0518463000003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-13,11,2440.26530493,2440.26530493,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-14,12,2441.47876356,2441.47876356,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-15,13,2442.6922221900004,2442.6922221900004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-16,14,2443.9056808200003,2443.9056808200003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-17,15,2445.11913945,2445.11913945,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-18,16,2446.33259808,2446.33259808,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-19,17,2447.5460567100004,2447.5460567100004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-20,18,2448.75951534,2448.75951534,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-21,19,2449.97297397,2449.97297397,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-22,20,2451.1864326,2451.1864326,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-23,21,2452.3998912300003,2452.3998912300003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-24,22,2453.61334986,2453.61334986,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-25,23,2454.82680849,2454.82680849,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-26,24,2456.04026712,2456.04026712,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-27,25,2457.2537257500003,2457.2537257500003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-28,26,2458.46718438,2458.46718438,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-29,27,2459.68064301,2459.68064301,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-30,28,2460.8941016400004,2460.8941016400004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-05-31,29,2462.10756027,2462.10756027,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_1_5,2025-06-01,30,2463.3210189,2463.3210189,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-03,1,2429.3441772600004,2429.3441772600004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-04,2,2431.77109452,2431.77109452,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-05,3,2434.1980117800003,2434.1980117800003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-06,4,2436.62492904,2436.62492904,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-07,5,2439.0518463000003,2439.0518463000003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-08,6,2441.47876356,2441.47876356,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-09,7,2443.9056808200003,2443.9056808200003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-10,8,2446.33259808,2446.33259808,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-11,9,2448.75951534,2448.75951534,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-12,10,2451.1864326,2451.1864326,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-13,11,2453.61334986,2453.61334986,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-14,12,2456.04026712,2456.04026712,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-15,13,2458.46718438,2458.46718438,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-16,14,2460.8941016400004,2460.8941016400004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-17,15,2463.3210189,2463.3210189,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-18,16,2465.7479361600003,2465.7479361600003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-19,17,2468.17485342,2468.17485342,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-20,18,2470.6017706800003,2470.6017706800003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-21,19,2473.02868794,2473.02868794,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-22,20,2475.4556052000003,2475.4556052000003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-23,21,2477.88252246,2477.88252246,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-24,22,2480.30943972,2480.30943972,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-25,23,2482.73635698,2482.73635698,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-26,24,2485.16327424,2485.16327424,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-27,25,2487.5901915000004,2487.5901915000004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-28,26,2490.01710876,2490.01710876,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-29,27,2492.4440260200004,2492.4440260200004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-30,28,2494.87094328,2494.87094328,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-05-31,29,2497.2978605400003,2497.2978605400003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_3,2025-06-01,30,2499.7247778,2499.7247778,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-03,1,2430.1531496800003,2430.1531496800003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-04,2,2433.38903936,2433.38903936,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-05,3,2436.62492904,2436.62492904,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-06,4,2439.86081872,2439.86081872,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-07,5,2443.0967084000004,2443.0967084000004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-08,6,2446.33259808,2446.33259808,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-09,7,2449.56848776,2449.56848776,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-10,8,2452.8043774400003,2452.8043774400003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-11,9,2456.04026712,2456.04026712,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-12,10,2459.2761568,2459.2761568,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-13,11,2462.51204648,2462.51204648,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-14,12,2465.7479361600003,2465.7479361600003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-15,13,2468.98382584,2468.98382584,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-16,14,2472.21971552,2472.21971552,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-17,15,2475.4556052000003,2475.4556052000003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-18,16,2478.6914948800004,2478.6914948800004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-19,17,2481.92738456,2481.92738456,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-20,18,2485.16327424,2485.16327424,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-21,19,2488.3991639200003,2488.3991639200003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-22,20,2491.6350536,2491.6350536,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-23,21,2494.87094328,2494.87094328,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-24,22,2498.10683296,2498.10683296,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-25,23,2501.3427226400004,2501.3427226400004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-26,24,2504.57861232,2504.57861232,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-27,25,2507.814502,2507.814502,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-28,26,2511.0503916800003,2511.0503916800003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-29,27,2514.28628136,2514.28628136,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-30,28,2517.52217104,2517.52217104,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-05-31,29,2520.75806072,2520.75806072,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_4,2025-06-01,30,2523.9939504000004,2523.9939504000004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-03,1,2431.77109452,2431.77109452,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-04,2,2436.62492904,2436.62492904,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-05,3,2441.47876356,2441.47876356,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-06,4,2446.33259808,2446.33259808,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-07,5,2451.1864326,2451.1864326,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-08,6,2456.04026712,2456.04026712,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-09,7,2460.8941016400004,2460.8941016400004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-10,8,2465.7479361600003,2465.7479361600003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-11,9,2470.6017706800003,2470.6017706800003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-12,10,2475.4556052000003,2475.4556052000003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-13,11,2480.30943972,2480.30943972,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-14,12,2485.16327424,2485.16327424,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-15,13,2490.01710876,2490.01710876,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-16,14,2494.87094328,2494.87094328,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-17,15,2499.7247778,2499.7247778,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-18,16,2504.57861232,2504.57861232,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-19,17,2509.43244684,2509.43244684,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-20,18,2514.28628136,2514.28628136,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-21,19,2519.1401158800004,2519.1401158800004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-22,20,2523.9939504000004,2523.9939504000004,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-23,21,2528.8477849200003,2528.8477849200003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-24,22,2533.7016194400003,2533.7016194400003,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-25,23,2538.55545396,2538.55545396,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-26,24,2543.40928848,2543.40928848,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-27,25,2548.263123,2548.263123,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-28,26,2553.11695752,2553.11695752,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-29,27,2557.97079204,2557.97079204,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-30,28,2562.82462656,2562.82462656,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-05-31,29,2567.67846108,2567.67846108,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,FixedGrowth_6,2025-06-01,30,2572.5322956,2572.5322956,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,LinearRegression,2025-05-03,1,2425.41135206566,2425.41135206566,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,LinearRegression,2025-05-04,2,2427.2967863827903,2427.2967863827903,False,2026-06-12T14:41:57
non_negative_policy_20260612_144157,APC-Dedicated,1,LinearRegression,2025-05-05,3,2429.2884581034746,2429.2884581034746,False,2026-06-12T14:41:57
