metric,scenario,granularity,series_key,date,record_type,value,model_name,forecast_version,has_actuals,forecast_only,value_type,source_table,source_artifact,extraction_run_id
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-11,actual,2089.000023,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-12,actual,2077.79025,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-13,actual,2049.2127020000003,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-14,actual,2014.064224,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-15,actual,1973.819672,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-16,actual,1938.249986,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-17,actual,1894.574424,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-18,actual,1829.314011,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-19,actual,1717.936553,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-20,actual,1584.741247,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-21,actual,1456.73439,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-22,actual,1397.339285,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-23,actual,1372.861677,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-24,actual,1368.984671,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-25,actual,1366.851151,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-26,actual,1365.036197,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-27,actual,1363.31205,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-28,actual,1358.835817,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-29,actual,1347.996706,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-06-30,actual,1332.869394,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-01,actual,1317.257829,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-02,actual,1304.021445,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-03,actual,1293.5440070000002,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-04,actual,1286.729426,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-05,actual,1283.6117379999998,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-06,actual,1280.422182,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-07,actual,1279.079191,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-08,actual,1279.079191,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-09,actual,1279.5696180000002,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-10,actual,1279.867849,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-11,actual,1280.257714,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-12,actual,1280.257714,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-13,actual,1280.257714,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-14,actual,1280.014829,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-15,actual,1278.8787510000002,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-16,actual,1274.707513,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-17,actual,1274.200147,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-18,actual,1274.120194,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-19,actual,1274.153127,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-20,actual,1274.153127,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-21,actual,1274.8003480000002,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-22,actual,1275.3239179999998,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-23,actual,1276.04455,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-24,actual,1276.794671,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-25,actual,1277.4117749999998,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-26,actual,1277.80956,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-27,actual,1277.975718,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-28,actual,1278.5566479999998,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-29,actual,1279.197878,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-30,actual,1279.608687,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-07-31,actual,1280.3603830000002,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-01,actual,1280.843396,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-02,actual,1280.9292199999998,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-03,actual,1281.004963,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-04,actual,1281.004963,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-05,actual,1278.2396930000002,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-06,actual,1277.780786,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-07,actual,1277.780786,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-08,actual,1279.417889,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-09,actual,1280.599419,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-10,actual,1281.075032,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-11,actual,1282.104502,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-12,actual,1282.980376,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-13,actual,1283.827668,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-14,actual,1284.4939829999998,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-15,actual,1285.0588830000002,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-16,actual,1285.194566,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-17,actual,1285.225519,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-18,actual,1285.689448,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-19,actual,1286.317368,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-20,actual,1286.981815,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-21,actual,1287.4911550000002,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-22,actual,1287.523419,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-23,actual,1287.595583,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-24,actual,1287.595583,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-25,actual,1288.144352,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-26,actual,1288.7518040000002,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-27,actual,1289.3174239999998,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-28,actual,1289.321357,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
HDD - EDB,Enterprise,Region,APC-Dedicated,2025-08-29,actual,1289.3174239999998,,2026-05-01,TRUE,FALSE,Actual,hdd_region_actuals.csv,V6/data/processed/actuals.csv,LEGACY_PROCESSED_FORWARD
