run_id,model_a,model_b,comparison_status,median_delta_mase,bh_adjusted_p_value,practically_meaningful,statistically_supported,sanity_review_status,sanity_review_notes,created_timestamp
tournament_sanity_review,ETS_Current,LightGBM,supported_difference,-5.107509866084071,5.870223034626657e-05,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS_Current,XGBoost,inconclusive,-3.139126349279257,0.2780015646380239,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS_Current,FastNeuralAR_MLP,supported_difference,-730.8969582130103,2.579657699574124e-11,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LinearRegression,FixedGrowth_1_5,inconclusive,1.288868981942232,0.0814441039144773,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LinearRegression,FixedGrowth_3,inconclusive,-0.9600138551455832,0.4104550553877288,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LinearRegression,FixedGrowth_4,supported_difference,-2.982386364279183,0.0429955998301603,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LinearRegression,FixedGrowth_6,supported_difference,-9.746615634921213,0.0028645355687958,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LinearRegression,AutoARIMA,inconclusive,0.8483022901602091,0.8005777086485704,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LinearRegression,Theta,inconclusive,-0.167779050102343,1.0,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LinearRegression,ETS Explicit,supported_difference,1.562823977588863,0.0429955998301603,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LinearRegression,LightGBM,supported_difference,-4.67201767921317,0.0079840041554151,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LinearRegression,XGBoost,inconclusive,-2.869578436182705,0.0814441039144773,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LinearRegression,FastNeuralAR_MLP,supported_difference,-733.9574192677353,2.579657699574124e-11,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_1_5,FixedGrowth_3,inconclusive,-2.299865569210919,0.0814441039144773,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_1_5,FixedGrowth_4,supported_difference,-6.16616453924415,0.0009557498451613,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_1_5,FixedGrowth_6,supported_difference,-16.388961991331207,1.114898922798388e-05,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_1_5,AutoARIMA,inconclusive,-1.0055475109788805,0.4104550553877288,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_1_5,Theta,inconclusive,-0.7375041975511212,0.4104550553877288,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_1_5,ETS Explicit,inconclusive,-0.00112284868732,1.0,False,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_1_5,LightGBM,supported_difference,-9.132104748882073,1.868189948644223e-06,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_1_5,XGBoost,supported_difference,-4.76206651160593,0.0002382553546972,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_1_5,FastNeuralAR_MLP,supported_difference,-736.4598196589029,2.579657699574124e-11,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_3,FixedGrowth_4,supported_difference,-3.676832342001888,5.870223034626657e-05,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_3,FixedGrowth_6,supported_difference,-11.03049702600569,1.114898922798388e-05,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_3,AutoARIMA,inconclusive,0.2522412122988804,1.0,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_3,Theta,inconclusive,0.0302570396690304,0.5905361692572985,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_3,ETS Explicit,inconclusive,1.467060323642052,0.4104550553877288,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_3,LightGBM,supported_difference,-5.845328368453006,0.0079840041554151,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_3,XGBoost,inconclusive,-2.965342090129516,0.5905361692572985,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_3,FastNeuralAR_MLP,supported_difference,-735.6642985248486,2.579657699574124e-11,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_4,FixedGrowth_6,supported_difference,-7.531126547742778,1.7047568690031767e-08,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_4,AutoARIMA,inconclusive,3.915381240794993,0.2780015646380239,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_4,Theta,supported_difference,3.449136489197624,0.0429955998301603,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_4,ETS Explicit,supported_difference,4.6651621680184405,0.0194493087841884,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_4,LightGBM,inconclusive,-2.490041991682265,0.4104550553877288,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_4,XGBoost,inconclusive,1.056268280319919,0.5905361692572985,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_4,FastNeuralAR_MLP,supported_difference,-732.4735866198845,2.579657699574124e-11,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_6,AutoARIMA,inconclusive,9.717266644365692,0.0814441039144773,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_6,Theta,supported_difference,12.960982271328604,0.0028645355687958,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_6,ETS Explicit,supported_difference,9.874655997175203,0.0002382553546972,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_6,LightGBM,inconclusive,5.189481878376327,0.0814441039144773,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_6,XGBoost,supported_difference,8.821529853060733,0.0079840041554151,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,FixedGrowth_6,FastNeuralAR_MLP,supported_difference,-725.0884549135299,2.579657699574124e-11,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,AutoARIMA,Theta,inconclusive,-1.019721283302374,0.4104550553877288,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,AutoARIMA,ETS Explicit,supported_difference,0.7497809272234477,0.0429955998301603,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,AutoARIMA,LightGBM,supported_difference,-7.052125877318796,0.0194493087841884,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,AutoARIMA,XGBoost,inconclusive,-3.7686509704458366,0.0814441039144773,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,AutoARIMA,FastNeuralAR_MLP,supported_difference,-734.8057215578956,2.579657699574124e-11,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,Theta,ETS Explicit,inconclusive,1.5514579720782224,0.0814441039144773,True,False,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,Theta,LightGBM,supported_difference,-7.045044178994873,1.114898922798388e-05,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,Theta,XGBoost,supported_difference,-4.415703760957729,0.0028645355687958,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,Theta,FastNeuralAR_MLP,supported_difference,-732.7846128129437,2.579657699574124e-11,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS Explicit,LightGBM,supported_difference,-9.117174872209093,0.0002382553546972,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS Explicit,XGBoost,supported_difference,-6.208169823268207,0.0028645355687958,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,ETS Explicit,FastNeuralAR_MLP,supported_difference,-734.963110910705,2.579657699574124e-11,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LightGBM,XGBoost,supported_difference,3.799890225829067,0.0002382553546972,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,LightGBM,FastNeuralAR_MLP,supported_difference,-725.845936038496,2.579657699574124e-11,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
tournament_sanity_review,XGBoost,FastNeuralAR_MLP,supported_difference,-728.7549410874368,9.458744898438454e-10,True,True,PASS,Pairwise evidence is internally consistent and does not imply champion selection.,2026-06-13T19:46:36
