run_id,entity_key,window_id,model_name,forecast_rows,wmape,mape,rmse,smape,bias,created_timestamp
full_baseline_20260611_103953,APC-Dedicated,7,FixedGrowth_6,30,0.02568645084661569,0.025642707233781814,38.713882990249786,0.02522353356415239,33.939139137666594,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,7,LinearRegression,30,0.0015966987804380858,0.0015932405846468402,2.5855461372763155,0.0015951399524161518,-2.0479970126182327,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,8,ARIMA_Fixed,30,0.0048944296087991964,0.004891365329939916,7.386016051380909,0.004876088208917769,6.52170340000151,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,8,ETS_Current,30,0.00479552107688641,0.004792545401050748,7.242777097398582,0.004777853862994213,6.389910288153479,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,8,FixedGrowth_1_5,30,0.0050916803178012796,0.0050884117355004845,7.680410064237864,0.005071895562211012,6.784534970250039,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,8,FixedGrowth_3,30,0.012821236777700029,0.012809962267338796,19.377994411417582,0.012705475413619115,17.083973040500048,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,8,FixedGrowth_4,30,0.01797427441763255,0.01795766262189769,27.223834019221226,0.017752227218098805,23.950265087333417,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,8,FixedGrowth_6,30,0.028280349697497494,0.02825306333101539,42.935794653961366,0.027745899651515013,37.68284918100002,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,8,LinearRegression,30,0.001462720599006171,0.0014630297092997106,2.1400716287570782,0.0014620609321096777,1.4811410377725678,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,9,ARIMA_Fixed,30,0.16853901250874942,1.0841956498161067,414.83516552616766,0.22569752248134173,190.9579656666624,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,9,ETS_Current,30,0.16947665306909449,1.0887083204459356,416.8367576890015,0.22626218636353174,193.41689460613438,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,9,FixedGrowth_1_5,30,0.1752847887471364,1.1050142295478842,423.0022053226538,0.23048439068571572,200.8303837511666,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,9,FixedGrowth_3,30,0.18432319818676954,1.1285300965155765,431.7212535245865,0.23711404510052705,211.18602983566657,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,9,FixedGrowth_4,30,0.19034880447985827,1.1442073411607045,437.61604345872087,0.24149372823181142,218.08979389199988,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,9,FixedGrowth_6,30,0.20240001706603583,1.175561830450961,449.5910016034524,0.25015885168904967,231.89732200466656,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,9,LinearRegression,30,0.1699721586721109,1.090540507405159,417.6073639758039,0.22659521305788882,194.45910404153625,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,10,ARIMA_Fixed,30,16.23823677333734,21.99385497882237,913.2910948606927,1.9695164737651614,-798.1661550000002,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,10,ETS_Current,30,42.947497870729336,58.151900253542244,2413.1766545413784,2.0,-2111.019793641396,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,10,FixedGrowth_1_5,30,0.5089373898336311,0.7170171042452179,29.892631359929652,0.44836821548769856,25.016053482249998,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,10,FixedGrowth_3,30,0.520541721038008,0.7327537580247981,30.538650161846917,0.4550628306914735,25.586446964500002,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,10,FixedGrowth_4,30,0.5282779418409257,0.7432448605445182,30.969499087216825,0.45947770029367285,25.966709286,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,10,FixedGrowth_6,30,0.5437503834467614,0.7642270655839581,31.83157946439152,0.46819441029401665,26.727233929,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,10,LinearRegression,30,27.030003593022936,34.99407381916228,1447.4881130292908,2.0,-1328.6192545796491,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,11,ARIMA_Fixed,30,0.0027965926953581765,0.002788517135292817,0.10205385527685282,0.002794912825390039,-0.07782753333334208,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,11,ETS_Current,30,0.4037901518221791,0.40299665645615423,13.097714959509078,0.5538191443800612,-11.484615461297086,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,11,FixedGrowth_1_5,30,0.002593569409121086,0.0025912785325769047,0.07738779451119221,0.0025875931202555807,0.0737664036666659,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,11,FixedGrowth_3,30,0.010303914398375053,0.010286194270635252,0.3260131762491518,0.010221319665068968,0.29306434066666576,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,11,FixedGrowth_4,30,0.015444144391210994,0.015416138096007444,0.49319981314052447,0.015268251811888796,0.43926296533333137,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,11,FixedGrowth_6,30,0.025724604376882995,0.025676025746751954,0.8278909030400761,0.025262475873940628,0.7316602146666659,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,11,LinearRegression,30,0.5195295503330324,0.5183200565260879,17.60268919234414,0.38352570744238523,14.776480009306997,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,12,ARIMA_Fixed,30,0.003879190010947696,0.0038630927839923,0.14766507051468244,0.0038760968996170075,-0.11138690000002036,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,12,ETS_Current,30,0.002064298171286049,0.0020562070367586534,0.08059556837348827,0.0020592550036871364,-0.03900383386805082,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,12,FixedGrowth_1_5,30,0.0015827512899943875,0.0015807257056640555,0.062138040100192804,0.0015795880591287022,0.011138825249998874,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,12,FixedGrowth_3,30,0.008079781552637859,0.008066034779562822,0.26748507549165973,0.008023421798162575,0.23291105049999886,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,12,FixedGrowth_4,30,0.013208695589751187,0.013182092471721335,0.43400620338731155,0.013070462709381293,0.3807592006666643,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,12,FixedGrowth_6,30,0.023466523663977966,0.02341420785603848,0.7707397100864402,0.0230650546431637,0.6764555009999988,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-Dedicated,12,LinearRegression,30,0.5851913169295351,0.5835925931878259,19.727883469139172,0.42241191080715446,16.86896155317935,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,1,ARIMA_Fixed,30,0.01291123500571838,0.01310862660293417,54.6685724969044,0.012903713199203543,35.4248348666697,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,1,ETS_Current,30,0.012192048707039126,0.012195508911320237,36.452887082575955,0.012271987136066245,-28.22346992948337,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,1,FixedGrowth_1_5,30,0.015021770479674642,0.01523087467305376,60.55646361671329,0.014980481960081836,41.21555671566675,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,1,FixedGrowth_3,30,0.02282769329904202,0.023080117125184284,83.31105840450185,0.022612125379893547,62.632836064666755,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,1,FixedGrowth_4,30,0.028031641845286934,0.028312945426604622,98.95331559511418,0.027657163886222316,76.9110222973334,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,1,FixedGrowth_6,30,0.03843953893777678,0.038778602029445344,130.7609977997554,0.0376464367882338,105.46739476266676,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,1,LinearRegression,30,0.02449819229927556,0.024672849095322733,76.55413491968987,0.024278700071946265,67.21622031892288,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,2,ARIMA_Fixed,30,0.07495120362840636,0.07492875765680088,242.11624139839805,0.07978874428906521,-187.86705029999786,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,2,ETS_Current,30,0.06268070605009111,0.06263853483560515,204.58101407060562,0.06606495324381209,-153.86589711696948,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,2,FixedGrowth_1_5,30,0.04290578184616162,0.04303639333013856,113.50850570735506,0.042053425648431876,109.0222183342502,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,2,FixedGrowth_3,30,0.05092614384994008,0.05106489726919981,135.0062324501292,0.0496822105888492,129.4017014685002,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,2,FixedGrowth_4,30,0.05627305185245905,0.056417233228573976,149.64531562256596,0.05472497096117598,142.98802355800018,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,2,FixedGrowth_6,30,0.06696686785749702,0.06712190514732232,179.38975227251575,0.06470881907620016,170.16066773700018,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,2,LinearRegression,30,0.06512185146623437,0.06527140914178957,169.1408631918721,0.0631151643952447,165.47254014245544,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,3,ARIMA_Fixed,30,0.04764663183727369,0.048909290866920405,139.61903693692074,0.0471683767510723,114.3508033666667,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,3,ETS_Current,30,0.03915009862587579,0.040216139669524274,115.90057965280194,0.03900742172869831,93.07030309506523,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,3,FixedGrowth_1_5,30,0.06068828510375375,0.06221909175231762,174.9544994117085,0.05951489281291,145.6504665484166,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,3,FixedGrowth_3,30,0.06884540165999695,0.0705439256475433,197.14994118265867,0.06713241326684834,165.22735573016658,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,3,FixedGrowth_4,30,0.07428347936415909,0.0760938149110271,211.97344416930963,0.07216680740074365,178.2786151846666,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,3,FixedGrowth_6,30,0.08515963477248337,0.08719359343799468,241.66656514976316,0.08213194835756105,204.3811340936666,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,3,LinearRegression,30,0.06057104898369632,0.062008123981889644,171.31536740658947,0.059414766213046984,145.3691025989575,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,4,ARIMA_Fixed,30,0.052313937989736985,0.06894664131436595,258.9927484659943,0.05685806391601891,115.69548596665808,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,4,ETS_Current,30,0.04759560705984527,0.06386548589411967,249.84280284352812,0.052421652620819145,102.12983875932196,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,4,FixedGrowth_1_5,30,0.04962977001054834,0.06607644964623856,254.04198349619148,0.05433659233010669,108.56944645691634,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,4,FixedGrowth_3,30,0.05686118594598302,0.07375561304326307,266.81171371256295,0.06111432184483894,126.51543194716629,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,4,FixedGrowth_4,30,0.06223829028938118,0.07940686163012221,275.8478313224565,0.06612125266208158,138.47942227399943,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,4,FixedGrowth_6,30,0.07299249897617774,0.09070935880384072,295.0012274637383,0.07603170058428245,162.40740292766628,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,4,LinearRegression,30,0.05487498448259063,0.07125214092445499,257.1729663767416,0.05931419051307287,122.0961583795362,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,5,ARIMA_Fixed,30,0.028247115991434736,0.028081588612829878,68.17593691329664,0.028497159512364516,-53.32072210000024,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,5,ETS_Current,30,0.19983776035025783,0.19851260377506078,516.7620524558426,0.17621835561958604,452.6601058234349,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,5,FixedGrowth_1_5,30,0.021401063501828407,0.021317939051427873,51.00969939409553,0.021525752783638583,-36.17913815675009,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,5,FixedGrowth_3,30,0.014744859282996405,0.014748220149039417,36.42718133794596,0.014822354683088337,-19.03755421350009,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,5,FixedGrowth_4,30,0.010749179583829743,0.010805263050498797,30.086452761934524,0.0108304084743224,-7.609831584666866,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,5,FixedGrowth_6,30,0.013186988229067265,0.013246183108426339,33.009042778836026,0.013175087176039603,15.245613672999903,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,5,LinearRegression,30,0.050949283685615764,0.050654496392616016,121.74988289711143,0.052118216808957445,-115.40715880890966,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,6,ARIMA_Fixed,30,0.031010530382623143,0.03119233599996066,80.94017611326808,0.030554626095662826,70.06914356666533,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,6,ETS_Current,30,0.0275154454451639,0.02767950582170412,72.01973966196033,0.02717326137774111,62.17190333120807,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,6,FixedGrowth_1_5,30,0.024128070303015614,0.02427426937723244,63.317325253951765,0.023881939291203202,54.518036331166634,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,6,FixedGrowth_3,30,0.032004024205122654,0.032190969682368085,83.49067415842075,0.03151295019162271,72.31397009566663,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,6,FixedGrowth_4,30,0.037254660139860694,0.03746876988579186,96.98819226394406,0.03655742416715069,84.17792593866666,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,6,FixedGrowth_6,30,0.04775593200933675,0.048024370292639396,124.042770138884,0.046545233413528585,107.90583762466666,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,6,LinearRegression,30,0.017129588425707134,0.017252077257594874,47.173903347121815,0.01703330406372911,38.005989059276224,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,7,ARIMA_Fixed,30,0.0023506665258899466,0.0023493658703577247,6.453186857419502,0.0023535095920397832,-4.765988500000094,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,7,ETS_Current,30,0.016880589996907395,0.01688268408082507,43.09077836888835,0.017072926255133482,-37.533304472058624,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,7,FixedGrowth_1_5,30,0.008753829162266889,0.008758076704381947,22.404819546315885,0.008707560421106642,19.463782682000026,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,7,FixedGrowth_3,30,0.016511549009458712,0.016517733339805763,42.05057392109023,0.016340843104569975,36.712756864000006,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,7,FixedGrowth_4,30,0.02168336224091993,0.021690837763421646,55.19153486413019,0.021387282267591196,48.21207298533333,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,7,FixedGrowth_6,30,0.0320269887038424,0.032037046610653444,81.5023110791481,0.03138006432971868,71.21070522800007,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,7,LinearRegression,30,0.013290631691017522,0.013294187647852626,30.60503865667647,0.013200062742452,29.551178363809687,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,8,ARIMA_Fixed,30,0.013115532581192314,0.013078913213988764,32.52208961134938,0.013182785501831929,-29.575883433339914,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,8,ETS_Current,30,0.010295504873017737,0.010263888062484074,26.32493062364535,0.01033177395061856,-23.116781666757166,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,8,FixedGrowth_1_5,30,0.006545086785971451,0.006520714229369862,19.37723538302157,0.006557335891263999,-14.45913200033342,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,8,FixedGrowth_3,30,0.006747684445435928,0.006726329914948011,18.147435557228224,0.006731201525331233,2.7861104326665855,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,8,FixedGrowth_4,30,0.01046962478341849,0.01044512255236369,27.056387481046855,0.010400038287641715,14.282938721333176,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,8,FixedGrowth_6,30,0.018859023632572334,0.01882783886971604,50.772500991703225,0.018592657909552578,37.27659529866657,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,8,LinearRegression,30,0.009380631438558133,0.0093508540263191,24.302300715510984,0.009408605965470872,-20.849936945119225,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,9,ARIMA_Fixed,30,0.0039789693216525914,0.003982788525199356,13.556587945093145,0.00400107686945975,-8.776616833335629,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,9,ETS_Current,30,0.008846690038437134,0.008858002247207047,21.55452626908636,0.008812169249958606,19.895841774055377,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,9,FixedGrowth_1_5,30,0.014981942241629269,0.015000993335961839,37.08056937664336,0.014865944360296002,33.69377145716651,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,9,FixedGrowth_3,30,0.022787558765938493,0.022816062697198693,57.005365502761975,0.022498682378821112,51.2482817476665,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,9,FixedGrowth_4,30,0.027991303115477945,0.02802610893802323,70.34589432100536,0.02754461194398765,62.951288607999764,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,9,FixedGrowth_6,30,0.03839879181455695,0.03844620141967241,97.07946127833604,0.037536034922699094,86.3573023286665,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,9,LinearRegression,30,0.011387095607975736,0.011401585053121012,27.884656436962274,0.011325014282039277,25.609109338971454,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,10,ARIMA_Fixed,30,0.006237297178017113,0.006235167341928677,15.943780638943553,0.006253470532019872,-9.501807066668789,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,10,ETS_Current,30,0.014209669343125385,0.014189798820292643,33.87798748529966,0.01429952956506112,-32.56103139429991,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,10,FixedGrowth_1_5,30,0.010672593972120581,0.010659902859136676,25.98967040230087,0.010724420323906303,-24.455929198166693,2026-06-11T10:47:24
full_baseline_20260611_103953,APC-MSIT,10,FixedGrowth_3,30,0.006090212673389387,0.006088582430236026,15.52614255479691,0.006100694582588137,-7.021685329666692,2026-06-11T10:47:24
