metric_name,entity_key,window_id,model_name,metric_value,wmape,mape,rmse,bias,abs_bias
wmape,GBR-Dedicated,2,ARIMA_Fixed,1.0302295763157927,1.0302295763157927,1.0273519925185088,1250.5242651406213,1056.2950810848483,1056.2950810848483
wmape,NAM-SDF,5,ETS_Current,1.0075170926717931,1.0075170926717931,0.9965625576588546,2587.809360294042,2241.8802694648134,2241.8802694648134
wmape,NAM-ITAR GCCH,7,ETS_Current,0.9976378795099188,0.9976378795099188,0.9380871029478864,19839.58384223849,-17918.611673340998,17918.611673340998
wmape,NAM-ITAR DoD,5,FixedGrowth_1_5,0.9965277660379108,0.9965277660379108,0.90293300296946,32646.33505311956,-30114.951684649997,30114.951684649997
wmape,NAM-ITAR DoD,5,FixedGrowth_3,0.9965011771434724,0.9965011771434724,0.9028388125674854,32645.467163143137,-30114.1447004,30114.1447004
wmape,NAM-ITAR DoD,5,FixedGrowth_4,0.9964834512138464,0.9964834512138464,0.9027760189661692,32644.88857154538,-30113.606710900003,30113.606710900003
wmape,NAM-ITAR DoD,5,FixedGrowth_6,0.9964479993545948,0.9964479993545948,0.9026504317635364,32643.73139247786,-30112.530731899995,30112.530731899995
wmape,NAM-ITAR GCCH,5,FixedGrowth_1_5,0.9962758423479948,0.9962758423479948,0.8908199168300455,21330.86309694464,-19785.927112050005,19785.927112050005
wmape,NAM-ITAR GCCH,5,FixedGrowth_3,0.996247324328828,0.996247324328828,0.8907033605381213,21330.2538715793,-19785.35830080001,19785.35830080001
wmape,NAM-ITAR GCCH,5,FixedGrowth_4,0.9962283123160504,0.9962283123160504,0.8906256563435055,21329.8477227235,-19784.9790933,19784.9790933
wmape,NAM-ITAR GCCH,5,FixedGrowth_6,0.9961902882904948,0.9961902882904948,0.8904702479542738,21329.035428342835,-19784.220678300004,19784.220678300004
wmape,EUR-Multitenant,5,ETS_Current,0.9305835181801012,0.9305835181801012,0.886732406977022,1942632.7921634624,-1729489.02343168,1729489.02343168
wmape,AUS-Go Local,5,FixedGrowth_1_5,0.9129413604053036,0.9129413604053036,0.827323671522559,231237.78181760025,-217611.22502850532,217611.22502850532
wmape,AUS-Go Local,5,FixedGrowth_3,0.9122747022816188,0.9122747022816188,0.8266693888289167,231068.2154911568,-217451.6316317773,217451.6316317773
wmape,AUS-Go Local,5,FixedGrowth_4,0.911830263532496,0.911830263532496,0.8262332003664885,230955.1824820221,-217345.2360339587,217345.2360339587
wmape,AUS-Go Local,5,FixedGrowth_6,0.9109413860342496,0.9109413860342496,0.825360823441632,230729.14342344084,-217132.44483832127,217132.44483832127
wmape,NAM-TDF,4,ARIMA_Fixed,0.8680493831244518,0.8680493831244518,1.857197198787116,38.73955755086265,-32.279184766666646,32.279184766666646
wmape,NAM-ITAR GCCH,6,ETS_Current,0.8102261036871768,0.8102261036871768,2.539129659190484,14740.63273989229,11215.737877766634,11215.737877766634
wmape,NAM-ITAR GCCH,7,FixedGrowth_1_5,0.8041911904842952,0.8041911904842952,0.7360931867647263,16155.377153225993,-14444.108377769971,14444.108377769971
wmape,NAM-ITAR GCCH,7,FixedGrowth_3,0.8026853425321774,0.8026853425321774,0.7345310438067484,16127.120726948751,-14417.06178576772,14417.06178576772
wmape,NAM-ITAR GCCH,7,ARIMA_Fixed,0.8018520627320425,0.8018520627320425,0.7336666124609574,16111.48898016637,-14402.095215772211,14402.095215772211
wmape,NAM-ITAR GCCH,7,FixedGrowth_4,0.8016814438974322,0.8016814438974322,0.7334896151680963,16108.288669037229,-14399.030724432889,14399.030724432889
mape,APC-Dedicated,10,ETS_Current,58.15190025354224,42.947497870729336,58.15190025354224,2413.1766545413784,-2111.019793641396,2111.019793641396
mape,APC-Dedicated,10,LinearRegression,34.99407381916228,27.030003593022936,34.99407381916228,1447.4881130292908,-1328.6192545796491,1328.6192545796491
mape,NAM-ITAR DoD,4,FixedGrowth_6,32.698066780197074,0.1804713679896165,32.698066780197074,13727.129041922502,5621.578011818114,5621.578011818114
mape,NAM-ITAR DoD,4,ETS_Current,32.697312654852375,0.1806243715306754,32.697312654852375,13726.96700434783,5626.34398301747,5626.34398301747
mape,NAM-ITAR DoD,4,FixedGrowth_4,32.09587276973705,0.1686399381778874,32.09587276973705,13465.217730536966,5253.035863449113,5253.035863449113
mape,NAM-ITAR DoD,4,ARIMA_Fixed,31.848395258178712,0.163777696513034,31.848395258178712,13359.96090480958,5101.579867211205,5101.579867211205
mape,NAM-ITAR DoD,4,FixedGrowth_3,31.79477576450704,0.1627242232720229,31.79477576450704,13337.343421605665,5068.764789264615,5068.764789264615
mape,NAM-ITAR GCCH,4,ETS_Current,31.6660048914552,0.1992802661652142,31.6660048914552,9027.255644547164,3972.6526828905776,3972.6526828905776
mape,NAM-SDF,3,FixedGrowth_6,31.56142729456161,0.2140977696640685,31.56142729456161,739.2650579004925,344.2680763253331,344.2680763253331
mape,NAM-SDF,3,FixedGrowth_4,31.408464865427515,0.2019860714677928,31.408464865427515,734.878123522913,324.70126556133295,324.70126556133295
mape,NAM-ITAR DoD,4,LinearRegression,31.34640337578246,0.1572318882381903,31.34640337578246,13149.003085953458,4732.501576376507,4732.501576376507
mape,NAM-ITAR DoD,4,FixedGrowth_1_5,31.34445986526817,0.1553863480271687,31.34445986526817,13149.552533796956,4792.358177987863,4792.358177987863
mape,NAM-SDF,3,FixedGrowth_3,31.33308886167044,0.1972629781830319,31.33308886167044,732.9318226502143,314.91786017933305,314.91786017933305
mape,NAM-SDF,3,FixedGrowth_1_5,31.220860651036727,0.1911773515598656,31.220860651036727,730.32507360464,300.242752106333,300.242752106333
mape,NAM-ITAR GCCH,4,FixedGrowth_6,31.04838137904225,0.1861979324300286,31.04838137904225,8835.949512778881,3711.8563220082224,3711.8563220082224
mape,NAM-ITAR GCCH,4,ARIMA_Fixed,30.5433811206932,0.175697073991978,30.5433811206932,8683.977871220144,3502.521678647244,3502.521678647244
mape,NAM-ITAR GCCH,4,FixedGrowth_4,30.476631958618277,0.1743091073717257,30.476631958618277,8664.187790518235,3474.852560054555,3474.852560054555
mape,NAM-SDF,3,LinearRegression,30.294304280422917,0.2128231438509873,30.294304280422917,711.05240366455,232.37592761270588,232.37592761270588
mape,NAM-ITAR GCCH,4,FixedGrowth_3,30.19076371776436,0.1683721983162844,30.19076371776436,8580.238225752564,3356.3506790777224,3356.3506790777224
mape,NAM-ITAR GCCH,4,FixedGrowth_1_5,29.76382788939736,0.1616347476102669,29.76382788939736,8456.836047016865,3178.597857612473,3178.597857612473
mape,NAM-SDF,3,ETS_Current,29.36009481418372,0.3292069204531699,29.36009481418372,752.5954593289338,27.15309129194531,27.15309129194531
mape,NAM-ITAR GCCH,4,LinearRegression,28.861594393871545,0.159961429665068,28.861594393871545,8203.79871093158,2801.198248403498,2801.198248403498
mape,NAM-SDF,3,ARIMA_Fixed,28.614749602880256,0.3867459272018642,28.614749602880256,794.4432409568874,-79.48111746667522,79.48111746667522
mape,APC-Dedicated,10,ARIMA_Fixed,21.99385497882237,16.23823677333734,21.99385497882237,913.2910948606929,-798.1661550000002,798.1661550000002
mape,NAM-TDF,3,ETS_Current,18.87335305339296,0.2771592628849069,18.87335305339296,22.20518822814787,12.131347992196847,12.131347992196847
mape,NAM-TDF,3,FixedGrowth_6,18.7406215435142,0.2608090729236964,18.7406215435142,21.95217219184599,11.415695042,11.415695042
mape,NAM-TDF,3,FixedGrowth_4,18.64399406691585,0.2481724478798442,18.64399406691585,21.78169349968536,10.862585994666665,10.862585994666665
mape,NAM-TDF,3,FixedGrowth_3,18.59568032861667,0.2418541353579183,18.59568032861667,21.7028873855689,10.586031471000002,10.586031471000002
mape,NAM-TDF,3,FixedGrowth_1_5,18.523209721167916,0.2323766665750292,18.523209721167916,21.59285272242442,10.1711996855,10.1711996855
mape,NAM-TDF,3,ARIMA_Fixed,18.45073911371915,0.2228991977921402,18.45073911371915,21.492760395497804,9.756367900000004,9.756367900000004
mape,NAM-TDF,3,LinearRegression,17.9719221325555,0.2134653633029113,17.9719221325555,20.948623614714982,8.467860976025797,8.467860976025797
mape,AUS-Go Local,5,ARIMA_Fixed,17.285142826630693,16.938096190461344,17.285142826630693,4590358.173495835,-4037424.141593232,4037424.141593232
mape,NAM-ITAR GCCH,5,ETS_Current,12.6874457822772,3.067943969408225,12.6874457822772,67312.14665045211,-60929.03259124337,60929.03259124337
mape,NAM-ITAR DoD,5,ETS_Current,12.040311840025112,3.130557532687591,12.040311840025112,104829.40325057627,-94605.09071773267,94605.09071773267
mape,ITA-Go Local,5,LinearRegression,6.677142101016971,6.987618038733518,6.677142101016971,172569.12846477874,68168.74666243176,68168.74666243176
mape,GBR-Dedicated,5,ARIMA_Fixed,6.369680114673944,6.605733184947521,6.369680114673944,7566.337774070732,-6662.275928966666,6662.275928966666
mape,NAM-ITAR DoD,5,LinearRegression,4.720554808212552,0.6685209703421836,4.720554808212552,21328.15192614903,-18915.145092146173,18915.145092146173
mape,NAM-Multitenant,5,ARIMA_Fixed,4.469299599441227,4.6870400397802445,4.469299599441227,12143334.30519761,-10700074.17250646,10700074.17250646
mape,APC-Multitenant,5,ARIMA_Fixed,4.46780497326574,4.672601731209065,4.46780497326574,2589860.4414980337,-2281516.376938165,2281516.376938165
mape,EUR-Multitenant,5,ARIMA_Fixed,3.625935408160777,3.8047275375696095,3.625935408160777,8035948.462909665,-7071084.308739469,7071084.308739469
mape,AUS-Go Local,5,ETS_Current,3.092312913762533,3.284692945909517,3.092312913762533,877586.6109971217,-782306.2375599708,782306.2375599708
mape,NAM-TDF,4,FixedGrowth_6,2.6792910527392846,0.3045872750940325,2.6792910527392846,18.864560096770827,11.326347465333331,11.326347465333331
mape,NAM-TDF,4,FixedGrowth_4,2.628707277891064,0.2915118772511889,2.628707277891064,18.46982511713881,10.84012722133333,10.84012722133333
mape,NAM-TDF,4,FixedGrowth_3,2.603415390466954,0.2849741783297672,2.603415390466954,18.27562428546097,10.597017099333332,10.597017099333332
mape,NAM-TDF,4,LinearRegression,2.5943022885228197,0.2985899329121509,2.5943022885228197,18.107998173396684,7.966382858522617,7.966382858522617
mape,NAM-TDF,4,FixedGrowth_1_5,2.5654775593307884,0.2751676299476346,2.5654775593307884,17.98847392347959,10.232351916333332,10.232351916333332
mape,NAM-ITAR GCCH,6,ETS_Current,2.539129659190484,0.8102261036871768,2.539129659190484,14740.63273989229,11215.737877766634,11215.737877766634
mape,NAM-ITAR GCCH,6,FixedGrowth_6,2.4821531073113112,0.78876050141574,2.4821531073113112,14416.787490420957,10918.595429048664,10918.595429048664
mape,NAM-ITAR GCCH,6,FixedGrowth_4,2.4340718391741847,0.7711016010241888,2.4340718391741847,14142.677306534151,10670.421823654666,10670.421823654666
mape,NAM-ITAR GCCH,6,FixedGrowth_3,2.4106669712102007,0.7633836208135444,2.4106669712102007,14005.77374057714,10546.335020957666,10546.335020957666
rmse,NAM-Multitenant,5,ARIMA_Fixed,12143334.30519761,4.6870400397802445,4.469299599441227,12143334.30519761,-10700074.17250646,10700074.17250646
rmse,EUR-Multitenant,5,ARIMA_Fixed,8035948.462909665,3.8047275375696095,3.625935408160777,8035948.462909665,-7071084.308739469,7071084.308739469
rmse,AUS-Go Local,5,ARIMA_Fixed,4590358.173495835,16.938096190461344,17.285142826630693,4590358.173495835,-4037424.141593232,4037424.141593232
rmse,NAM-Multitenant,5,ETS_Current,2950461.076236982,1.1562871163908537,1.101513289159072,2950461.076236982,-2639695.3738581315,2639695.3738581315
rmse,APC-Multitenant,5,ARIMA_Fixed,2589860.4414980337,4.672601731209065,4.46780497326574,2589860.4414980337,-2281516.376938165,2281516.376938165
rmse,EUR-Multitenant,5,ETS_Current,1942632.7921634624,0.9305835181801012,0.886732406977022,1942632.7921634624,-1729489.02343168,1729489.02343168
rmse,NAM-Multitenant,5,LinearRegression,1087051.3040776255,0.4535704416867337,0.4396826708506429,1087051.3040776255,-1035458.9095279236,1035458.9095279236
rmse,AUS-Go Local,5,ETS_Current,877586.6109971217,3.284692945909517,3.092312913762533,877586.6109971217,-782306.2375599708,782306.2375599708
rmse,NAM-Multitenant,5,FixedGrowth_1_5,855039.5605045203,0.3535078864476814,0.3402208003941057,855039.5605045203,-806976.6324549577,806976.6324549577
rmse,NAM-Multitenant,5,FixedGrowth_3,842747.8869141535,0.3485573241438803,0.3355167452100114,842747.8869141535,-795626.1422804485,795626.1422804485
rmse,NAM-Multitenant,5,FixedGrowth_4,834565.3685100686,0.3452569492746796,0.3323807084206153,834565.3685100686,-788059.1488307759,788059.1488307759
rmse,NAM-Multitenant,5,FixedGrowth_6,818230.2536346763,0.338656199536278,0.326108634841823,818230.2536346763,-772925.1619314305,772925.1619314305
rmse,APC-Multitenant,5,ETS_Current,612214.9544731722,1.1210515984659697,1.0695434848865868,612214.9544731722,-547381.8930917096,547381.8930917096
rmse,EUR-Multitenant,5,FixedGrowth_1_5,589723.5244251398,0.297313370863552,0.2865521486251646,589723.5244251398,-552513.5594621035,552513.5594621035
rmse,EUR-Multitenant,5,FixedGrowth_3,578644.9917452553,0.2919324948023216,0.281440242142156,578644.9917452553,-542470.0057957402,542470.0057957402
rmse,EUR-Multitenant,5,FixedGrowth_4,571268.633573103,0.2883452440948345,0.278032304486817,571268.633573103,-535774.303351498,535774.303351498
rmse,EUR-Multitenant,5,FixedGrowth_6,556539.6452990989,0.2811707426798607,0.271216429176139,556539.6452990989,-522382.89846301376,522382.89846301376
rmse,EUR-Multitenant,10,ARIMA_Fixed,467672.9212379504,0.1882270667089297,0.1885362994515612,467672.9212379504,-410916.8696515712,410916.8696515712
rmse,EUR-Multitenant,5,LinearRegression,385866.80785525584,0.198667820867306,0.1954261873774071,385866.80785525584,-369224.05005737423,369224.05005737423
rmse,EUR-Multitenant,11,ARIMA_Fixed,330009.7155892092,0.1350993540064071,0.1346874502476143,330009.7155892092,-300151.0440801639,300151.0440801639
rmse,LAM-Multitenant,5,ARIMA_Fixed,320675.45974743523,1.6582276382866783,1.6280526667466455,320675.45974743523,-283997.8071814008,283997.8071814008
rmse,IND-Go Local,5,ARIMA_Fixed,276226.81158393214,0.7619054020056925,0.7537517235572212,276226.81158393214,-243294.10396423528,243294.10396423528
rmse,CAN-Go Local,5,ARIMA_Fixed,264112.2437224529,1.5057815488103203,1.4875602632957607,264112.2437224529,-232580.27904206797,232580.27904206797
rmse,AUS-Go Local,5,FixedGrowth_1_5,231237.78181760025,0.9129413604053036,0.827323671522559,231237.78181760025,-217611.22502850532,217611.22502850532
rmse,AUS-Go Local,5,FixedGrowth_3,231068.2154911568,0.9122747022816188,0.8266693888289167,231068.2154911568,-217451.6316317773,217451.6316317773
rmse,AUS-Go Local,5,FixedGrowth_4,230955.1824820221,0.911830263532496,0.8262332003664885,230955.1824820221,-217345.2360339587,217345.2360339587
rmse,AUS-Go Local,5,FixedGrowth_6,230729.14342344084,0.9109413860342496,0.825360823441632,230729.14342344084,-217132.44483832127,217132.44483832127
rmse,NAM-Multitenant,4,FixedGrowth_6,201823.5958753517,0.0428998914774749,0.0510180868682099,201823.5958753517,94768.03133850572,94768.03133850572
rmse,EUR-Multitenant,11,ETS_Current,200910.51709807376,0.0838236310099761,0.0835804651050756,200910.51709807376,-186231.4631426108,186231.4631426108
rmse,JPN-Go Local,5,ARIMA_Fixed,196238.43353996423,0.6094336330635547,0.6061859003088599,196238.43353996423,-173129.9944452977,173129.9944452977
rmse,EUR-Multitenant,3,ARIMA_Fixed,194148.73838898516,0.0996511508560027,0.0989058655861733,194148.73838898516,-172573.39892860272,172573.39892860272
rmse,NAM-Multitenant,4,FixedGrowth_4,184961.32567804976,0.0333663502956169,0.0411458800804159,184961.32567804976,71277.20372778171,71277.20372778171
rmse,NAM-Multitenant,10,ARIMA_Fixed,181158.51285306943,0.0591197492851153,0.0590935686354647,181158.51285306943,-161811.04005732542,161811.04005732542
rmse,NAM-Multitenant,4,FixedGrowth_3,177461.47397258328,0.0301144500869215,0.0376794799311986,177461.47397258328,59531.78992241972,59531.78992241972
rmse,APC-Multitenant,5,FixedGrowth_1_5,174763.3474978725,0.3364833886477537,0.3230603786117974,174763.3474978725,-164285.83721295706,164285.83721295706
rmse,ITA-Go Local,5,LinearRegression,172569.12846477874,6.987618038733518,6.677142101016971,172569.12846477874,68168.74666243176,68168.74666243176
rmse,APC-Multitenant,5,FixedGrowth_3,172084.88616120446,0.3314024599631682,0.3182160353391011,172084.88616120446,-161794.22824074762,161794.22824074762
rmse,NAM-Multitenant,3,ARIMA_Fixed,170692.52459194008,0.0672158890282921,0.0668075413705235,170692.52459194008,-150410.5601201019,150410.5601201019
rmse,APC-Multitenant,5,FixedGrowth_4,170302.4090311985,0.3280151741734445,0.3149864731573036,170302.4090311985,-160133.1555926079,160133.1555926079
rmse,NAM-Multitenant,4,ETS_Current,169465.46564339852,0.0276203205570034,0.0348917463272409,169465.46564339852,45956.5938711694,45956.5938711694
rmse,NAM-Multitenant,4,FixedGrowth_1_5,167612.7895210561,0.0274751938351714,0.0346566678347419,167612.7895210561,41913.6692143767,41913.6692143767
rmse,APC-Multitenant,5,FixedGrowth_6,166745.41298953712,0.3212406025939974,0.3085273487937087,166745.41298953712,-156811.0102963286,156811.0102963286
rmse,NAM-Multitenant,11,ETS_Current,166046.47397126732,0.0557735021842821,0.0556338955332363,166046.47397126732,-156571.22086236582,156571.22086236582
rmse,NAM-Multitenant,4,LinearRegression,165667.24103717954,0.0274804530352018,0.0345468619491987,165667.24103717954,34876.52183670537,34876.52183670537
rmse,NAM-Dedicated,5,ARIMA_Fixed,155769.23705734208,1.5024473476738367,1.481914425073651,155769.23705734208,-137090.46844049974,137090.46844049974
rmse,NAM-Multitenant,4,ARIMA_Fixed,155248.7728058626,0.0317645415106938,0.0380933058467769,155248.7728058626,11036.484767833414,11036.484767833414
rmse,NAM-Multitenant,8,ARIMA_Fixed,154486.99606699118,0.0527915746062437,0.052598509143988,154486.99606699118,138345.24170542316,138345.24170542316
rmse,NAM-GCC Low,5,ARIMA_Fixed,153336.84696700424,0.7027778577246545,0.697964781906443,153336.84696700424,-135123.99688159736,135123.99688159736
rmse,NAM-Multitenant,6,LinearRegression,141546.19941087937,0.052284787796005,0.0522626615001818,141546.19941087937,-130748.56368819052,130748.56368819052
rmse,NAM-Multitenant,12,ARIMA_Fixed,136581.0781470866,0.0424818305193353,0.0423693924296028,136581.0781470866,121305.89122876988,121305.89122876988
abs_bias,NAM-Multitenant,5,ARIMA_Fixed,10700074.17250646,4.6870400397802445,4.469299599441227,12143334.30519761,-10700074.17250646,10700074.17250646
abs_bias,EUR-Multitenant,5,ARIMA_Fixed,7071084.308739469,3.8047275375696095,3.625935408160777,8035948.462909665,-7071084.308739469,7071084.308739469
abs_bias,AUS-Go Local,5,ARIMA_Fixed,4037424.141593232,16.938096190461344,17.285142826630693,4590358.173495835,-4037424.141593232,4037424.141593232
abs_bias,NAM-Multitenant,5,ETS_Current,2639695.3738581315,1.1562871163908537,1.101513289159072,2950461.076236982,-2639695.3738581315,2639695.3738581315
abs_bias,APC-Multitenant,5,ARIMA_Fixed,2281516.376938165,4.672601731209065,4.46780497326574,2589860.4414980337,-2281516.376938165,2281516.376938165
abs_bias,EUR-Multitenant,5,ETS_Current,1729489.02343168,0.9305835181801012,0.886732406977022,1942632.7921634624,-1729489.02343168,1729489.02343168
abs_bias,NAM-Multitenant,5,LinearRegression,1035458.9095279236,0.4535704416867337,0.4396826708506429,1087051.3040776255,-1035458.9095279236,1035458.9095279236
abs_bias,NAM-Multitenant,5,FixedGrowth_1_5,806976.6324549577,0.3535078864476814,0.3402208003941057,855039.5605045203,-806976.6324549577,806976.6324549577
abs_bias,NAM-Multitenant,5,FixedGrowth_3,795626.1422804485,0.3485573241438803,0.3355167452100114,842747.8869141535,-795626.1422804485,795626.1422804485
abs_bias,NAM-Multitenant,5,FixedGrowth_4,788059.1488307759,0.3452569492746796,0.3323807084206153,834565.3685100686,-788059.1488307759,788059.1488307759
abs_bias,AUS-Go Local,5,ETS_Current,782306.2375599708,3.284692945909517,3.092312913762533,877586.6109971217,-782306.2375599708,782306.2375599708
abs_bias,NAM-Multitenant,5,FixedGrowth_6,772925.1619314305,0.338656199536278,0.326108634841823,818230.2536346763,-772925.1619314305,772925.1619314305
abs_bias,EUR-Multitenant,5,FixedGrowth_1_5,552513.5594621035,0.297313370863552,0.2865521486251646,589723.5244251398,-552513.5594621035,552513.5594621035
abs_bias,APC-Multitenant,5,ETS_Current,547381.8930917096,1.1210515984659697,1.0695434848865868,612214.9544731722,-547381.8930917096,547381.8930917096
abs_bias,EUR-Multitenant,5,FixedGrowth_3,542470.0057957402,0.2919324948023216,0.281440242142156,578644.9917452553,-542470.0057957402,542470.0057957402
abs_bias,EUR-Multitenant,5,FixedGrowth_4,535774.303351498,0.2883452440948345,0.278032304486817,571268.633573103,-535774.303351498,535774.303351498
abs_bias,EUR-Multitenant,5,FixedGrowth_6,522382.89846301376,0.2811707426798607,0.271216429176139,556539.6452990989,-522382.89846301376,522382.89846301376
abs_bias,EUR-Multitenant,10,ARIMA_Fixed,410916.8696515712,0.1882270667089297,0.1885362994515612,467672.9212379504,-410916.8696515712,410916.8696515712
abs_bias,EUR-Multitenant,5,LinearRegression,369224.05005737423,0.198667820867306,0.1954261873774071,385866.80785525584,-369224.05005737423,369224.05005737423
abs_bias,EUR-Multitenant,11,ARIMA_Fixed,300151.0440801639,0.1350993540064071,0.1346874502476143,330009.7155892092,-300151.0440801639,300151.0440801639
abs_bias,LAM-Multitenant,5,ARIMA_Fixed,283997.8071814008,1.6582276382866783,1.6280526667466455,320675.45974743523,-283997.8071814008,283997.8071814008
abs_bias,IND-Go Local,5,ARIMA_Fixed,243294.10396423528,0.7619054020056925,0.7537517235572212,276226.81158393214,-243294.10396423528,243294.10396423528
abs_bias,CAN-Go Local,5,ARIMA_Fixed,232580.27904206797,1.5057815488103203,1.4875602632957607,264112.2437224529,-232580.27904206797,232580.27904206797
abs_bias,AUS-Go Local,5,FixedGrowth_1_5,217611.22502850532,0.9129413604053036,0.827323671522559,231237.78181760025,-217611.22502850532,217611.22502850532
abs_bias,AUS-Go Local,5,FixedGrowth_3,217451.6316317773,0.9122747022816188,0.8266693888289167,231068.2154911568,-217451.6316317773,217451.6316317773
abs_bias,AUS-Go Local,5,FixedGrowth_4,217345.2360339587,0.911830263532496,0.8262332003664885,230955.1824820221,-217345.2360339587,217345.2360339587
abs_bias,AUS-Go Local,5,FixedGrowth_6,217132.44483832127,0.9109413860342496,0.825360823441632,230729.14342344084,-217132.44483832127,217132.44483832127
abs_bias,EUR-Multitenant,11,ETS_Current,186231.4631426108,0.0838236310099761,0.0835804651050756,200910.51709807376,-186231.4631426108,186231.4631426108
abs_bias,JPN-Go Local,5,ARIMA_Fixed,173129.9944452977,0.6094336330635547,0.6061859003088599,196238.43353996423,-173129.9944452977,173129.9944452977
abs_bias,EUR-Multitenant,3,ARIMA_Fixed,172573.39892860272,0.0996511508560027,0.0989058655861733,194148.73838898516,-172573.39892860272,172573.39892860272
abs_bias,APC-Multitenant,5,FixedGrowth_1_5,164285.83721295706,0.3364833886477537,0.3230603786117974,174763.3474978725,-164285.83721295706,164285.83721295706
abs_bias,NAM-Multitenant,10,ARIMA_Fixed,161811.04005732542,0.0591197492851153,0.0590935686354647,181158.51285306943,-161811.04005732542,161811.04005732542
