cohort_id,extraction_id,selected_for_mvp,selected_for_p3_extraction,extraction_status,metric,db_type,variant,scenario,segment,demand_nature,granularity,key,route_path,source_object_or_artifact,date_column,value_column,actual_column,forecast_column,additional_columns_to_extract,min_date,max_date,observation_count,passes_50_actuals,freshness_status,caveat,selection_reason
MVP066,EXT016,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ESPP292,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix ESP, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP067,EXT017,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP107,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix EUR, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP068,EXT018,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP119,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix EUR, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP069,EXT019,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP120,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix EUR, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP070,EXT020,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,FRAP264,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix FRA, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP071,EXT021,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP123,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix GBR, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP072,EXT022,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP265,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix GBR, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP073,EXT023,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP267,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix GBR, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP074,EXT024,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,IDNP305,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix IDN, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP075,EXT025,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,INDP287,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix IND, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP076,EXT026,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,INDPRD01,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix IND, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP077,EXT027,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ISRP290,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix ISR, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP078,EXT028,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ITAP293,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix ITA, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP079,EXT029,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNP286,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix JPN, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
MVP080,EXT030,TRUE,TRUE,TO_EXTRACT_IN_P3,SSD,Phoenix,LVWE+LVNE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNP301,SSD|Phoenix|LowVolume|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics + forecast_substrateBE_ssd_phx_lvne_metrics,End_Date,Mean_Actual,Mean_Actual,Mean_Forecast,"Start_Date,Count,MAE,RMSE,Bias,Bias_Pct,MAPE,SMAPE,Accuracy,Forecast_Version",2026-04-13,2026-08-22,131,TRUE,CURRENT (to 2026-08-22),"AGGREGATED_WINDOW_ACTUALS (window 1-7 days, mean 5.22); Mean_Actual stored as varchar, must be CAST in P3; single Forecast_Version 2026-03-12; 15 governed model backtests DO NOT exist yet and must be generated in P5","Geographic round-robin on prefix JPN, highest observation count first | P2A VERIFIED: 131 parseable actuals, 0 non-parseable"
