artifact,has_interval_columns,interval_columns,all_columns_sample,basename,is_forecast_timeseries,interval_type
outputs/model_lab/baseline_ranking/baseline_ranking_entity_scores.csv,FALSE,NA,"entity_key, model_name, window_count, entity_model_score, median_normalized_wmape, median_normalized_smape, median_normalized_rmse, median_normalized_abs_bias, diagnostic_position_within_entity, publication_timestamp",baseline_ranking_entity_scores.csv,FALSE,none
outputs/model_lab/baseline_ranking/baseline_ranking_metadata.csv,FALSE,NA,"ranking_policy_name, metrics_used, normalization_method, outlier_method, aggregation_method, tie_break_method, creation_timestamp",baseline_ranking_metadata.csv,FALSE,none
outputs/model_lab/baseline_ranking/baseline_ranking_publication.csv,FALSE,NA,"model_name, global_score, entity_count, windows_evaluated, wmape_score, mape_score, rmse_score, smape_score, abs_bias_score, publication_timestamp",baseline_ranking_publication.csv,FALSE,none
outputs/model_lab/baseline_ranking/baseline_ranking_readme.csv,FALSE,NA,"publication_summary, baseline_only_evaluation, challengers_included, tournament_performed, scores_normalized, future_challenger_requirement, creation_timestamp",baseline_ranking_readme.csv,FALSE,none
outputs/model_lab/benchmark_reference/naive_benchmark_forecasts.csv,FALSE,NA,"run_id, entity_key, window_id, forecast_date, horizon_day, naive_forecast_value, train_end_date, last_training_actual_value, created_timestamp",naive_benchmark_forecasts.csv,TRUE,none
outputs/model_lab/challenger_aggregation_significance/challenger_aggregation_by_entity_model.csv,TRUE,p95_mase | p95_rmsse,"run_id, entity_key, model_name, window_count, median_mase, mean_mase, p95_mase, median_rmsse, mean_rmsse, p95_rmsse, median_wmape, median_smape",challenger_aggregation_by_entity_model.csv,FALSE,metric_level_statistic_not_forecast_band
outputs/model_lab/challenger_aggregation_significance/challenger_aggregation_by_model.csv,TRUE,diagnostic_p95_mase | diagnostic_p95_rmsse,"run_id, model_name, entity_count, entity_model_rows, official_median_mase, diagnostic_mean_mase, diagnostic_p95_mase, official_median_rmsse, diagnostic_mean_rmsse, diagnostic_p95_rmsse, median_wmape, median_smape",challenger_aggregation_by_model.csv,FALSE,metric_level_statistic_not_forecast_band
outputs/model_lab/challenger_aggregation_significance/challenger_aggregation_significance_summary.csv,FALSE,NA,"run_id, challenger_models, canonical_rows, entity_model_rows, model_aggregation_rows, pairwise_comparisons, supported_pairwise_differences, inconclusive_pairwise_comparisons, outlier_risk_flags, aggregation_created, significance_created, rankings_created",challenger_aggregation_significance_summary.csv,FALSE,none
outputs/model_lab/challenger_aggregation_significance/challenger_aggregation_significance_validation.csv,FALSE,NA,"check_name, status, details, created_timestamp",challenger_aggregation_significance_validation.csv,FALSE,none
outputs/model_lab/challenger_aggregation_significance/challenger_canonical_entity_window_scores.csv,FALSE,NA,"run_id, model_name, entity_key, window_id, mase, rmsse, wmape, mape, smape, rmse, bias, forecast_rows",challenger_canonical_entity_window_scores.csv,FALSE,none
outputs/model_lab/challenger_aggregation_significance/challenger_family_summary.csv,FALSE,NA,"run_id, model_family, models_in_family, model_count, median_official_mase, median_official_rmsse, median_wmape, median_smape, notes, created_timestamp",challenger_family_summary.csv,FALSE,none
outputs/model_lab/challenger_aggregation_significance/challenger_model_significance_summary.csv,FALSE,NA,"run_id, model_name, comparisons_tested, supported_better_count, supported_worse_count, inconclusive_count, notes, created_timestamp",challenger_model_significance_summary.csv,FALSE,none
outputs/model_lab/challenger_aggregation_significance/challenger_outlier_risk_review.csv,FALSE,NA,"run_id, model_name, risk_type, risk_level, evidence, recommended_audit_action, created_timestamp",challenger_outlier_risk_review.csv,FALSE,none
outputs/model_lab/challenger_aggregation_significance/challenger_pairwise_significance.csv,TRUE,bootstrap_ci_low | bootstrap_ci_high,"run_id, model_a, model_b, paired_entity_count, median_delta_mase, bootstrap_ci_low, bootstrap_ci_high, sign_test_p_value, bh_adjusted_p_value, practical_threshold, practically_meaningful, statistically_supported",challenger_pairwise_significance.csv,FALSE,metric_level_statistic_not_forecast_band
outputs/model_lab/challenger_aggregation_significance/challenger_tournament_input_manifest.csv,FALSE,NA,"run_id, model_name, model_origin, model_family, metrics_available, aggregation_available, significance_available, eligible_for_tournament_consideration, exclusion_reason, created_timestamp",challenger_tournament_input_manifest.csv,FALSE,none
outputs/model_lab/challenger_execution_planning/challenger_dependency_resolution_plan.csv,FALSE,NA,"model_name, required_dependency, dependency_role, current_availability_status, resolution_required, recommended_resolution, fallback_available, blocks_sandbox, blocks_official, created_timestamp",challenger_dependency_resolution_plan.csv,FALSE,none
outputs/model_lab/challenger_execution_planning/challenger_execution_plan.csv,FALSE,NA,"execution_order, model_name, model_family, model_type, execution_phase, recommended_first_mode, official_execution_allowed, dependency_status, sandbox_entry_gate, official_entry_gate, expected_runtime_class, priority_level",challenger_execution_plan.csv,FALSE,none
outputs/model_lab/challenger_execution_planning/challenger_execution_planning_summary.csv,FALSE,NA,"run_id, planned_challengers, statistical_challengers, ml_challengers, deep_learning_challengers, models_ready_for_sandbox, models_blocked_by_dependencies, models_ready_for_official_execution, official_execution_allowed, created_timestamp",challenger_execution_planning_summary.csv,FALSE,none
outputs/model_lab/challenger_execution_planning/challenger_forecast_output_contract.csv,FALSE,NA,"column_name, required, description",challenger_forecast_output_contract.csv,FALSE,none
outputs/model_lab/challenger_execution_planning/challenger_official_execution_gate.csv,FALSE,NA,"gate_id, gate_name, gate_description, required_before_official_execution, blocking_if_failed, created_timestamp",challenger_official_execution_gate.csv,FALSE,none
outputs/model_lab/challenger_execution_planning/challenger_sandbox_plan.csv,FALSE,NA,"model_name, sandbox_scope, sandbox_entities, sandbox_windows, sandbox_success_criteria, sandbox_failure_criteria, promote_to_official_if_passed, created_timestamp",challenger_sandbox_plan.csv,FALSE,none
outputs/model_lab/challenger_execution_planning/challenger_tuning_budget_plan.csv,FALSE,NA,"model_name, tuning_allowed, tuning_mode, max_trials, max_runtime_minutes, random_seed_required, inner_validation_required, official_results_may_tune_model, notes, created_timestamp",challenger_tuning_budget_plan.csv,FALSE,none
outputs/model_lab/challenger_metrics/challenger_actual_forecast_join.csv,FALSE,NA,"run_id, model_name, entity_key, window_id, forecast_date, horizon_day, actual_value, forecast_value, adjusted_forecast_value, error, abs_error, squared_error",challenger_actual_forecast_join.csv,TRUE,none
outputs/model_lab/challenger_metrics/challenger_metrics_by_model_diagnostic.csv,FALSE,NA,"run_id, model_name, metric_rows, median_mase, mean_mase, median_rmsse, mean_rmsse, median_wmape, mean_wmape, median_smape, mean_smape, median_rmse",challenger_metrics_by_model_diagnostic.csv,FALSE,none
outputs/model_lab/challenger_metrics/challenger_metrics_entity_window.csv,FALSE,NA,"run_id, model_name, entity_key, window_id, mase, rmsse, wmape, mape, smape, rmse, bias, actual_sum",challenger_metrics_entity_window.csv,FALSE,none
outputs/model_lab/challenger_metrics/challenger_metrics_summary.csv,FALSE,NA,"run_id, official_models, forecast_rows, joined_actual_rows, metric_rows, entity_windows, horizon_days, mase_denominator_source, rmsse_denominator_source, negative_forecast_rows, metrics_created, aggregation_created",challenger_metrics_summary.csv,FALSE,none
outputs/model_lab/challenger_metrics/challenger_metrics_validation.csv,FALSE,NA,"check_name, status, details, created_timestamp",challenger_metrics_validation.csv,FALSE,none
outputs/model_lab/challenger_metrics/challenger_negative_forecast_impact.csv,FALSE,NA,"run_id, model_name, negative_forecast_rows, total_forecast_rows, negative_forecast_rate, min_raw_forecast_value, max_negative_adjustment_amount, affected_entity_windows, created_timestamp",challenger_negative_forecast_impact.csv,FALSE,none
outputs/model_lab/challenger_metrics/challenger_scoring_forecasts.csv,FALSE,NA,"run_id, model_name, entity_key, window_id, forecast_date, horizon_day, forecast_value, adjusted_forecast_value, negative_forecast_flag, negative_adjustment_amount, execution_mode, created_timestamp",challenger_scoring_forecasts.csv,TRUE,none
outputs/model_lab/challenger_model_set_rescope/current_official_challenger_set.csv,FALSE,NA,"model_name, model_family, model_type, backend, official_candidate, deferred, deferred_reason, included_in_final_official_execution, created_timestamp",current_official_challenger_set.csv,FALSE,none
outputs/model_lab/challenger_official_execution/_checkpoint_forecasts.csv,FALSE,NA,"run_id, model_name, entity_key, window_id, forecast_date, horizon_day, forecast_value, execution_mode, created_timestamp",_checkpoint_forecasts.csv,FALSE,none
outputs/model_lab/challenger_official_execution/challenger_official_contract_validation.csv,FALSE,NA,"run_id, model_name, check_name, status, details, created_timestamp",challenger_official_contract_validation.csv,FALSE,none
outputs/model_lab/challenger_official_execution/challenger_official_execution_manifest_final.csv,FALSE,NA,"run_id, model_name, execution_mode, entity_window_count, horizon_days, expected_forecast_rows, actual_forecast_rows, official_execution_status, created_timestamp",challenger_official_execution_manifest_final.csv,FALSE,none
outputs/model_lab/challenger_official_execution/challenger_official_execution_status.csv,FALSE,NA,"run_id, model_name, entity_key, window_id, execution_mode, official_status, attempted, forecast_rows, error_message, runtime_seconds, created_timestamp",challenger_official_execution_status.csv,FALSE,none
outputs/model_lab/challenger_official_execution/challenger_official_execution_summary.csv,FALSE,NA,"run_id, official_candidate_models, models_attempted, models_passed, models_partial, models_failed, models_deferred, entity_windows, horizon_days, expected_total_forecast_rows, actual_total_forecast_rows, official_forecast_execution_completed",challenger_official_execution_summary.csv,FALSE,none
outputs/model_lab/challenger_official_execution/challenger_official_forecasts.csv,FALSE,NA,"run_id, model_name, entity_key, window_id, forecast_date, horizon_day, forecast_value, execution_mode, created_timestamp",challenger_official_forecasts.csv,TRUE,none
outputs/model_lab/challenger_official_execution/challenger_official_model_summary.csv,FALSE,NA,"run_id, model_name, model_family, attempted_windows, passed_windows, failed_windows, forecast_rows, expected_forecast_rows, official_model_status, runtime_seconds, created_timestamp",challenger_official_model_summary.csv,FALSE,none
outputs/model_lab/challenger_official_execution_prep/official_challenger_candidate_list.csv,FALSE,NA,"model_name, model_family, model_type, sandbox_status, dependency_status, official_candidate, official_execution_prep_status, deferred_reason, created_timestamp",official_challenger_candidate_list.csv,FALSE,none
outputs/model_lab/challenger_onboarding/challenger_dependency_matrix.csv,FALSE,NA,"model_name, dependency_name, dependency_role, available, availability_status, notes, created_timestamp",challenger_dependency_matrix.csv,FALSE,none
outputs/model_lab/challenger_onboarding/challenger_leakage_control_mapping.csv,FALSE,NA,"model_name, control_id, control_area, control_required, control_status, blocking_if_failed, created_timestamp",challenger_leakage_control_mapping.csv,FALSE,none
outputs/model_lab/challenger_onboarding/challenger_onboarding_summary.csv,FALSE,NA,"run_id, planned_challengers, registered_challengers, statistical_challengers, ml_challengers, deep_learning_challengers, sandbox_ready_count, official_execution_ready_count, dependency_missing_count, blocking_models_count, ready_for_challenger_execution_block, created_timestamp",challenger_onboarding_summary.csv,FALSE,none
outputs/model_lab/challenger_onboarding/challenger_readiness_matrix.csv,FALSE,NA,"model_name, registered, dependencies_checked, leakage_controls_mapped, tuning_policy_declared, hyperparameter_space_declared, sandbox_ready, official_execution_ready, blocking_reasons, created_timestamp",challenger_readiness_matrix.csv,FALSE,none
outputs/model_lab/challenger_onboarding/challenger_registry_snapshot.csv,FALSE,NA,"challenger_id, model_name, model_family, model_type, implementation_status, preferred_dependencies, fallback_dependencies, feature_requirements, hyperparameter_space_status, tuning_policy, allowed_execution_mode, leakage_risk_level",challenger_registry_snapshot.csv,FALSE,none
outputs/model_lab/challenger_sandbox/challenger_sandbox_contract_validation.csv,FALSE,NA,"run_id, model_name, check_name, status, details, created_timestamp",challenger_sandbox_contract_validation.csv,FALSE,none
outputs/model_lab/challenger_sandbox/challenger_sandbox_dependency_check.csv,FALSE,NA,"model_name, dependency_name, required_for_sandbox, available, status, notes, created_timestamp",challenger_sandbox_dependency_check.csv,FALSE,none
outputs/model_lab/challenger_sandbox/challenger_sandbox_execution_status.csv,FALSE,NA,"run_id, model_name, execution_mode, sandbox_status, attempted, forecast_rows, entities_attempted, windows_attempted, error_message, eligible_for_official_candidate, created_timestamp",challenger_sandbox_execution_status.csv,FALSE,none
outputs/model_lab/challenger_sandbox/challenger_sandbox_forecasts.csv,FALSE,NA,"run_id, model_name, entity_key, window_id, forecast_date, horizon_day, forecast_value, execution_mode, created_timestamp",challenger_sandbox_forecasts.csv,FALSE,none
outputs/model_lab/challenger_sandbox/challenger_sandbox_scope.csv,FALSE,NA,"run_id, entity_key, window_id, train_start_date, train_end_date, test_start_date, test_end_date, selected_for_sandbox, selection_reason, created_timestamp",challenger_sandbox_scope.csv,FALSE,none
outputs/model_lab/challenger_sandbox/challenger_sandbox_summary.csv,FALSE,NA,"run_id, planned_challengers, models_attempted, models_passed, models_failed, models_blocked_dependency_missing, sandbox_forecast_rows, entities, windows, official_execution_allowed, created_timestamp",challenger_sandbox_summary.csv,FALSE,none
outputs/model_lab/contracts/forecast_output_schema.csv,FALSE,NA,"field_name, data_type, required, description, example",forecast_output_schema.csv,FALSE,none
outputs/model_lab/contracts/metrics_output_schema.csv,FALSE,NA,"field_name, data_type, required, description, example",metrics_output_schema.csv,FALSE,none
outputs/model_lab/contracts/model_output_schema.csv,FALSE,NA,"field_name, data_type, required, description, example",model_output_schema.csv,FALSE,none
outputs/model_lab/contracts/tournament_output_schema.csv,FALSE,NA,"field_name, data_type, required, description, example",tournament_output_schema.csv,FALSE,none
outputs/model_lab/forecasts/baseline_execution_status.csv,FALSE,NA,"run_id, job_id, entity_key, window_id, model_name, status, message, created_timestamp",baseline_execution_status.csv,FALSE,none
outputs/model_lab/forecasts/baseline_forecasts.csv,FALSE,NA,"run_id, job_id, entity_key, window_id, model_name, model_family, forecast_date, horizon_day, forecast_value, created_timestamp",baseline_forecasts.csv,TRUE,none
outputs/model_lab/full_baseline/full_baseline_execution_status.csv,FALSE,NA,"run_id, job_id, entity_key, window_id, model_name, status, message, created_timestamp",full_baseline_execution_status.csv,FALSE,none
outputs/model_lab/full_baseline/full_baseline_forecasts.csv,FALSE,NA,"run_id, job_id, entity_key, window_id, model_name, model_family, forecast_date, horizon_day, forecast_value, created_timestamp",full_baseline_forecasts.csv,TRUE,none
outputs/model_lab/full_baseline/full_baseline_summary.csv,FALSE,NA,"run_id, windows_executed, entities_executed, models_executed, jobs_planned, jobs_executed, jobs_failed, forecast_rows, created_timestamp",full_baseline_summary.csv,FALSE,none
outputs/model_lab/implementation_issue/implementation_issue_actuals.csv,FALSE,NA,"actual_date, actual_value",implementation_issue_actuals.csv,FALSE,none
outputs/model_lab/implementation_issue/implementation_issue_forecast.csv,FALSE,NA,"forecast_date, horizon_day, forecast_value",implementation_issue_forecast.csv,FALSE,none
outputs/model_lab/metrics/baseline_metrics.csv,FALSE,NA,"run_id, entity_key, window_id, model_name, forecast_rows, wmape, mape, rmse, smape, bias, created_timestamp",baseline_metrics.csv,FALSE,none
outputs/model_lab/metrics/baseline_metrics_by_entity.csv,FALSE,NA,"entity_key, metric_rows, avg_wmape, avg_mape, avg_rmse, avg_smape, avg_bias",baseline_metrics_by_entity.csv,FALSE,none
outputs/model_lab/metrics/baseline_metrics_by_model.csv,FALSE,NA,"model_name, metric_rows, avg_wmape, avg_mape, avg_rmse, avg_smape, avg_bias",baseline_metrics_by_model.csv,FALSE,none
outputs/model_lab/metrics/baseline_metrics_summary.csv,FALSE,NA,"run_id, metric_rows, entities, windows, models, avg_wmape, avg_mape, avg_rmse, avg_smape, avg_bias, created_timestamp",baseline_metrics_summary.csv,FALSE,none
outputs/model_lab/metrics_sanity/metrics_sanity_by_entity.csv,TRUE,p95_wmape | p95_rmse,"entity_key, metric_rows, median_wmape, p95_wmape, median_rmse, p95_rmse, avg_signed_bias, worst_model_by_wmape, best_model_by_wmape",metrics_sanity_by_entity.csv,FALSE,metric_level_statistic_not_forecast_band
outputs/model_lab/metrics_sanity/metrics_sanity_by_model.csv,TRUE,p95_wmape | p95_rmse,"model_name, metric_rows, median_wmape, p95_wmape, median_rmse, p95_rmse, avg_signed_bias, avg_absolute_bias, underforecast_pct, overforecast_pct",metrics_sanity_by_model.csv,FALSE,metric_level_statistic_not_forecast_band
outputs/model_lab/metrics_sanity/metrics_sanity_flags.csv,FALSE,NA,"flag_type, level, subject, metric_name, value, threshold, severity, message",metrics_sanity_flags.csv,FALSE,none
outputs/model_lab/metrics_sanity/metrics_sanity_summary.csv,FALSE,NA,"metric_rows_reviewed, entities, windows, models, invalid_metric_flag_count, flag_count, recommendation",metrics_sanity_summary.csv,FALSE,none
outputs/model_lab/no_tuning_leakage_contract/challenger_preregistration_template.csv,FALSE,NA,"model_name, model_family, status, allowed_features, hyperparameter_space_declared, tuning_budget_declared, training_window_policy_declared, random_seed_policy_declared, dependency_requirements_declared, leakage_risk_level, ready_for_official_execution",challenger_preregistration_template.csv,FALSE,none
outputs/model_lab/non_negative_policy/non_negative_forecasts.csv,FALSE,NA,"run_id, entity_key, window_id, model_name, forecast_date, horizon_day, original_forecast_value, adjusted_forecast_value, was_clipped, created_timestamp",non_negative_forecasts.csv,TRUE,none
outputs/model_lab/outlier_drilldown/top_metric_outliers.csv,FALSE,NA,"metric_name, entity_key, window_id, model_name, metric_value, wmape, mape, rmse, bias, abs_bias",top_metric_outliers.csv,FALSE,none
outputs/model_lab/ranking_dry_run/baseline_ranking_by_entity.csv,FALSE,NA,"entity_key, model_name, window_count, entity_model_score, median_normalized_wmape, median_normalized_smape, median_normalized_rmse, median_normalized_abs_bias, diagnostic_position_within_entity",baseline_ranking_by_entity.csv,FALSE,none
outputs/model_lab/ranking_dry_run/baseline_ranking_by_model.csv,FALSE,NA,"model_name, entity_count, global_score, median_entity_score, min_entity_score, max_entity_score, avg_normalized_wmape, avg_normalized_smape, avg_normalized_rmse, avg_normalized_abs_bias, diagnostic_global_position",baseline_ranking_by_model.csv,FALSE,none
outputs/model_lab/ranking_dry_run/baseline_ranking_distribution.csv,TRUE,p25 | p75 | p90 | p95,"score_level, row_count, min, p25, median, p75, p90, p95, max, spread",baseline_ranking_distribution.csv,FALSE,metric_level_statistic_not_forecast_band
outputs/model_lab/ranking_dry_run/baseline_ranking_flags.csv,FALSE,NA,"flag_type, level, value, threshold, message",baseline_ranking_flags.csv,FALSE,none
outputs/model_lab/ranking_dry_run/baseline_ranking_scores.csv,FALSE,NA,"run_id, entity_key, window_id, model_name, forecast_rows, wmape, mape, rmse, smape, bias, created_timestamp, abs_bias",baseline_ranking_scores.csv,FALSE,none
outputs/model_lab/ranking_dry_run/baseline_ranking_summary.csv,FALSE,NA,"metric_rows_processed, score_rows_created, entity_score_rows, model_score_rows, models, entities, windows, normalization_method, outlier_control, weights_sum, flag_count, winner_selected",baseline_ranking_summary.csv,FALSE,none
outputs/model_lab/ranking_policy/ranking_metric_weights.csv,FALSE,NA,"metric_name, weight, direction_before_normalization, normalized_score_direction",ranking_metric_weights.csv,FALSE,none
outputs/model_lab/sanity_review/forecast_sanity_by_entity.csv,FALSE,NA,"entity_key, forecast_rows, model_count, window_count, forecast_min, forecast_max, forecast_median, negative_forecast_count",forecast_sanity_by_entity.csv,FALSE,none
outputs/model_lab/sanity_review/forecast_sanity_by_model.csv,TRUE,forecast_variance,"model_name, forecast_rows, job_count, entity_count, min_forecast, max_forecast, median_forecast, forecast_variance, negative_forecast_count, negative_forecast_pct, explosion_flag, collapse_flag",forecast_sanity_by_model.csv,FALSE,metric_level_statistic_not_forecast_band
outputs/model_lab/sanity_review/forecast_sanity_flags.csv,FALSE,NA,"level, subject, flag_type, severity, message",forecast_sanity_flags.csv,FALSE,none
outputs/model_lab/sanity_review/forecast_sanity_summary.csv,FALSE,NA,"forecast_rows_reviewed, entity_count, model_count, job_count, null_forecast_count, null_horizon_count, null_date_count, null_entity_key_count, nan_forecast_count, positive_inf_forecast_count, negative_inf_forecast_count, negative_forecast_count",forecast_sanity_summary.csv,FALSE,none
outputs/model_lab/seasonal_benchmark/seasonal_naive_forecasts.csv,FALSE,NA,"run_id, entity_key, window_id, forecast_date, horizon_day, seasonal_naive_forecast_value, reference_actual_date, created_timestamp",seasonal_naive_forecasts.csv,TRUE,none
outputs/model_lab/smoke_test/smoke_forecasts.csv,FALSE,NA,"run_id, job_id, entity_key, window_id, model_name, model_family, forecast_date, horizon_day, forecast_value, created_timestamp",smoke_forecasts.csv,FALSE,none
outputs/model_lab/smoke_test_broader/broader_smoke_forecasts.csv,FALSE,NA,"run_id, job_id, entity_key, window_id, model_name, model_family, forecast_date, horizon_day, forecast_value, created_timestamp",broader_smoke_forecasts.csv,FALSE,none
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,FALSE,NA,"run_id, model_name, model_origin, model_family, entity_key, median_mase, median_rmsse, median_wmape, median_smape, median_bias, entity_weight, audit_risk_flag",tournament_entity_model_scores.csv,FALSE,none
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,FALSE,NA,"run_id, model_name, model_origin, model_family, comparisons_tested, supported_better_count, supported_worse_count, inconclusive_count, net_supported_evidence, audit_risk_flag, created_timestamp",tournament_model_evidence_summary.csv,FALSE,none
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,FALSE,NA,"run_id, model_name, model_origin, model_family, entity_count, official_median_mase, official_median_rmsse, median_wmape, median_smape, median_bias, mase_guardrail_status, rmsse_guardrail_status",tournament_model_scorecard.csv,FALSE,none
outputs/model_lab/tournament_engine/tournament_model_universe.csv,FALSE,NA,"run_id, model_name, model_origin, model_family, included_in_tournament, exclusion_reason, audit_risk_flag, created_timestamp",tournament_model_universe.csv,FALSE,none
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,TRUE,bootstrap_ci_low | bootstrap_ci_high,"run_id, model_a, model_b, model_a_origin, model_b_origin, paired_entity_count, median_delta_mase, bootstrap_ci_low, bootstrap_ci_high, sign_test_p_value, bh_adjusted_p_value, practical_threshold",tournament_pairwise_evidence.csv,FALSE,metric_level_statistic_not_forecast_band
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,FALSE,NA,"run_id, preliminary_position, model_name, model_origin, model_family, official_median_mase, official_median_rmsse, supported_better_count, supported_worse_count, risk_status, audit_risk_flag, eligible_for_champion_consideration",tournament_preliminary_standings.csv,FALSE,none
outputs/model_lab/tournament_engine/tournament_risk_register.csv,FALSE,NA,"run_id, model_name, risk_type, risk_level, evidence, impact_on_tournament, recommended_review_action, created_timestamp",tournament_risk_register.csv,FALSE,none
outputs/model_lab/tournament_engine/tournament_summary.csv,FALSE,NA,"run_id, baseline_models, challenger_models, total_tournament_models, entity_model_rows, pairwise_comparisons, preliminary_standings_created, champion_selected, winner_selected, ready_for_5_30A_sanity_review, created_timestamp",tournament_summary.csv,FALSE,none
outputs/model_lab/tournament_engine/tournament_validation.csv,FALSE,NA,"check_name, status, details, created_timestamp",tournament_validation.csv,FALSE,none
outputs/model_lab/tournament_sanity_review/tournament_candidate_readiness_for_5_31.csv,FALSE,NA,"run_id, model_name, model_origin, model_family, eligible_for_5_31_review, not_eligible_reason, requires_manual_review, manual_review_reason, created_timestamp",tournament_candidate_readiness_for_5_31.csv,FALSE,none
outputs/model_lab/tournament_sanity_review/tournament_pairwise_sanity_review.csv,FALSE,NA,"run_id, model_a, model_b, comparison_status, median_delta_mase, bh_adjusted_p_value, practically_meaningful, statistically_supported, sanity_review_status, sanity_review_notes, created_timestamp",tournament_pairwise_sanity_review.csv,FALSE,none
