cohort_id,extraction_id,selected_for_mvp,selected_for_p3_extraction,extraction_status,metric,db_type,variant,scenario,segment,demand_nature,granularity,key,route_path,source_object_or_artifact,date_column,value_column,actual_column,forecast_column,additional_columns_to_extract,min_date,max_date,observation_count,passes_50_actuals,freshness_status,caveat,selection_reason
MVP029,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Consumer,Organic,Region,EUR-Dedicated,HDD|Organic|EDB|Consumer|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-18,276,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Consumer|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP030,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Consumer,Organic,Region,IDN-Go Local,HDD|Organic|EDB|Consumer|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-18,276,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Consumer|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP031,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Consumer,Organic,Region,LAM-Multitenant,HDD|Organic|EDB|Consumer|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-18,276,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Consumer|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP032,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Consumer,Organic,Region,NAM-ITAR DoD,HDD|Organic|EDB|Consumer|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-04-26,193,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Consumer|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP033,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Consumer,Organic,Region,NAM-MSIT,HDD|Organic|EDB|Consumer|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-18,276,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Consumer|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP034,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Consumer,Organic,Region,POL-Go Local,HDD|Organic|EDB|Consumer|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-18,276,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Consumer|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP035,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Forest,CHNPR01,HDD|Organic|EDB|Enterprise|Forest,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-19,277,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Forest: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP036,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Forest,EURP192,HDD|Organic|EDB|Enterprise|Forest,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-19,277,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Forest: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP037,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Forest,EURP309,HDD|Organic|EDB|Enterprise|Forest,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-12-21,2026-07-19,211,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Forest: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP038,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Forest,GBRP265,HDD|Organic|EDB|Enterprise|Forest,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-19,277,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Forest: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP039,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Forest,NAMP103,HDD|Organic|EDB|Enterprise|Forest,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-19,277,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Forest: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP040,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Forest,NAMP134,HDD|Organic|EDB|Enterprise|Forest,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-19,277,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Forest: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP041,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Forest,NAMP220,HDD|Organic|EDB|Enterprise|Forest,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-19,277,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Forest: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP042,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Forest,NAMPRD14,HDD|Organic|EDB|Enterprise|Forest,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-10-16,2026-07-19,277,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Forest: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
MVP043,NOT_APPLICABLE,TRUE,FALSE,ALREADY_LOCAL,HDD,EDB,NOT_APPLICABLE,NOT_APPLICABLE,Enterprise,Organic,Region,APC-MSIT,HDD|Organic|EDB|Enterprise|Region,LOCAL:forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,date,value,actual,15 governed model columns,actuals + 15 governed backtests + forecast already present locally,2025-05-03,2026-04-27,360,TRUE,CURRENT (last actual 2026-08-17 fleet-wide),NOT_APPLICABLE,"Route HDD|Organic|EDB|Enterprise|Region: allocated 8 of 50; evenly spread across the route's observation-count range, tie-broken by key"
