cohort_id,extraction_id,selected_for_mvp,selected_for_p3_extraction,extraction_status,metric,db_type,variant,scenario,segment,demand_nature,granularity,key,route_path,source_object_or_artifact,date_column,value_column,actual_column,forecast_column,additional_columns_to_extract,min_date,max_date,observation_count,passes_50_actuals,freshness_status,caveat,selection_reason
MVP131,EXT081,TRUE,TRUE,TO_EXTRACT_IN_P3,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,APC-Multitenant,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2020-06-23,2023-07-20,1102,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix APC, highest observation count first"
MVP132,EXT082,TRUE,TRUE,TO_EXTRACT_IN_P3,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,ARE-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2020-06-23,2023-07-20,1101,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix ARE, highest observation count first"
MVP133,EXT083,TRUE,TRUE,TO_EXTRACT_IN_P3,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,AUS-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2020-06-23,2023-07-20,1103,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix AUS, highest observation count first"
MVP134,EXT084,TRUE,TRUE,TO_EXTRACT_IN_P3,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,BRA-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2020-09-22,2023-07-20,1009,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix BRA, highest observation count first"
MVP135,EXT085,TRUE,TRUE,TO_EXTRACT_IN_P3,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CAN-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2020-06-23,2023-07-20,1101,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix CAN, highest observation count first"
MVP136,EXT086,TRUE,TRUE,TO_EXTRACT_IN_P3,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CHE-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2020-06-23,2023-07-20,1101,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix CHE, highest observation count first"
MVP137,EXT087,TRUE,TRUE,TO_EXTRACT_IN_P3,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,CHN-Gallatin,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2022-05-10,2023-07-20,429,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix CHN, highest observation count first"
MVP138,EXT088,TRUE,TRUE,TO_EXTRACT_IN_P3,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,DEU-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2020-06-23,2023-07-20,1100,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix DEU, highest observation count first"
MVP139,EXT089,TRUE,TRUE,TO_EXTRACT_IN_P3,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,EUR-Multitenant,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2020-06-23,2023-07-20,1102,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix EUR, highest observation count first"
MVP140,EXT090,TRUE,TRUE,TO_EXTRACT_IN_P3,IOPS,NOT_APPLICABLE,NOT_APPLICABLE,Failover,NOT_APPLICABLE,Organic,Region,FRA-Go Local,IOPS|Organic|Failover|Region,forecast_substrateBE_iops_actual_region,DateTime,Value,Value,NOT_PRESENT_IN_SOURCE,"ValueRef,ModelVersion,ForecastVersion,Fleet,Workload,Resource,Unit,Type,Scenario",2020-06-23,2023-07-20,1102,TRUE,STALE (last actual 2023-07-20),"STALE_ACTUALS_SOURCE, latest date 2023-07-20; Region granularity only; no forecast column in the actuals table; 15 governed model backtests DO NOT exist yet and must be generated in P5","Scenario Failover: 10 of 20; geographic round-robin on region prefix FRA, highest observation count first"
