case_id,selection_display_path,metric,db_type,prepared_scenario,segment,granularity,entity_type,entity_value,entity_token_upper,build_viewer,build_accuracy,build_forecast,scope_status,governance_marker
HDD|Organic|Basilisk|Forest::ausprd01,HDD → Organic → Basilisk → Forest → ausprd01   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,ausprd01,AUSPRD01,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::autp296,HDD → Organic → Basilisk → Forest → autp296   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,autp296,AUTP296,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::brap284,HDD → Organic → Basilisk → Forest → brap284   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,brap284,BRAP284,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::canp288,HDD → Organic → Basilisk → Forest → canp288   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,canp288,CANP288,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::canprd01,HDD → Organic → Basilisk → Forest → canprd01   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,canprd01,CANPRD01,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::chep278,HDD → Organic → Basilisk → Forest → chep278   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,chep278,CHEP278,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::chlp298,HDD → Organic → Basilisk → Forest → chlp298   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,chlp298,CHLP298,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::chnpr01,HDD → Organic → Basilisk → Forest → chnpr01   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,chnpr01,CHNPR01,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::deup281,HDD → Organic → Basilisk → Forest → deup281   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,deup281,DEUP281,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::dnkp307,HDD → Organic → Basilisk → Forest → dnkp307   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,dnkp307,DNKP307,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::espp292,HDD → Organic → Basilisk → Forest → espp292   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,espp292,ESPP292,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp107,HDD → Organic → Basilisk → Forest → eurp107   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp107,EURP107,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp119,HDD → Organic → Basilisk → Forest → eurp119   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp119,EURP119,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp120,HDD → Organic → Basilisk → Forest → eurp120   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp120,EURP120,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp121,HDD → Organic → Basilisk → Forest → eurp121   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp121,EURP121,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp122,HDD → Organic → Basilisk → Forest → eurp122   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp122,EURP122,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp137,HDD → Organic → Basilisk → Forest → eurp137   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp137,EURP137,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp138,HDD → Organic → Basilisk → Forest → eurp138   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp138,EURP138,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp174,HDD → Organic → Basilisk → Forest → eurp174   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp174,EURP174,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp175,HDD → Organic → Basilisk → Forest → eurp175   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp175,EURP175,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp176,HDD → Organic → Basilisk → Forest → eurp176   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp176,EURP176,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp177,HDD → Organic → Basilisk → Forest → eurp177   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp177,EURP177,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp178,HDD → Organic → Basilisk → Forest → eurp178   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp178,EURP178,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp179,HDD → Organic → Basilisk → Forest → eurp179   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp179,EURP179,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp180,HDD → Organic → Basilisk → Forest → eurp180   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp180,EURP180,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp189,HDD → Organic → Basilisk → Forest → eurp189   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp189,EURP189,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp190,HDD → Organic → Basilisk → Forest → eurp190   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp190,EURP190,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp191,HDD → Organic → Basilisk → Forest → eurp191   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp191,EURP191,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp192,HDD → Organic → Basilisk → Forest → eurp192   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp192,EURP192,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp193,HDD → Organic → Basilisk → Forest → eurp193   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp193,EURP193,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp194,HDD → Organic → Basilisk → Forest → eurp194   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp194,EURP194,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp195,HDD → Organic → Basilisk → Forest → eurp195   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp195,EURP195,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp250,HDD → Organic → Basilisk → Forest → eurp250   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp250,EURP250,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp251,HDD → Organic → Basilisk → Forest → eurp251   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp251,EURP251,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurp309,HDD → Organic → Basilisk → Forest → eurp309   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurp309,EURP309,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurprd01,HDD → Organic → Basilisk → Forest → eurprd01   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurprd01,EURPRD01,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurprd02,HDD → Organic → Basilisk → Forest → eurprd02   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurprd02,EURPRD02,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurprd03,HDD → Organic → Basilisk → Forest → eurprd03   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurprd03,EURPRD03,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurprd04,HDD → Organic → Basilisk → Forest → eurprd04   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurprd04,EURPRD04,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurprd05,HDD → Organic → Basilisk → Forest → eurprd05   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurprd05,EURPRD05,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurprd06,HDD → Organic → Basilisk → Forest → eurprd06   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurprd06,EURPRD06,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurprd07,HDD → Organic → Basilisk → Forest → eurprd07   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurprd07,EURPRD07,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurprd08,HDD → Organic → Basilisk → Forest → eurprd08   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurprd08,EURPRD08,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurprd09,HDD → Organic → Basilisk → Forest → eurprd09   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurprd09,EURPRD09,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurprd10,HDD → Organic → Basilisk → Forest → eurprd10   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurprd10,EURPRD10,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::eurprd83,HDD → Organic → Basilisk → Forest → eurprd83   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,eurprd83,EURPRD83,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::frap264,HDD → Organic → Basilisk → Forest → frap264   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,frap264,FRAP264,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::gbrp123,HDD → Organic → Basilisk → Forest → gbrp123   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,gbrp123,GBRP123,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::gbrp265,HDD → Organic → Basilisk → Forest → gbrp265   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,gbrp265,GBRP265,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::gbrp267,HDD → Organic → Basilisk → Forest → gbrp267   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,gbrp267,GBRP267,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::gbrp302,HDD → Organic → Basilisk → Forest → gbrp302   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,gbrp302,GBRP302,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::idnp305,HDD → Organic → Basilisk → Forest → idnp305   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,idnp305,IDNP305,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::indp287,HDD → Organic → Basilisk → Forest → indp287   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,indp287,INDP287,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::indprd01,HDD → Organic → Basilisk → Forest → indprd01   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,indprd01,INDPRD01,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::isrp290,HDD → Organic → Basilisk → Forest → isrp290   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,isrp290,ISRP290,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::itap293,HDD → Organic → Basilisk → Forest → itap293   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,itap293,ITAP293,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::jpnp286,HDD → Organic → Basilisk → Forest → jpnp286   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,jpnp286,JPNP286,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::jpnp301,HDD → Organic → Basilisk → Forest → jpnp301   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,jpnp301,JPNP301,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::jpnprd01,HDD → Organic → Basilisk → Forest → jpnprd01   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,jpnprd01,JPNPRD01,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::korp216,HDD → Organic → Basilisk → Forest → korp216   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,korp216,KORP216,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::lamp152,HDD → Organic → Basilisk → Forest → lamp152   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,lamp152,LAMP152,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::lamp215,HDD → Organic → Basilisk → Forest → lamp215   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,lamp215,LAMP215,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::lamprd80,HDD → Organic → Basilisk → Forest → lamprd80   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,lamprd80,LAMPRD80,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::mexp297,HDD → Organic → Basilisk → Forest → mexp297   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,mexp297,MEXP297,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::mysp306,HDD → Organic → Basilisk → Forest → mysp306   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,mysp306,MYSP306,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp100,HDD → Organic → Basilisk → Forest → namp100   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp100,NAMP100,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp101,HDD → Organic → Basilisk → Forest → namp101   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp101,NAMP101,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp102,HDD → Organic → Basilisk → Forest → namp102   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp102,NAMP102,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp103,HDD → Organic → Basilisk → Forest → namp103   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp103,NAMP103,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp104,HDD → Organic → Basilisk → Forest → namp104   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp104,NAMP104,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp105,HDD → Organic → Basilisk → Forest → namp105   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp105,NAMP105,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp106,HDD → Organic → Basilisk → Forest → namp106   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp106,NAMP106,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp108,HDD → Organic → Basilisk → Forest → namp108   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp108,NAMP108,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp109,HDD → Organic → Basilisk → Forest → namp109   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp109,NAMP109,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp110,HDD → Organic → Basilisk → Forest → namp110   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp110,NAMP110,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp111,HDD → Organic → Basilisk → Forest → namp111   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp111,NAMP111,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp113,HDD → Organic → Basilisk → Forest → namp113   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp113,NAMP113,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp114,HDD → Organic → Basilisk → Forest → namp114   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp114,NAMP114,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp115,HDD → Organic → Basilisk → Forest → namp115   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp115,NAMP115,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp116,HDD → Organic → Basilisk → Forest → namp116   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp116,NAMP116,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp118,HDD → Organic → Basilisk → Forest → namp118   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp118,NAMP118,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp125,HDD → Organic → Basilisk → Forest → namp125   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp125,NAMP125,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp126,HDD → Organic → Basilisk → Forest → namp126   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp126,NAMP126,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp128,HDD → Organic → Basilisk → Forest → namp128   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp128,NAMP128,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp129,HDD → Organic → Basilisk → Forest → namp129   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp129,NAMP129,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp130,HDD → Organic → Basilisk → Forest → namp130   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp130,NAMP130,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp131,HDD → Organic → Basilisk → Forest → namp131   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp131,NAMP131,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp132,HDD → Organic → Basilisk → Forest → namp132   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp132,NAMP132,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
HDD|Organic|Basilisk|Forest::namp133,HDD → Organic → Basilisk → Forest → namp133   [OPERATIONAL_SOURCE_PRECEDENCE],HDD,Basilisk,,,Forest,Forest,namp133,NAMP133,True,True,True,BUILDABLE,OPERATIONAL_SOURCE_PRECEDENCE
