route_id,base_metric,display_label,demand_nature,db_type,prepared_scenario,segment,granularity,entity_label,entity_value,source_metric,source_scenario,source_granularity,source_series_key,case_id,entity_type,entity_token_upper,axes_applicable,selection_path,selection_display_path,governance_marker,scope_status,build_viewer,build_accuracy,build_forecast,viewer_exclusion_reason,accuracy_exclusion_reason,forecast_exclusion_reason,overall_exclusion_reason,has_actuals,history_depth,first_actual_date,last_actual_date,staleness_days,viewer_model_coverage,accuracy_model_coverage,forecast_model_coverage,extraction_run_id,taxonomy_alignment,governed_exception,inclusion_rule,notes
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,ausprd01,HDD - Basilisk,Basilisk,Forest,ausprd01,HDD|Organic|Basilisk|Forest::ausprd01,Forest,AUSPRD01,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|ausprd01,HDD → Organic → Basilisk → Forest → ausprd01   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,autp296,HDD - Basilisk,Basilisk,Forest,autp296,HDD|Organic|Basilisk|Forest::autp296,Forest,AUTP296,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|autp296,HDD → Organic → Basilisk → Forest → autp296   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,brap284,HDD - Basilisk,Basilisk,Forest,brap284,HDD|Organic|Basilisk|Forest::brap284,Forest,BRAP284,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|brap284,HDD → Organic → Basilisk → Forest → brap284   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,canp288,HDD - Basilisk,Basilisk,Forest,canp288,HDD|Organic|Basilisk|Forest::canp288,Forest,CANP288,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|canp288,HDD → Organic → Basilisk → Forest → canp288   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,canprd01,HDD - Basilisk,Basilisk,Forest,canprd01,HDD|Organic|Basilisk|Forest::canprd01,Forest,CANPRD01,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|canprd01,HDD → Organic → Basilisk → Forest → canprd01   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,chep278,HDD - Basilisk,Basilisk,Forest,chep278,HDD|Organic|Basilisk|Forest::chep278,Forest,CHEP278,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|chep278,HDD → Organic → Basilisk → Forest → chep278   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,chlp298,HDD - Basilisk,Basilisk,Forest,chlp298,HDD|Organic|Basilisk|Forest::chlp298,Forest,CHLP298,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|chlp298,HDD → Organic → Basilisk → Forest → chlp298   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,chnpr01,HDD - Basilisk,Basilisk,Forest,chnpr01,HDD|Organic|Basilisk|Forest::chnpr01,Forest,CHNPR01,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|chnpr01,HDD → Organic → Basilisk → Forest → chnpr01   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,deup281,HDD - Basilisk,Basilisk,Forest,deup281,HDD|Organic|Basilisk|Forest::deup281,Forest,DEUP281,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|deup281,HDD → Organic → Basilisk → Forest → deup281   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,dnkp307,HDD - Basilisk,Basilisk,Forest,dnkp307,HDD|Organic|Basilisk|Forest::dnkp307,Forest,DNKP307,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|dnkp307,HDD → Organic → Basilisk → Forest → dnkp307   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,espp292,HDD - Basilisk,Basilisk,Forest,espp292,HDD|Organic|Basilisk|Forest::espp292,Forest,ESPP292,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|espp292,HDD → Organic → Basilisk → Forest → espp292   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp107,HDD - Basilisk,Basilisk,Forest,eurp107,HDD|Organic|Basilisk|Forest::eurp107,Forest,EURP107,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp107,HDD → Organic → Basilisk → Forest → eurp107   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp119,HDD - Basilisk,Basilisk,Forest,eurp119,HDD|Organic|Basilisk|Forest::eurp119,Forest,EURP119,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp119,HDD → Organic → Basilisk → Forest → eurp119   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp120,HDD - Basilisk,Basilisk,Forest,eurp120,HDD|Organic|Basilisk|Forest::eurp120,Forest,EURP120,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp120,HDD → Organic → Basilisk → Forest → eurp120   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp121,HDD - Basilisk,Basilisk,Forest,eurp121,HDD|Organic|Basilisk|Forest::eurp121,Forest,EURP121,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp121,HDD → Organic → Basilisk → Forest → eurp121   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp122,HDD - Basilisk,Basilisk,Forest,eurp122,HDD|Organic|Basilisk|Forest::eurp122,Forest,EURP122,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp122,HDD → Organic → Basilisk → Forest → eurp122   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp137,HDD - Basilisk,Basilisk,Forest,eurp137,HDD|Organic|Basilisk|Forest::eurp137,Forest,EURP137,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp137,HDD → Organic → Basilisk → Forest → eurp137   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp138,HDD - Basilisk,Basilisk,Forest,eurp138,HDD|Organic|Basilisk|Forest::eurp138,Forest,EURP138,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp138,HDD → Organic → Basilisk → Forest → eurp138   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp174,HDD - Basilisk,Basilisk,Forest,eurp174,HDD|Organic|Basilisk|Forest::eurp174,Forest,EURP174,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp174,HDD → Organic → Basilisk → Forest → eurp174   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp175,HDD - Basilisk,Basilisk,Forest,eurp175,HDD|Organic|Basilisk|Forest::eurp175,Forest,EURP175,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp175,HDD → Organic → Basilisk → Forest → eurp175   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp176,HDD - Basilisk,Basilisk,Forest,eurp176,HDD|Organic|Basilisk|Forest::eurp176,Forest,EURP176,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp176,HDD → Organic → Basilisk → Forest → eurp176   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp177,HDD - Basilisk,Basilisk,Forest,eurp177,HDD|Organic|Basilisk|Forest::eurp177,Forest,EURP177,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp177,HDD → Organic → Basilisk → Forest → eurp177   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp178,HDD - Basilisk,Basilisk,Forest,eurp178,HDD|Organic|Basilisk|Forest::eurp178,Forest,EURP178,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp178,HDD → Organic → Basilisk → Forest → eurp178   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
HDD|Organic|Basilisk|Forest,HDD,HDD - Basilisk,Organic,Basilisk,,,Forest,Forest,eurp179,HDD - Basilisk,Basilisk,Forest,eurp179,HDD|Organic|Basilisk|Forest::eurp179,Forest,EURP179,Metric|Demand Nature|DB Type|Granularity|Forest,HDD|Organic|Basilisk|Forest|eurp179,HDD → Organic → Basilisk → Forest → eurp179   [OPERATIONAL_SOURCE_PRECEDENCE],OPERATIONAL_SOURCE_PRECEDENCE,BUILDABLE,True,True,True,,,,,True,79,2026-03-08,2026-05-25,55.0,15,15,1,R6P1-20260812T100822,OPERATIONAL_SOURCE_PRECEDENCE,CATALOG_SERVING_EMPTY_BUT_OPERATIONAL_ARTIFACT_AVAILABLE,R3_GOVERNED_EXCEPTION_BASILISK,
