metric,route_id,db_type,demand_nature,prepared_scenario,segment,granularity,key_entity,selection_path,source_artifacts,has_actuals,actual_observation_count,first_actual_date,last_actual_date,passes_50_actuals,has_backtest_estimates,governed_model_count,governed_model_names,has_all_15_governed_models,backtest_row_count,horizons_available,has_forecast_values,forecast_row_count,forecast_model_count,forecast_model_names,first_forecast_date,last_forecast_date,forward_actual_row_count,viewer_complete,forecast_complete,product_complete,missing_reason,can_build_from_local_artifacts,requires_sql_or_tesseract,recommended_next_action
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,ausprd01,HDD -> Organic -> Basilisk -> Forest -> ausprd01,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,autp296,HDD -> Organic -> Basilisk -> Forest -> autp296,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,brap284,HDD -> Organic -> Basilisk -> Forest -> brap284,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,canp288,HDD -> Organic -> Basilisk -> Forest -> canp288,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,canprd01,HDD -> Organic -> Basilisk -> Forest -> canprd01,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,chep278,HDD -> Organic -> Basilisk -> Forest -> chep278,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,chlp298,HDD -> Organic -> Basilisk -> Forest -> chlp298,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,chnpr01,HDD -> Organic -> Basilisk -> Forest -> chnpr01,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,deup281,HDD -> Organic -> Basilisk -> Forest -> deup281,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,dnkp307,HDD -> Organic -> Basilisk -> Forest -> dnkp307,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,espp292,HDD -> Organic -> Basilisk -> Forest -> espp292,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp107,HDD -> Organic -> Basilisk -> Forest -> eurp107,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp119,HDD -> Organic -> Basilisk -> Forest -> eurp119,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp120,HDD -> Organic -> Basilisk -> Forest -> eurp120,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp121,HDD -> Organic -> Basilisk -> Forest -> eurp121,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp122,HDD -> Organic -> Basilisk -> Forest -> eurp122,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp137,HDD -> Organic -> Basilisk -> Forest -> eurp137,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp138,HDD -> Organic -> Basilisk -> Forest -> eurp138,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp174,HDD -> Organic -> Basilisk -> Forest -> eurp174,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp175,HDD -> Organic -> Basilisk -> Forest -> eurp175,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp176,HDD -> Organic -> Basilisk -> Forest -> eurp176,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp177,HDD -> Organic -> Basilisk -> Forest -> eurp177,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp178,HDD -> Organic -> Basilisk -> Forest -> eurp178,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp179,HDD -> Organic -> Basilisk -> Forest -> eurp179,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp180,HDD -> Organic -> Basilisk -> Forest -> eurp180,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp189,HDD -> Organic -> Basilisk -> Forest -> eurp189,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp190,HDD -> Organic -> Basilisk -> Forest -> eurp190,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp191,HDD -> Organic -> Basilisk -> Forest -> eurp191,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
HDD,HDD|Organic|Basilisk|Forest,Basilisk,Organic,,,Forest,eurp192,HDD -> Organic -> Basilisk -> Forest -> eurp192,forecast_viewer_model_outputs_v2_full.parquet|forecast_forward_outputs_v6_17_full.parquet,True,79,2026-03-08,2026-05-25,True,True,15,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,2250,1-30,True,732,1,FixedGrowth1.5%,2026-08-12,2028-08-12,144,True,True,True,,N/A,FALSE,Eligible for the product cohort today.
