target_file_or_area,exists,current_role_detected,potential_conflict_with_stage07,recommended_action,safe_to_modify_later,notes
shiny_app/R/data_loader.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/R/helpers.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/R/libraries.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/R/llm_client.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/R/plots.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/R/tables.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/server/accuracy_server.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/server/backtesting_server.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/server/forecast_overlay_server.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/server/governance_server.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/server/models_server.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/server/overview_server.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/server/server.R,True,server,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/server/settings_server.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/ui/body.R,True,dashboard body,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/ui/header.R,True,header,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/ui/tabs/accuracy_tab.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/ui/tabs/backtesting_tab.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/ui/tabs/forecast_overlay_tab.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/ui/tabs/governance_tab.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/ui/tabs/models_tab.R,True,forecast/model runtime,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/ui/tabs/overview_tab.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/ui/tabs/settings_tab.R,True,support file,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/www/custom.css,True,asset_code,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/www/custom.js,True,asset_code,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
shiny_app/www/favicon.ico,True,image_asset,manual_review,Preserve until Stage 07 plan decides whether to supersede or wrap with read-only shell.,manual_review,Existing target app is populated; no changes made.
