timestamp,candidate_id,model_name,series_key,window_id,forecast_origin,status,runtime_seconds,message
2026-06-25T20:44:33,LGBM-IMP,LightGBM_candidate_improved,NAM-TDF,12,2026-03-28,ok,3.907,mase=2.210 rmsse=0.984 raw_neg=0 h_eval=30
2026-06-25T20:44:44,XGB-IMP,XGBoost_candidate_improved,NAM-Multitenant,10,2026-01-27,ok,10.4424,mase=3.137 rmsse=0.940 raw_neg=0 h_eval=30
2026-06-25T20:44:54,XGB-IMP,XGBoost_candidate_improved,NAM-Multitenant,11,2026-02-26,ok,10.2394,mase=4.970 rmsse=1.401 raw_neg=0 h_eval=30
2026-06-25T20:45:05,XGB-IMP,XGBoost_candidate_improved,NAM-Multitenant,12,2026-03-28,ok,10.4619,mase=4.145 rmsse=1.190 raw_neg=0 h_eval=30
2026-06-25T20:45:15,XGB-IMP,XGBoost_candidate_improved,EUR-Multitenant,10,2026-01-27,ok,10.5418,mase=1.494 rmsse=0.631 raw_neg=0 h_eval=30
2026-06-25T20:45:26,XGB-IMP,XGBoost_candidate_improved,EUR-Multitenant,11,2026-02-26,ok,10.4916,mase=2.662 rmsse=0.943 raw_neg=0 h_eval=30
2026-06-25T20:45:36,XGB-IMP,XGBoost_candidate_improved,EUR-Multitenant,12,2026-03-28,ok,10.5136,mase=8.329 rmsse=2.813 raw_neg=0 h_eval=30
2026-06-25T20:45:47,XGB-IMP,XGBoost_candidate_improved,LAM-Multitenant,10,2026-01-27,ok,10.9744,mase=4.991 rmsse=1.894 raw_neg=0 h_eval=30
2026-06-25T20:45:58,XGB-IMP,XGBoost_candidate_improved,LAM-Multitenant,11,2026-02-26,ok,10.9916,mase=5.329 rmsse=2.025 raw_neg=0 h_eval=30
2026-06-25T20:46:09,XGB-IMP,XGBoost_candidate_improved,LAM-Multitenant,12,2026-03-28,ok,11.132,mase=5.540 rmsse=2.122 raw_neg=0 h_eval=30
2026-06-25T20:46:20,XGB-IMP,XGBoost_candidate_improved,APC-Dedicated,10,2026-01-27,ok,10.9806,mase=43.782 rmsse=9.804 raw_neg=0 h_eval=30
2026-06-25T20:46:31,XGB-IMP,XGBoost_candidate_improved,APC-Dedicated,11,2026-02-26,ok,10.9201,mase=7.886 rmsse=1.712 raw_neg=0 h_eval=30
2026-06-25T20:46:41,XGB-IMP,XGBoost_candidate_improved,APC-Dedicated,12,2026-03-28,ok,9.4476,mase=0.014 rmsse=0.003 raw_neg=0 h_eval=30
2026-06-25T20:46:49,XGB-IMP,XGBoost_candidate_improved,NAM-TDF,10,2026-01-27,ok,8.6844,mase=1.377 rmsse=0.754 raw_neg=0 h_eval=30
2026-06-25T20:46:58,XGB-IMP,XGBoost_candidate_improved,NAM-TDF,11,2026-02-26,ok,8.8927,mase=1.411 rmsse=0.816 raw_neg=0 h_eval=30
2026-06-25T20:47:07,XGB-IMP,XGBoost_candidate_improved,NAM-TDF,12,2026-03-28,ok,8.8667,mase=2.447 rmsse=1.030 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,NAM-Multitenant,10,2026-01-27,ok,0.0083,mase=0.955 rmsse=0.326 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,NAM-Multitenant,11,2026-02-26,ok,0.0068,mase=2.656 rmsse=0.740 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,NAM-Multitenant,12,2026-03-28,ok,0.0077,mase=0.719 rmsse=0.229 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,EUR-Multitenant,10,2026-01-27,ok,0.0072,mase=3.447 rmsse=1.300 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,EUR-Multitenant,11,2026-02-26,ok,0.0038,mase=2.070 rmsse=0.775 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,EUR-Multitenant,12,2026-03-28,ok,0.0033,mase=1.895 rmsse=0.751 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,LAM-Multitenant,10,2026-01-27,ok,0.0031,mase=1.205 rmsse=0.483 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,LAM-Multitenant,11,2026-02-26,ok,0.0029,mase=1.330 rmsse=0.558 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,LAM-Multitenant,12,2026-03-28,ok,0.0031,mase=1.148 rmsse=0.461 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,APC-Dedicated,10,2026-01-27,ok,0.003,mase=4.549 rmsse=1.094 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,APC-Dedicated,11,2026-02-26,ok,0.0031,mase=0.315 rmsse=0.071 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,APC-Dedicated,12,2026-03-28,ok,0.004,mase=0.181 rmsse=0.046 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,NAM-TDF,10,2026-01-27,ok,0.0025,mase=0.988 rmsse=0.779 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,NAM-TDF,11,2026-02-26,ok,0.0027,mase=1.642 rmsse=0.646 raw_neg=0 h_eval=30
2026-06-25T20:47:07,ENET-RIDGE,ElasticNet_or_Ridge_direct_multi_horizon,NAM-TDF,12,2026-03-28,ok,0.0025,mase=1.379 rmsse=0.512 raw_neg=0 h_eval=30
