entity_key,date,actual_value,forecast_version,scenario,resource,source_file
APC-Dedicated,2019-07-21,131.638,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-07-22,132.324,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-07-23,133.518,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-07-24,133.913,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-07-25,134.568,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-07-26,135.568,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-07-27,135.568,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-07-28,135.568,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-07-29,136.338,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-07-30,136.884,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-07-31,137.559,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-01,138.382,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-02,138.866,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-03,138.936,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-04,138.951,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-05,139.778,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-06,140.536,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-07,141.276,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-08,141.974,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-09,142.618,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-10,142.699,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-11,142.755,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-12,143.188,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-13,143.914,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-14,144.553,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-15,144.895,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-16,145.47199999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-17,145.47199999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-18,145.549,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-19,146.07999999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-20,146.629,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-21,147.051,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-22,147.573,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-23,147.785,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-24,147.81,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-25,148.026,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-26,148.836,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-27,149.562,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-28,149.949,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-29,150.791,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-30,151.391,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-08-31,151.452,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-01,151.574,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-02,151.916,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-03,152.58800000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-04,153.187,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-05,153.81,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-06,154.409,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-07,154.506,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-08,154.611,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-09,154.917,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-10,155.78,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-11,156.46,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-12,157.127,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-13,157.753,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-14,157.85399999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-15,158.063,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-16,158.69299999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-17,159.346,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-18,159.77100000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-19,160.652,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-20,161.52100000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-21,161.52100000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-22,161.683,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-23,162.104,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-24,163.097,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-25,163.791,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-26,164.504,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-27,165.023,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-28,165.339,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-29,165.404,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-09-30,165.82600000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-01,166.615,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-02,167.001,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-03,167.785,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-04,168.18699999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-05,168.31,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-06,168.337,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-07,169.003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-08,169.333,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-09,169.963,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-10,170.698,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-11,171.11700000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-12,171.11700000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-13,171.18,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-14,171.653,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-15,172.029,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-16,172.73399999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-17,173.19400000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-18,173.82999999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-19,173.82999999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-20,174.12900000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-21,174.457,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-22,175.031,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-23,175.7,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-24,176.32,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-25,176.935,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-26,176.999,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-27,176.999,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-28,177.043,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-29,177.61700000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-30,178.428,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-10-31,178.925,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-01,179.097,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-02,179.19400000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-03,179.19400000000002,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-04,179.47699999999998,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-05,180.604,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-06,181.296,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-07,182.053,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-08,182.42,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-09,182.42,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-10,183.064,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-11,183.624,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-12,184.24,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-13,184.964,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-14,185.536,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-15,186.194,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-16,186.378,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-17,186.701,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-18,187.218,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-19,188.016,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-20,188.834,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-21,189.359,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-22,190.15,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-23,190.15,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-24,190.336,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-25,191.249,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-26,191.823,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-27,192.425,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-28,193.163,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-29,194.102,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-11-30,194.157,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-01,194.171,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-02,195.017,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-03,196.192,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-04,196.71,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-05,197.614,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-06,197.92200000000005,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-07,198.029,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-08,198.1,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-09,198.949,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-10,199.133,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-11,200.1225,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-12,201.296,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-13,201.316,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-14,202.577,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-15,202.657,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-16,203.292,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-17,204.144,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-18,204.947,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-19,205.754,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-20,206.062,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-21,206.477,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-22,206.588,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-23,206.88,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-24,207.352,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-25,207.58300000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-26,207.635,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-27,207.964,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-28,207.964,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-29,207.969,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-30,207.762,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2019-12-31,208.004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-01,208.004,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-02,208.008,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-03,208.749,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-04,208.849,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-05,208.983,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-06,209.665,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-07,210.626,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-08,211.261,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-09,211.732,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-10,212.115,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-11,212.844,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-12,213.149,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-13,213.942,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-14,214.618,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-15,215.472,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-16,216.433,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-17,217.269,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-18,217.283,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-19,217.615,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-20,218.607,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-21,219.589,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-22,220.427,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-23,221.341,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-24,221.863,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-25,222.129,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-26,222.205,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-27,222.741,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-28,223.83,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-29,224.373,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-30,225.235,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-01-31,225.891,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-01,225.935,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-02,226.478,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-03,227.127,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-04,227.988,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-05,228.862,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-06,229.577,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-07,230.205,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-08,230.386,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-09,230.612,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-10,231.271,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-11,232.155,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-12,232.729,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-13,234.09,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-14,234.847,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-15,234.863,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-16,234.98,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-17,236.031,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-18,236.76800000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-19,237.529,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-20,238.43400000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-21,239.534,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-22,240.99400000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-23,241.29200000000003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-24,242.54700000000005,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-25,243.14,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-26,244.046,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-27,244.8,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-28,245.851,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-02-29,245.851,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-01,246.029,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-02,246.807,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-03,247.674,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-04,248.408,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-05,249.33,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-06,250.431,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-07,250.431,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-08,250.431,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-09,251.243,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-10,252.468,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-11,252.94,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-12,254.215,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-13,255.062,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-14,255.473,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-15,255.698,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-16,256.762,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-17,257.848,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-18,259.194,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-19,260.208,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-20,261.003,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-21,261.301,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-22,261.511,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-23,262.348,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-24,263.252,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-25,264.304,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-26,265.419,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-27,266.166,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-28,266.312,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-29,266.664,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-30,268.074,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-03-31,268.955,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
APC-Dedicated,2020-04-01,269.66,2026-05-01,Enterprise,HDD,hdd_region_actuals.csv
