case_id,route_id,route_group,base_metric,entity_value,case_class,viewer_complete,forecast_complete,has_observed_actuals,observed_row_count,has_backtest_estimates,backtest_row_count,backtest_model_count,has_all_15_governed_models,backtest_model_names,has_forecast_values,forecast_row_count,forward_actual_row_count,missing_data_reason
HDD|Organic|Basilisk|Forest::canprd01,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,canprd01,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::chep278,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,chep278,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::chlp298,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,chlp298,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::chnpr01,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,chnpr01,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::deup281,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,deup281,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::dnkp307,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,dnkp307,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::espp292,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,espp292,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp107,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp107,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp119,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp119,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp120,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp120,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp121,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp121,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp122,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp122,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp137,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp137,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp138,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp138,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp174,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp174,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp175,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp175,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp176,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp176,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp177,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp177,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp178,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp178,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp179,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp179,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp180,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp180,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp189,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp189,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp190,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp190,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp191,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp191,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp192,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp192,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp193,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp193,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp194,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp194,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp195,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp195,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp250,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp250,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp251,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp251,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurp309,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurp309,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurprd01,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurprd01,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurprd02,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurprd02,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurprd03,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurprd03,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurprd04,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurprd04,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurprd05,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurprd05,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurprd06,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurprd06,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurprd07,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurprd07,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurprd08,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurprd08,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurprd09,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurprd09,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurprd10,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurprd10,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::eurprd83,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,eurprd83,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::frap264,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,frap264,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::gbrp123,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,gbrp123,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::gbrp265,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,gbrp265,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
HDD|Organic|Basilisk|Forest::gbrp267,HDD|Organic|Basilisk|Forest,HDD Basilisk,HDD,gbrp267,VIEWER_COMPLETE,True,True,True,2250,True,2250,15,True,ARIMA_Fixed|AutoARIMA|ETS Explicit|ETS_Current|FNAR-V2|FixedGrowth_1_5|FixedGrowth_3|FixedGrowth_4|FixedGrowth_6|LightGBM|LinearRegression|NLIN-DLIN_FIXED|SMLP-TCN|Theta|XGBoost,True,732,144,
