run_id,model_a,model_b,model_a_origin,model_b_origin,paired_entity_count,median_delta_mase,bootstrap_ci_low,bootstrap_ci_high,sign_test_p_value,bh_adjusted_p_value,practical_threshold,practically_meaningful,statistically_supported,comparison_status,created_timestamp
tournament_engine,AutoARIMA,XGBoost,challenger,challenger,39,-3.7686509704458366,-8.227878444614355,-0.5453607437368642,0.05325191409792751,0.08144410391447737,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,AutoARIMA,FastNeuralAR_MLP,challenger,challenger,39,-734.8057215578956,-1160.1228055969343,-480.3628940702334,3.637978807091713e-12,2.5796576995741237e-11,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,Theta,ETS Explicit,challenger,challenger,39,1.5514579720782224,0.6563734315893359,3.8686053763198442,0.05325191409792751,0.08144410391447737,0.02,True,False,inconclusive,2026-06-13T18:07:40
tournament_engine,Theta,LightGBM,challenger,challenger,39,-7.045044178994873,-11.449791120682399,-3.9225474909403317,2.4299079086631536e-06,1.114898922798388e-05,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,Theta,XGBoost,challenger,challenger,39,-4.415703760957729,-6.564365851542483,-1.8408513416121917,0.0010650196345523,0.0028645355687958412,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,Theta,FastNeuralAR_MLP,challenger,challenger,39,-732.7846128129437,-1159.2604811748135,-518.3033213759521,3.637978807091713e-12,2.5796576995741237e-11,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,ETS Explicit,LightGBM,challenger,challenger,39,-9.117174872209093,-11.88150199092327,-5.651328830812845,7.025478407740593e-05,0.00023825535469728968,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,ETS Explicit,XGBoost,challenger,challenger,39,-6.208169823268207,-9.777988604223175,-2.437566141935429,0.0010650196345523,0.0028645355687958412,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,ETS Explicit,FastNeuralAR_MLP,challenger,challenger,39,-734.963110910705,-1163.2842939783438,-472.497443987058,3.637978807091713e-12,2.5796576995741237e-11,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,LightGBM,XGBoost,challenger,challenger,39,3.799890225829067,2.1171059455875625,4.92516332640446,7.025478407740593e-05,0.00023825535469728968,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,LightGBM,FastNeuralAR_MLP,challenger,challenger,39,-725.845936038496,-1151.725079700585,-524.477972083211,3.637978807091713e-12,2.5796576995741237e-11,0.02,True,True,supported_difference,2026-06-13T18:07:40
tournament_engine,XGBoost,FastNeuralAR_MLP,challenger,challenger,39,-728.7549410874368,-1153.5063053741208,-518.779327862974,1.4551915228366852e-10,9.458744898438454e-10,0.02,True,True,supported_difference,2026-06-13T18:07:40
