extraction_id,cohort_id,selected_for_p3_extraction,metric,db_type,variant,scenario,segment,demand_nature,granularity,key,route_path,source_object,source_schema,source_date_column,source_actual_column,source_forecast_column,raw_parquet_file,raw_parquet_relative_path,min_date,max_date,row_count,distinct_date_count,parseable_actual_count,non_parseable_actual_count,freshness_status,caveat,extraction_status,validation_status
EXT011,MVP061,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CANPRD01,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT012,MVP062,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CHEP278,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT013,MVP063,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,CHLP298,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT014,MVP064,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,DEUP281,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT015,MVP065,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,DNKP307,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT016,MVP066,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ESPP292,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT017,MVP067,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP107,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT018,MVP068,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP119,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT019,MVP069,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,EURP120,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT020,MVP070,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,FRAP264,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT021,MVP071,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP123,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT022,MVP072,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP265,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT023,MVP073,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,GBRP267,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT024,MVP074,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,IDNP305,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT025,MVP075,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,INDP287,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT026,MVP076,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,INDPRD01,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT027,MVP077,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ISRP290,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT028,MVP078,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,ITAP293,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT029,MVP079,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNP286,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT030,MVP080,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNP301,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT031,MVP081,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,JPNPRD01,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT032,MVP082,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,KORP216,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT033,MVP083,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMP152,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT034,MVP084,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMP215,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT035,MVP085,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,LAMPRD80,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT036,MVP086,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,MEXP297,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT037,MVP087,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,MYSP306,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
EXT038,MVP088,TRUE,SSD,Phoenix,LVWE,NOT_APPLICABLE,NOT_APPLICABLE,Organic,Forest,NAMP100,SSD|Phoenix|LowVolume|LVWE|Forest,forecast_substrateBE_ssd_phx_lvwe_metrics,dbo,End_Date,Mean_Actual,Mean_Forecast,ssd_lvwe_raw.parquet,data/raw/v6_24_mvp_cohort/ssd/ssd_lvwe_raw.parquet,2026-04-13,2026-08-22,131,130,131,0,CURRENT (to 2026-08-22),AGGREGATED_WINDOW_ACTUALS (window 1-7 days); Mean_Actual is varchar in source and was CAST via TRY_CAST; source contains 1 exact-duplicate row per key on 2026-04-22; 15 governed model backtests DO NOT exist yet and must be generated in P5,EXTRACTED,VALIDATED
