metric,series_id,min_actual_date,max_actual_date,observation_count,calendar_span_days,missing_calendar_days,proposed_burn_in_count,burn_in_side,policy,min_observed_targets_required,sampled_origin_count,forced_latest_origin,forced_latest_origin_valid,first_origin_date,valid_origin_count,first_backtest_target_date,last_backtest_target_date,target_date_count,newest_observation_preserved,prev_strict_valid_origins,prev_strict_target_dates,prev_strict_last_target,origins_recovered,target_dates_recovered,in_p5_workload,rule,notes
CPU,CPU__Failover__Region__CHN-Gallatin,2022-01-04,2023-07-20,556,563,7,61,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2022-03-09,10,2022-04-26,2023-07-20,297,TRUE,8,240,2023-06-03,2,57,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 61 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
CPU,CPU__Failover__Region__DEU-Go-Local,2022-01-04,2023-07-20,562,563,1,63,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2022-03-09,10,2022-04-26,2023-07-20,300,TRUE,10,300,2023-07-20,0,0,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 63 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
CPU,CPU__Failover__Region__EUR-MSIT,2022-01-04,2023-07-20,562,563,1,63,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2022-03-09,10,2022-04-26,2023-07-20,300,TRUE,10,300,2023-07-20,0,0,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 63 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
CPU,CPU__Failover__Region__FRA-Go-Local,2022-01-04,2023-07-20,562,563,1,63,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2023-06-20,TRUE,2022-03-09,10,2022-04-26,2023-07-20,300,TRUE,10,300,2023-07-20,0,0,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"10 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 63 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Forest__apcp150,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Forest__chnpr01,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Forest__eurp180,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Forest__eurprd07,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Forest__jpnprd01,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Forest__namp113,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Forest__namp157,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Forest__namp222,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Forest__namprd15,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Region__GBR-Go-Local,2026-03-10,2026-05-23,75,75,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-13,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Region__ITA-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Region__are-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Region__chl-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Region__fra-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Region__kor-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Region__nam-ITAR-GCCH,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__Basilisk__NA__Region__nzl-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,0,NONE,FALSE,2026-05-11,0,NONE,NONE,0,FALSE,0,0,NONE,0,0,FALSE,NO_VALID_ORIGIN,"0 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin did not qualify; the last reachable target is NONE. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Forest__CANPRD01,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Forest__EURP179,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Forest__EURP309,2025-12-21,2026-07-19,211,211,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2026-02-23,11,2026-02-24,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Forest__EURPRD07,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Forest__JPNPRD01,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Forest__NAMP115,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Forest__NAMP159,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Forest__NAMP283,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Forest__NAMPRD16,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-19,TRUE,2025-12-19,11,2025-12-20,2026-07-19,330,TRUE,11,330,2026-07-19,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Region__APC-MSIT,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-18,TRUE,2025-12-19,11,2025-12-20,2026-07-18,330,TRUE,11,330,2026-07-18,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Region__CAN-Go-Local,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-18,TRUE,2025-12-19,11,2025-12-20,2026-07-18,330,TRUE,11,330,2026-07-18,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Region__EUR-Dedicated,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-18,TRUE,2025-12-19,11,2025-12-20,2026-07-18,330,TRUE,11,330,2026-07-18,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
HDD,HDD__EDB__Consumer__Region__IDN-Go-Local,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,D2_OPTION_B_SPARSE_OBSERVED,20,11,2026-06-18,TRUE,2025-12-19,11,2025-12-20,2026-07-18,330,TRUE,11,330,2026-07-18,0,0,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,"11 valid origins under the approved sparse rule (>= 20 observed targets in the 30-day horizon). Burn-in consumes the 64 OLDEST observations only. Forced latest origin at max_date-30 is valid, so the last target equals the series max date. No dates were filled, resampled or interpolated."
