batch_id,phase,metric,series_count,model_count,expected_model_series_runs,expected_prediction_rows,checkpoint_path,resume_key,risk_level,notes
B015,B_neural,SSD,5,3,15,4500,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_SSD_06.csv,B_neural|SSD|06,HIGH,Series 26-30 of 50 for SSD. Resume key lets P5 skip completed batches on restart.
B016,B_neural,SSD,5,3,15,4500,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_SSD_07.csv,B_neural|SSD|07,HIGH,Series 31-35 of 50 for SSD. Resume key lets P5 skip completed batches on restart.
B017,B_neural,SSD,5,3,15,4500,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_SSD_08.csv,B_neural|SSD|08,HIGH,Series 36-40 of 50 for SSD. Resume key lets P5 skip completed batches on restart.
B018,B_neural,SSD,5,3,15,4500,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_SSD_09.csv,B_neural|SSD|09,HIGH,Series 41-45 of 50 for SSD. Resume key lets P5 skip completed batches on restart.
B019,B_neural,SSD,5,3,15,4500,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_SSD_10.csv,B_neural|SSD|10,HIGH,Series 46-50 of 50 for SSD. Resume key lets P5 skip completed batches on restart.
B020,B_neural,CPU,5,3,15,4500,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_CPU_01.csv,B_neural|CPU|01,HIGH,Series 1-5 of 20 for CPU. Resume key lets P5 skip completed batches on restart.
B021,B_neural,CPU,5,3,15,4320,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_CPU_02.csv,B_neural|CPU|02,HIGH,Series 6-10 of 20 for CPU. Resume key lets P5 skip completed batches on restart.
B022,B_neural,CPU,5,3,15,4500,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_CPU_03.csv,B_neural|CPU|03,HIGH,Series 11-15 of 20 for CPU. Resume key lets P5 skip completed batches on restart.
B023,B_neural,CPU,5,3,15,4320,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_CPU_04.csv,B_neural|CPU|04,HIGH,Series 16-20 of 20 for CPU. Resume key lets P5 skip completed batches on restart.
B024,B_neural,IOPS,5,3,15,2340,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_IOPS_01.csv,B_neural|IOPS|01,HIGH,Series 1-5 of 20 for IOPS. Resume key lets P5 skip completed batches on restart.
B025,B_neural,IOPS,5,3,15,2340,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_IOPS_02.csv,B_neural|IOPS|02,HIGH,Series 6-10 of 20 for IOPS. Resume key lets P5 skip completed batches on restart.
B026,B_neural,IOPS,5,3,15,2340,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_IOPS_03.csv,B_neural|IOPS|03,HIGH,Series 11-15 of 20 for IOPS. Resume key lets P5 skip completed batches on restart.
B027,B_neural,IOPS,5,3,15,2340,V6/data/model_runs/v6_24_p5_work/checkpoints/B_neural_IOPS_04.csv,B_neural|IOPS|04,HIGH,Series 16-20 of 20 for IOPS. Resume key lets P5 skip completed batches on restart.
