metric,series_id,min_actual_date,max_actual_date,observation_count,calendar_span_days,missing_calendar_days,proposed_burn_in_count,burn_in_side,sampled_origin_count,first_origin_date,last_origin_date,valid_origin_count,first_backtest_target_date,last_backtest_target_date,target_date_count,newest_observation_preserved,in_p5_workload,rule,notes
CPU,CPU__Failover__Region__CAN-Go-Local,2022-01-04,2023-07-20,562,563,1,63,OLDEST_ONLY,11,2022-03-09,2023-06-20,10,2022-04-26,2023-07-20,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 63 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
CPU,CPU__Failover__Region__CHE-Go-Local,2022-01-04,2023-07-20,562,563,1,63,OLDEST_ONLY,11,2022-03-09,2023-06-20,10,2022-04-26,2023-07-20,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 63 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
CPU,CPU__Failover__Region__CHN-Gallatin,2022-01-04,2023-07-20,556,563,7,61,OLDEST_ONLY,11,2022-03-09,2023-06-20,8,2022-04-26,2023-06-03,240,FALSE,TRUE,LEFT_BURN_IN_ONLY_LAST_WINDOW_GAPPY,"8 of 11 sampled origins valid. Burn-in consumes the 61 OLDEST observations only. Last valid target 2023-06-03 falls short of the series max 2023-07-20 because the final 30-day window is not daily-contiguous. This is a GAP effect, not tail trimming."
CPU,CPU__Failover__Region__DEU-Go-Local,2022-01-04,2023-07-20,562,563,1,63,OLDEST_ONLY,11,2022-03-09,2023-06-20,10,2022-04-26,2023-07-20,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 63 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
CPU,CPU__Failover__Region__EUR-MSIT,2022-01-04,2023-07-20,562,563,1,63,OLDEST_ONLY,11,2022-03-09,2023-06-20,10,2022-04-26,2023-07-20,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 63 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
CPU,CPU__Failover__Region__FRA-Go-Local,2022-01-04,2023-07-20,562,563,1,63,OLDEST_ONLY,11,2022-03-09,2023-06-20,10,2022-04-26,2023-07-20,300,TRUE,TRUE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,10 of 11 sampled origins valid. Burn-in consumes the 63 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__Basilisk__NA__Forest__apcp150,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Forest__chnpr01,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Forest__eurp180,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Forest__eurprd07,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Forest__jpnprd01,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Forest__namp113,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Forest__namp157,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Forest__namp222,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Forest__namprd15,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Region__GBR-Go-Local,2026-03-10,2026-05-23,75,75,0,64,OLDEST_ONLY,0,2026-05-13,2026-04-23,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 75 days with 75 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Region__ITA-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Region__are-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Region__chl-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Region__fra-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Region__kor-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Region__nam-ITAR-GCCH,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__Basilisk__NA__Region__nzl-Go-Local,2026-03-08,2026-05-25,79,79,0,64,OLDEST_ONLY,0,2026-05-11,2026-04-25,0,NONE,NONE,0,FALSE,FALSE,SERIES_TOO_SHORT_OR_TOO_GAPPY_AFTER_BURN_IN,No valid origin among the 0 sampled. Span 79 days with 79 observations (0 missing calendar days). A valid origin needs 65 training rows and a daily-contiguous 30-day test window.
HDD,HDD__EDB__Consumer__Forest__CANPRD01,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Forest__EURP179,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Forest__EURP309,2025-12-21,2026-07-19,211,211,0,64,OLDEST_ONLY,11,2026-02-23,2026-06-19,11,2026-02-24,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Forest__EURPRD07,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Forest__JPNPRD01,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Forest__NAMP115,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Forest__NAMP159,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Forest__NAMP283,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Forest__NAMPRD16,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Region__APC-MSIT,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-18,11,2025-12-20,2026-07-18,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Region__CAN-Go-Local,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-18,11,2025-12-20,2026-07-18,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Region__EUR-Dedicated,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-18,11,2025-12-20,2026-07-18,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Region__IDN-Go-Local,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-18,11,2025-12-20,2026-07-18,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Region__LAM-Multitenant,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-18,11,2025-12-20,2026-07-18,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Region__NAM-ITAR-DoD,2025-10-16,2026-04-26,193,193,0,64,OLDEST_ONLY,11,2025-12-19,2026-03-27,11,2025-12-20,2026-04-26,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Region__NAM-MSIT,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-18,11,2025-12-20,2026-07-18,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Consumer__Region__POL-Go-Local,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-18,11,2025-12-20,2026-07-18,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Forest__CHNPR01,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Forest__EURP192,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Forest__EURP309,2025-12-21,2026-07-19,211,211,0,64,OLDEST_ONLY,11,2026-02-23,2026-06-19,11,2026-02-24,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Forest__GBRP265,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Forest__NAMP103,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Forest__NAMP134,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Forest__NAMP220,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Forest__NAMPRD14,2025-10-16,2026-07-19,277,277,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-19,11,2025-12-20,2026-07-19,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Region__APC-MSIT,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,11,2025-07-06,2026-03-28,11,2025-07-07,2026-04-27,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Region__CAN-Go-Local,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,11,2025-07-06,2026-03-28,11,2025-07-07,2026-04-27,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Region__CHL-Go-Local,2025-10-16,2026-07-18,276,276,0,64,OLDEST_ONLY,11,2025-12-19,2026-06-18,11,2025-12-20,2026-07-18,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Region__EUR-Go-Local,2025-12-21,2026-07-18,210,210,0,64,OLDEST_ONLY,11,2026-02-23,2026-06-18,11,2026-02-24,2026-07-18,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Region__EUR-Multitenant,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,11,2025-07-06,2026-03-28,11,2025-07-07,2026-04-27,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Region__ITA-Go-Local,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,11,2025-07-06,2026-03-28,11,2025-07-07,2026-04-27,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Region__NAM-Dedicated,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,11,2025-07-06,2026-03-28,11,2025-07-07,2026-04-27,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
HDD,HDD__EDB__Enterprise__Region__NAM-SDF,2025-05-03,2026-04-27,360,360,0,64,OLDEST_ONLY,11,2025-07-06,2026-03-28,11,2025-07-07,2026-04-27,330,TRUE,FALSE,LEFT_BURN_IN_ONLY_NEWEST_PRESERVED,11 of 11 sampled origins valid. Burn-in consumes the 64 OLDEST observations only. Last target equals the series max date: no newest observation is discarded.
