batch_id,phase,metric,series_id,model_name,model_family,origins_run,prediction_rows,model_status,runtime_seconds,error_message
SSD_A_01,A,SSD,SSD__Phoenix__Forest__AUTP296,Theta,Challenger,10,300,OK,0.097,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__AUTP296,LightGBM,Challenger,10,300,OK,0.115,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__AUTP296,LinearRegression,Baseline,10,300,OK,0.023,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__AUTP296,XGBoost,Challenger,10,300,OK,0.194,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,FixedGrowth_1_5,Baseline,10,300,OK,0.02,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,FixedGrowth_3,Baseline,10,300,OK,0.019,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,FixedGrowth_4,Baseline,10,300,OK,0.02,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,FixedGrowth_6,Baseline,10,300,OK,0.022,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,ARIMA_Fixed,Baseline,10,300,OK,0.02,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,AutoARIMA,Challenger,10,300,OK,1.578,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,ETS Explicit,Challenger,10,300,OK,0.12,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,ETS_Current,Baseline,10,300,OK,0.021,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,Theta,Challenger,10,300,OK,0.094,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,LightGBM,Challenger,10,300,OK,0.112,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,LinearRegression,Baseline,10,300,OK,0.024,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__BRAP284,XGBoost,Challenger,10,300,OK,0.245,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,FixedGrowth_1_5,Baseline,10,300,OK,0.021,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,FixedGrowth_3,Baseline,10,300,OK,0.019,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,FixedGrowth_4,Baseline,10,300,OK,0.019,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,FixedGrowth_6,Baseline,10,300,OK,0.02,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,ARIMA_Fixed,Baseline,10,300,OK,0.019,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,AutoARIMA,Challenger,10,300,OK,2.655,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,ETS Explicit,Challenger,10,300,OK,0.115,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,ETS_Current,Baseline,10,300,OK,0.02,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,Theta,Challenger,10,300,OK,0.094,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,LightGBM,Challenger,10,300,OK,0.113,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,LinearRegression,Baseline,10,300,OK,0.023,
SSD_A_01,A,SSD,SSD__Phoenix__Forest__CANP288,XGBoost,Challenger,10,300,OK,0.248,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,FixedGrowth_1_5,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,FixedGrowth_3,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,FixedGrowth_4,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,FixedGrowth_6,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,ARIMA_Fixed,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,AutoARIMA,Challenger,10,300,OK,2.571,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,ETS Explicit,Challenger,10,300,OK,0.11,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,ETS_Current,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,Theta,Challenger,10,300,OK,0.096,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,LightGBM,Challenger,10,300,OK,0.116,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,LinearRegression,Baseline,10,300,OK,0.031,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CANPRD01,XGBoost,Challenger,10,300,OK,0.293,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,FixedGrowth_1_5,Baseline,10,300,OK,0.026,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,FixedGrowth_3,Baseline,10,300,OK,0.023,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,FixedGrowth_4,Baseline,10,300,OK,0.023,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,FixedGrowth_6,Baseline,10,300,OK,0.021,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,ARIMA_Fixed,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,AutoARIMA,Challenger,10,300,OK,0.946,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,ETS Explicit,Challenger,10,300,OK,0.108,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,ETS_Current,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,Theta,Challenger,10,300,OK,0.094,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,LightGBM,Challenger,10,300,OK,0.112,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,LinearRegression,Baseline,10,300,OK,0.024,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHEP278,XGBoost,Challenger,10,300,OK,0.239,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,FixedGrowth_1_5,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,FixedGrowth_3,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,FixedGrowth_4,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,FixedGrowth_6,Baseline,10,300,OK,0.018,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,ARIMA_Fixed,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,AutoARIMA,Challenger,10,300,OK,1.438,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,ETS Explicit,Challenger,10,300,OK,0.095,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,ETS_Current,Baseline,10,300,OK,0.025,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,Theta,Challenger,10,300,OK,0.136,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,LightGBM,Challenger,10,300,OK,0.12,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,LinearRegression,Baseline,10,300,OK,0.024,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__CHLP298,XGBoost,Challenger,10,300,OK,0.202,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,FixedGrowth_1_5,Baseline,10,300,OK,0.021,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,FixedGrowth_3,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,FixedGrowth_4,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,FixedGrowth_6,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,ARIMA_Fixed,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,AutoARIMA,Challenger,10,300,OK,1.722,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,ETS Explicit,Challenger,10,300,OK,0.126,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,ETS_Current,Baseline,10,300,OK,0.021,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,Theta,Challenger,10,300,OK,0.103,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,LightGBM,Challenger,10,300,OK,0.114,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,LinearRegression,Baseline,10,300,OK,0.022,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DEUP281,XGBoost,Challenger,10,300,OK,0.249,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,FixedGrowth_1_5,Baseline,10,300,OK,0.032,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,FixedGrowth_3,Baseline,10,300,OK,0.03,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,FixedGrowth_4,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,FixedGrowth_6,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,ARIMA_Fixed,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,AutoARIMA,Challenger,10,300,OK,2.191,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,ETS Explicit,Challenger,10,300,OK,0.092,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,ETS_Current,Baseline,10,300,OK,0.021,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,Theta,Challenger,10,300,OK,0.097,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,LightGBM,Challenger,10,300,OK,0.112,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,LinearRegression,Baseline,10,300,OK,0.022,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__DNKP307,XGBoost,Challenger,10,300,OK,0.156,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,FixedGrowth_1_5,Baseline,10,300,OK,0.021,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,FixedGrowth_3,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,FixedGrowth_4,Baseline,10,300,OK,0.018,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,FixedGrowth_6,Baseline,10,300,OK,0.018,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,ARIMA_Fixed,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,AutoARIMA,Challenger,10,300,OK,1.573,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,ETS Explicit,Challenger,10,300,OK,0.104,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,ETS_Current,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,Theta,Challenger,10,300,OK,0.101,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,LightGBM,Challenger,10,300,OK,0.111,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,LinearRegression,Baseline,10,300,OK,0.022,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__ESPP292,XGBoost,Challenger,10,300,OK,0.218,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,FixedGrowth_1_5,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,FixedGrowth_3,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,FixedGrowth_4,Baseline,10,300,OK,0.018,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,FixedGrowth_6,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,ARIMA_Fixed,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,AutoARIMA,Challenger,10,300,OK,1.955,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,ETS Explicit,Challenger,10,300,OK,0.105,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,ETS_Current,Baseline,10,300,OK,0.021,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,Theta,Challenger,10,300,OK,0.087,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,LightGBM,Challenger,10,300,OK,0.114,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,LinearRegression,Baseline,10,300,OK,0.023,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP107,XGBoost,Challenger,10,300,OK,0.333,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,FixedGrowth_1_5,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,FixedGrowth_3,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,FixedGrowth_4,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,FixedGrowth_6,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,ARIMA_Fixed,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,AutoARIMA,Challenger,10,300,OK,2.342,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,ETS Explicit,Challenger,10,300,OK,0.086,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,ETS_Current,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,Theta,Challenger,10,300,OK,0.098,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,LightGBM,Challenger,10,300,OK,0.114,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,LinearRegression,Baseline,10,300,OK,0.023,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP119,XGBoost,Challenger,10,300,OK,0.156,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,FixedGrowth_1_5,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,FixedGrowth_3,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,FixedGrowth_4,Baseline,10,300,OK,0.018,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,FixedGrowth_6,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,ARIMA_Fixed,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,AutoARIMA,Challenger,10,300,OK,0.613,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,ETS Explicit,Challenger,10,300,OK,0.082,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,ETS_Current,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,Theta,Challenger,10,300,OK,0.096,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,LightGBM,Challenger,10,300,OK,0.109,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,LinearRegression,Baseline,10,300,OK,0.023,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__EURP120,XGBoost,Challenger,10,300,OK,0.232,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__FRAP264,FixedGrowth_1_5,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__FRAP264,FixedGrowth_3,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__FRAP264,FixedGrowth_4,Baseline,10,300,OK,0.019,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__FRAP264,FixedGrowth_6,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__FRAP264,ARIMA_Fixed,Baseline,10,300,OK,0.02,
SSD_A_02,A,SSD,SSD__Phoenix__Forest__FRAP264,AutoARIMA,Challenger,10,300,OK,1.084,
