"file_path","file_name","extension","size_bytes","size_mb","category","stage_or_source","dashboard_feeding_role","evidence_only","contract_only","productive_runtime_input","notes"
"V6/data/processed/forecasts_with_intervals_relative.csv","forecasts_with_intervals_relative.csv","csv","20033057","19.105012","DASHBOARD_PRODUCTIVE_INPUT","data_processed","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/data/processed/forecasts_with_intervals.csv","forecasts_with_intervals.csv","csv","12516890","11.937037","PROCESSED_DATA","data_processed","NONE","FALSE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/data/processed/forecasts.csv","forecasts.csv","csv","8559916","8.163372","DASHBOARD_PRODUCTIVE_INPUT","data_processed","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/data/processed/model_champion_comparison.csv","model_champion_comparison.csv","csv","759","0.000724","DASHBOARD_PRODUCTIVE_INPUT","data_processed","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/data/processed/model_dashboard_summary.csv","model_dashboard_summary.csv","csv","621","0.000592","DASHBOARD_PRODUCTIVE_INPUT","data_processed","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/data/processed/model_evaluation_ranking.csv","model_evaluation_ranking.csv","csv","646","0.000616","DASHBOARD_PRODUCTIVE_INPUT","data_processed","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/data/processed/model_evaluation_summary.csv","model_evaluation_summary.csv","csv","1722","0.001642","DASHBOARD_PRODUCTIVE_INPUT","data_processed","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/data/processed/model_runtime_guardrails.csv","model_runtime_guardrails.csv","csv","639","0.000609","DASHBOARD_PRODUCTIVE_INPUT","data_processed","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/data/processed/model_universe_canonical.csv","model_universe_canonical.csv","csv","2669","0.002545","DASHBOARD_PRODUCTIVE_INPUT","data_processed","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/data/processed/run_metadata_pipeline.csv","run_metadata_pipeline.csv","csv","297","0.000283","PROCESSED_DATA","data_processed","NONE","FALSE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/data/processed/run_metadata.csv","run_metadata.csv","csv","412","0.000393","DASHBOARD_PRODUCTIVE_INPUT","data_processed","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/data/processed/ttl_months_to_live_snapshot.csv","ttl_months_to_live_snapshot.csv","csv","13247","0.012633","DASHBOARD_PRODUCTIVE_INPUT","data_processed","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/data/processed/ttl_supply_demand_timeseries.csv","ttl_supply_demand_timeseries.csv","csv","323211","0.308238","DASHBOARD_PRODUCTIVE_INPUT","data_processed","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/data/storage/r6_phase1.duckdb","r6_phase1.duckdb","duckdb","27013120","25.761719","STORAGE_PRODUCTIVE_DATA","data_storage","FUTURE_UNWIRED_STORAGE_INPUT","FALSE","FALSE","TRUE","Validated R7 storage or metadata; not consumed while scenario_resolver.R remains unwired"
"V6/data/storage/ui_metadata/available_keys.csv","available_keys.csv","csv","48052","0.045826","STORAGE_PRODUCTIVE_DATA","data_storage","FUTURE_UNWIRED_STORAGE_INPUT","FALSE","FALSE","TRUE","Validated R7 storage or metadata; not consumed while scenario_resolver.R remains unwired"
"V6/data/storage/ui_metadata/available_model_types.csv","available_model_types.csv","csv","8227","0.007846","STORAGE_PRODUCTIVE_DATA","data_storage","FUTURE_UNWIRED_STORAGE_INPUT","FALSE","FALSE","TRUE","Validated R7 storage or metadata; not consumed while scenario_resolver.R remains unwired"
"V6/data/storage/ui_metadata/available_scenarios.csv","available_scenarios.csv","csv","599","0.000571","STORAGE_PRODUCTIVE_DATA","data_storage","FUTURE_UNWIRED_STORAGE_INPUT","FALSE","FALSE","TRUE","Validated R7 storage or metadata; not consumed while scenario_resolver.R remains unwired"
"V6/data/storage/ui_metadata/available_versions.csv","available_versions.csv","csv","1136","0.001083","STORAGE_PRODUCTIVE_DATA","data_storage","FUTURE_UNWIRED_STORAGE_INPUT","FALSE","FALSE","TRUE","Validated R7 storage or metadata; not consumed while scenario_resolver.R remains unwired"
"V6/data/storage/ui_metadata/scenario_registry.csv","scenario_registry.csv","csv","5628","0.005367","STORAGE_PRODUCTIVE_DATA","data_storage","FUTURE_UNWIRED_STORAGE_INPUT","FALSE","FALSE","TRUE","Validated R7 storage or metadata; not consumed while scenario_resolver.R remains unwired"
"V6/outputs/dashboard/dashboard_metadata.csv","dashboard_metadata.csv","csv","135","0.000129","EVIDENCE_ARTIFACT","dashboard","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/dashboard/executive_summary.csv","executive_summary.csv","csv","205","0.000196","EVIDENCE_ARTIFACT","dashboard","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/dashboard/horizon_summary.csv","horizon_summary.csv","csv","154","0.000147","EVIDENCE_ARTIFACT","dashboard","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/dashboard/metric_summary.csv","metric_summary.csv","csv","472","0.00045","EVIDENCE_ARTIFACT","dashboard","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/dashboard/top_entities.csv","top_entities.csv","csv","4551","0.00434","EVIDENCE_ARTIFACT","dashboard","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/evaluation/backtest_window_inventory.csv","backtest_window_inventory.csv","csv","3095","0.002952","EVIDENCE_ARTIFACT","evaluation","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/evaluation/evaluation_dataset_metadata.csv","evaluation_dataset_metadata.csv","csv","157","0.00015","EVIDENCE_ARTIFACT","evaluation","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/evaluation/evaluation_dataset.csv","evaluation_dataset.csv","csv","14753409","14.069947","EVIDENCE_ARTIFACT","evaluation","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/evaluation/evaluation_source_inventory.csv","evaluation_source_inventory.csv","csv","1140","0.001087","EVIDENCE_ARTIFACT","evaluation","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/evaluation/evaluation_source_summary.txt","evaluation_source_summary.txt","txt","5591","0.005332","EVIDENCE_ARTIFACT","evaluation","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_0_audit5_finding_resolution/audit5_finding_resolution_report.md","audit5_finding_resolution_report.md","md","917","0.000875","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_0_audit5_finding_resolution/audit5_finding_resolution.csv","audit5_finding_resolution.csv","csv","1303","0.001243","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_0_audit5_finding_resolution/governed_manifest_correction.csv","governed_manifest_correction.csv","csv","452","0.000431","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_1_governance_foundation/governance_6_0_6_1_validation.csv","governance_6_0_6_1_validation.csv","csv","1999","0.001906","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_1_governance_foundation/governance_definitions.csv","governance_definitions.csv","csv","3183","0.003036","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_1_governance_foundation/governance_foundation_report.md","governance_foundation_report.md","md","1849","0.001763","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_1_governance_foundation/governance_status_taxonomy.csv","governance_status_taxonomy.csv","csv","2175","0.002074","CONTRACT_SPEC","governance","NONE","FALSE","TRUE","FALSE","Defines scope behavior schema policy or plan; not runtime data"
"V6/outputs/governance/6_2_decision_rules/decision_action_framework.csv","decision_action_framework.csv","csv","4432","0.004227","CONTRACT_SPEC","governance","NONE","FALSE","TRUE","FALSE","Defines scope behavior schema policy or plan; not runtime data"
"V6/outputs/governance/6_2_decision_rules/decision_rule_traceability.csv","decision_rule_traceability.csv","csv","2249","0.002145","CONTRACT_SPEC","governance","NONE","FALSE","TRUE","FALSE","Defines scope behavior schema policy or plan; not runtime data"
"V6/outputs/governance/6_2_decision_rules/decision_rules_report.md","decision_rules_report.md","md","2540","0.002422","CONTRACT_SPEC","governance","NONE","FALSE","TRUE","FALSE","Defines scope behavior schema policy or plan; not runtime data"
"V6/outputs/governance/6_2_decision_rules/decision_rules_validation.csv","decision_rules_validation.csv","csv","2394","0.002283","CONTRACT_SPEC","governance","NONE","FALSE","TRUE","FALSE","Defines scope behavior schema policy or plan; not runtime data"
"V6/outputs/governance/6_2_decision_rules/governance_recommendations.csv","governance_recommendations.csv","csv","4883","0.004657","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_2_decision_rules/model_recommendation_rules.csv","model_recommendation_rules.csv","csv","2835","0.002704","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_2_decision_rules/risk_to_action_mapping.csv","risk_to_action_mapping.csv","csv","2870","0.002737","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_3_champion_conditions/champion_condition_traceability.csv","champion_condition_traceability.csv","csv","2055","0.00196","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_3_champion_conditions/champion_conditions_protocol.csv","champion_conditions_protocol.csv","csv","2294","0.002188","DASHBOARD_PRODUCTIVE_INPUT","governance","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/outputs/governance/6_3_champion_conditions/champion_conditions_report.md","champion_conditions_report.md","md","2582","0.002462","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_3_champion_conditions/champion_conditions_validation.csv","champion_conditions_validation.csv","csv","2188","0.002087","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_3_champion_conditions/champion_dashboard_display_requirements.csv","champion_dashboard_display_requirements.csv","csv","2415","0.002303","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_3_champion_conditions/champion_dashboard_language.csv","champion_dashboard_language.csv","csv","2879","0.002746","DASHBOARD_PRODUCTIVE_INPUT","governance","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/outputs/governance/6_4_dashboard_contract/dashboard_contract_validation.csv","dashboard_contract_validation.csv","csv","23874","0.022768","CONTRACT_SPEC","governance","NONE","FALSE","TRUE","FALSE","Defines scope behavior schema policy or plan; not runtime data"
"V6/outputs/governance/6_4_dashboard_contract/dashboard_data_binding_contract.csv","dashboard_data_binding_contract.csv","csv","4752","0.004532","CONTRACT_SPEC","governance","NONE","FALSE","TRUE","FALSE","Defines scope behavior schema policy or plan; not runtime data"
"V6/outputs/governance/6_4_dashboard_contract/dashboard_do_dont_rules.csv","dashboard_do_dont_rules.csv","csv","2458","0.002344","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_4_dashboard_contract/dashboard_governance_contract_report.md","dashboard_governance_contract_report.md","md","2714","0.002588","CONTRACT_SPEC","governance","NONE","FALSE","TRUE","FALSE","Defines scope behavior schema policy or plan; not runtime data"
"V6/outputs/governance/6_4_dashboard_contract/dashboard_governance_contract.csv","dashboard_governance_contract.csv","csv","4686","0.004469","CONTRACT_SPEC","governance","NONE","FALSE","TRUE","FALSE","Defines scope behavior schema policy or plan; not runtime data"
"V6/outputs/governance/6_4_dashboard_contract/dashboard_governance_traceability.csv","dashboard_governance_traceability.csv","csv","2541","0.002423","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_4_dashboard_contract/dashboard_required_sections.csv","dashboard_required_sections.csv","csv","4244","0.004047","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_4_dashboard_contract/dashboard_warning_labels.csv","dashboard_warning_labels.csv","csv","1148","0.001095","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_5_governance_closure_pack/governance_artifact_manifest.csv","governance_artifact_manifest.csv","csv","6850","0.006533","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_5_governance_closure_pack/governance_closure_report.md","governance_closure_report.md","md","2297","0.002191","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_5_governance_closure_pack/governance_closure_summary.csv","governance_closure_summary.csv","csv","440","0.00042","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_5_governance_closure_pack/governance_closure_validation.csv","governance_closure_validation.csv","csv","13242","0.012629","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_5_governance_closure_pack/governance_dashboard_handoff_manifest.csv","governance_dashboard_handoff_manifest.csv","csv","3770","0.003595","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_5_governance_closure_pack/governance_executive_summary.md","governance_executive_summary.md","md","584","0.000557","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_5_governance_closure_pack/governance_next_steps.csv","governance_next_steps.csv","csv","1350","0.001287","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_5_governance_closure_pack/governance_register.csv","governance_register.csv","csv","3324","0.00317","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/6_5_governance_closure_pack/governance_stage_status_manifest.csv","governance_stage_status_manifest.csv","csv","1081","0.001031","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/audit_6/_audit_6_independent_verification.py","_audit_6_independent_verification.py","py","9144","0.00872","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/audit_6/audit_6_dashboard_contract_review.csv","audit_6_dashboard_contract_review.csv","csv","2980","0.002842","CONTRACT_SPEC","governance","NONE","FALSE","TRUE","FALSE","Defines scope behavior schema policy or plan; not runtime data"
"V6/outputs/governance/audit_6/audit_6_final_report.md","audit_6_final_report.md","md","9336","0.008904","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/audit_6/audit_6_findings.csv","audit_6_findings.csv","csv","2596","0.002476","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/audit_6/audit_6_governance_review.csv","audit_6_governance_review.csv","csv","2863","0.00273","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/audit_6/audit_6_independent_verification_results.csv","audit_6_independent_verification_results.csv","csv","2235","0.002131","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/audit_6/audit_6_readiness_checklist.csv","audit_6_readiness_checklist.csv","csv","4129","0.003938","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/governance/audit_6/audit_6_summary.csv","audit_6_summary.csv","csv","418","0.000399","DASHBOARD_PRODUCTIVE_INPUT","governance","CURRENT_REGISTERED_SHINY_INPUT","FALSE","FALSE","TRUE","Path is registered in shiny_app/R/data_loader.R and exists in the snapshot"
"V6/outputs/governance/audit_6/audit_6_traceability_review.csv","audit_6_traceability_review.csv","csv","3380","0.003223","EVIDENCE_ARTIFACT","governance","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics_multi/assistant_metric_context.csv","assistant_metric_context.csv","csv","637782","0.608236","EVIDENCE_ARTIFACT","metrics_multi","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics_multi/metric_assistant_evidence_pack.json","metric_assistant_evidence_pack.json","json","20517","0.019567","EVIDENCE_ARTIFACT","metrics_multi","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics_multi/metric_availability_status.csv","metric_availability_status.csv","csv","4888","0.004662","EVIDENCE_ARTIFACT","metrics_multi","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics_multi/metric_computability_status.csv","metric_computability_status.csv","csv","4517","0.004308","EVIDENCE_ARTIFACT","metrics_multi","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics_multi/metric_data_quality_checks.csv","metric_data_quality_checks.csv","csv","9707","0.009257","EVIDENCE_ARTIFACT","metrics_multi","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics_multi/metric_filter_options.csv","metric_filter_options.csv","csv","384401","0.366593","EVIDENCE_ARTIFACT","metrics_multi","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics_multi/metric_registry_resolved.csv","metric_registry_resolved.csv","csv","6096","0.005814","EVIDENCE_ARTIFACT","metrics_multi","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics_multi/metric_source_lineage.csv","metric_source_lineage.csv","csv","4259","0.004062","EVIDENCE_ARTIFACT","metrics_multi","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics_multi/official_metric_rankings.csv","official_metric_rankings.csv","csv","322044","0.307125","EVIDENCE_ARTIFACT","metrics_multi","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics_multi/official_metrics_normalized.csv","official_metrics_normalized.csv","csv","16090429","15.345029","EVIDENCE_ARTIFACT","metrics_multi","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics/baseline_metrics.csv","baseline_metrics.csv","csv","3272723","3.121112","EVIDENCE_ARTIFACT","metrics","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics/baseline_rankings.csv","baseline_rankings.csv","csv","64939","0.061931","EVIDENCE_ARTIFACT","metrics","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics/official_metrics_validation_summary.txt","official_metrics_validation_summary.txt","txt","1689","0.001611","EVIDENCE_ARTIFACT","metrics","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/metrics/official_metrics_validation.csv","official_metrics_validation.csv","csv","2069","0.001973","EVIDENCE_ARTIFACT","metrics","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/model_lab/aggregation_hierarchy/aggregation_by_entity_model.csv","aggregation_by_entity_model.csv","csv","51162","0.048792","EVIDENCE_ARTIFACT","model_lab","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/model_lab/aggregation_hierarchy/aggregation_by_model.csv","aggregation_by_model.csv","csv","1864","0.001778","EVIDENCE_ARTIFACT","model_lab","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/model_lab/aggregation_hierarchy/aggregation_policy.md","aggregation_policy.md","md","1314","0.001253","CONTRACT_SPEC","model_lab","NONE","FALSE","TRUE","FALSE","Defines scope behavior schema policy or plan; not runtime data"
"V6/outputs/model_lab/aggregation_hierarchy/aggregation_summary.csv","aggregation_summary.csv","csv","331","0.000316","EVIDENCE_ARTIFACT","model_lab","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/model_lab/aggregation_hierarchy/canonical_entity_window_scores.csv","canonical_entity_window_scores.csv","csv","496059","0.473079","EVIDENCE_ARTIFACT","model_lab","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/model_lab/audit_3_targeted_recheck/audit_3_targeted_recheck_report.md","audit_3_targeted_recheck_report.md","md","9176","0.008751","EVIDENCE_ARTIFACT","model_lab","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/model_lab/audit_3/audit_3_challenger_readiness_report.md","audit_3_challenger_readiness_report.md","md","16531","0.015765","EVIDENCE_ARTIFACT","model_lab","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/model_lab/audit_4/_audit_4_independent_verification.py","_audit_4_independent_verification.py","py","9012","0.008595","EVIDENCE_ARTIFACT","model_lab","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/model_lab/audit_4/audit_4_findings.csv","audit_4_findings.csv","csv","7341","0.007001","EVIDENCE_ARTIFACT","model_lab","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/model_lab/audit_4/audit_4_official_challenger_results_readiness_report.md","audit_4_official_challenger_results_readiness_report.md","md","15114","0.014414","EVIDENCE_ARTIFACT","model_lab","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
"V6/outputs/model_lab/audit_4/audit_4_readiness_checklist.csv","audit_4_readiness_checklist.csv","csv","9835","0.009379","EVIDENCE_ARTIFACT","model_lab","NONE","TRUE","FALSE","FALSE","Historical validation report log backup script or other non-runtime evidence"
