cohort_id,series_id,metric,db_type,scenario,segment,granularity,key,route_path,model_name,model_family,target_date,prediction_date,train_start_date,train_end_date,horizon_steps,actual_value,predicted_value,backtest_type,burn_in_count,source_actuals_artifact,model_run_id,source_generation_status,model_status,runtime_seconds,caveat
V6_24_MVP_0101,CPU__Consumed__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Consumed|Region,LinearRegression,Baseline,2022-04-26,2022-04-26,2022-01-04,2022-04-25,1,453884.4387624,454980.91203088965,D2_SPARSE_OBSERVED_BACKTEST,63,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.026,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0101,CPU__Consumed__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Consumed|Region,NLIN-DLIN_FIXED,Neural,2022-04-26,2022-04-26,2022-01-04,2022-04-25,1,453884.4387624,453430.83000440133,D2_SPARSE_OBSERVED_BACKTEST,63,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.025,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0101,CPU__Consumed__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Consumed|Region,SMLP-TCN,Neural,2022-04-26,2022-04-26,2022-01-04,2022-04-25,1,453884.4387624,470759.72063962946,D2_SPARSE_OBSERVED_BACKTEST,63,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.02,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0101,CPU__Consumed__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Consumed|Region,Theta,Challenger,2022-04-26,2022-04-26,2022-01-04,2022-04-25,1,453884.4387624,451619.96743153065,D2_SPARSE_OBSERVED_BACKTEST,63,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.101,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0101,CPU__Consumed__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Consumed|Region,XGBoost,Challenger,2022-04-26,2022-04-26,2022-01-04,2022-04-25,1,453884.4387624,437453.625,D2_SPARSE_OBSERVED_BACKTEST,63,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.515,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,ARIMA_Fixed,Baseline,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,AutoARIMA,Challenger,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,ETS Explicit,Challenger,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,ETS_Current,Baseline,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,FNAR-V2,Neural,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.01053887600553362,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,FixedGrowth_1_5,Baseline,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,FixedGrowth_3,Baseline,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,FixedGrowth_4,Baseline,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,FixedGrowth_6,Baseline,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,LightGBM,Challenger,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,LinearRegression,Baseline,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,NLIN-DLIN_FIXED,Neural,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,SMLP-TCN,Neural,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,Theta,Challenger,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0001,HDD__Basilisk__NA__Forest__apcp150,HDD,Basilisk,NOT_APPLICABLE,NOT_APPLICABLE,Forest,apcp150,HDD|Organic|Basilisk|Forest,XGBoost,Challenger,2026-03-08,2026-03-08,,2026-03-07,1,0.0,0.0,REUSED_LEGACY_BACKTEST,-1,outputs/v6_17_full_multimetric_productive_artifact_generation/forecast_viewer_model_outputs_v2_full.parquet,V6_17_NON_NEURAL,REUSED_HDD_EXISTING_ARTIFACT,OK,0.0,"Reused from the local v6_17 artifact, not recomputed in P5. Lineage: R6P1-20260812T100822. train_start_date and burn_in_count are NOT_PRESENT_IN_SOURCE."
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,ARIMA_Fixed,Baseline,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,13937047.2,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.024,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,AutoARIMA,Challenger,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,13896766.7,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,1.66,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,ETS Explicit,Challenger,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,13918821.52510422,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.241,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,ETS_Current,Baseline,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,13995414.72746517,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.026,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,FNAR-V2,Neural,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,12531300.368335495,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,1.319,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,FixedGrowth_1_5,Baseline,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,13903715.083349999,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.022,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,FixedGrowth_3,Baseline,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,13910663.466699999,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.022,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,FixedGrowth_4,Baseline,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,13915295.722266667,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.022,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,FixedGrowth_6,Baseline,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,13924560.233399998,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.022,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,LightGBM,Challenger,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,13320817.631691225,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.287,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,LinearRegression,Baseline,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,12418182.190848058,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.035,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,NLIN-DLIN_FIXED,Neural,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,13700275.99984365,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.044,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0121,IOPS__Consumed__Region__APC-Multitenant,IOPS,NOT_APPLICABLE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,IOPS|Organic|Consumed|Region,SMLP-TCN,Neural,2020-08-27,2020-08-27,2020-06-23,2020-08-26,1,14180475.6,10535382.940517025,D2_SPARSE_OBSERVED_BACKTEST,64,processed/v6_24_mvp_cohort/actuals_normalized.parquet,P5_FULL_20260823T211818,GENERATED_P5,OK,0.028,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
