entity_key,resource,scenario,granularity,actual_date,value,data_source
APC-Dedicated,HDD,Enterprise,Region,2025-01-27,2080.6955560920546,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-02-03,2045.3438092982462,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-02-10,1857.3258229981618,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-02-17,2058.704492160457,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-02-24,2019.469071908865,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-03-03,2054.0232805169585,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-03-10,2079.0459975162953,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-03-17,2129.92222651883,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-03-24,2000.17941155049,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-03-31,2125.4327153450763,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-04-07,2066.826637989658,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-04-14,2110.6905857604265,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-04-21,2104.1862758336206,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-04-28,2092.6338257492484,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-05-05,1984.922923797058,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-05-12,2044.2083356117287,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-05-19,2088.8187034903676,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-05-26,1992.4981857760354,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-06-02,2018.4688169067276,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-06-09,2088.370221278923,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-06-16,2100.623381292249,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-06-23,2082.5925681446693,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-06-30,2000.1251780181203,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-07-07,1987.6213381237703,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-07-14,2149.4592736796744,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-07-21,2072.77575094547,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-07-28,2063.0316540933118,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-08-04,2050.819540355228,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-08-11,1985.2236125935917,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-08-18,2097.526021020617,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-08-25,2047.0009173295098,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-09-01,2049.835544505748,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-09-08,2119.582201122384,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-09-15,2113.412097823217,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-09-22,2149.4469527553815,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-09-29,2034.5069331278673,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-10-06,2104.9893161054015,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-10-13,2151.6175140797227,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-10-20,1997.284404781362,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-10-27,2013.4769237260862,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-11-03,1997.367926376858,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-11-10,1977.739984110133,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-11-17,2073.962419830574,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-11-24,2110.2724863005546,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-12-01,2145.026000542776,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-12-08,2136.062225837,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-12-15,2009.5088006535404,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-12-22,2187.515218888012,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2025-12-29,2031.8261628748069,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-01-05,2080.5815795293292,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-01-12,2048.452322851581,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-01-19,2067.8346047405203,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-01-26,2087.8926175334873,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-02-02,2084.3141894069754,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-02-09,2076.0446129147326,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-02-16,2085.0660766111873,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-02-23,2048.769898478318,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-03-02,2048.3072291896315,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-03-09,1976.8099308957867,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-03-16,2057.335471047649,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-03-23,2049.9083391047916,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-03-30,2251.4606627612043,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-04-06,1998.235221290064,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-04-13,2092.6717367723118,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-04-20,1991.3937202312618,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-04-27,1993.5339120887986,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-05-04,2094.0599333127243,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-05-11,2024.5783722592425,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-05-18,2087.585531920981,SubstrateBE_M2CP_Demand_History
APC-Dedicated,HDD,Enterprise,Region,2026-05-25,2061.590786757343,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-01-01,736.1923888548863,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-01-08,704.7292357803401,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-01-15,723.0268007334528,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-01-22,754.9530363027138,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-01-29,764.0043792727375,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-02-05,740.4034954650166,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-02-12,751.820561785696,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-02-19,777.4592885565044,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-02-26,784.9280733319962,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-03-04,727.955443609437,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-03-11,750.3839866447156,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-03-18,780.4925153438492,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-03-25,743.0224512307927,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-04-01,752.7602785980541,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-04-08,752.3031367732968,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-04-15,734.4620257350679,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-04-22,744.7906232918044,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-04-29,754.4986345662913,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-05-06,746.0907048184189,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-05-13,781.0198775942627,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-05-20,745.1709029809458,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-05-27,746.5570356461163,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-06-03,772.5110991813528,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-06-10,733.0073368203082,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-06-17,756.3784585173903,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-06-24,722.3449987455647,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-07-01,784.4533374866368,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-07-08,751.9964461300754,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-07-15,747.8809662941193,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-07-22,730.6446759501172,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-07-29,758.9631741399022,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-08-05,741.2133784382312,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-08-12,747.5935480211218,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-08-19,789.4213621896691,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-08-26,756.3630719361774,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-09-02,736.215753666741,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-09-09,764.7071822453928,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-09-16,753.0041218218762,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-09-23,775.0765828518648,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-09-30,794.6446136451945,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-10-07,739.5120401696884,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-10-14,772.9194853062501,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-10-21,764.7699156934585,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-10-28,783.6382304402501,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-11-04,758.1806162172575,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-11-11,782.9206819761421,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-11-18,724.0602215618114,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-11-25,803.1096890138615,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-12-02,784.5155779854362,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-12-09,761.5258612929294,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-12-16,732.0275048283378,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-12-23,780.3728085748587,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2024-12-30,777.0158299132335,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-01-06,766.0765082269454,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-01-13,770.0149128480533,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-01-20,753.4040283100105,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-01-27,775.6392028406673,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-02-03,774.2451694448986,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-02-10,761.3388156423933,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-02-17,737.2909513686631,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-02-24,784.5447598218129,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-03-03,781.4819480051489,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-03-10,749.7181354633891,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-03-17,732.5200119588199,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-03-24,774.3655692580387,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-03-31,761.9731408333595,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-04-07,776.0922963944402,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-04-14,740.6526649344041,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-04-21,748.6952066754277,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-04-28,796.3087196346506,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-05-05,780.8454161010635,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-05-12,785.3913494541673,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-05-19,814.170711521015,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-05-26,775.42031077508625,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-06-02,726.3607036781862,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-06-09,780.8000261764282,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-06-16,800.5474161533858,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-06-23,821.4866165883107,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-06-30,742.025544315238,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-07-07,747.575161496824,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-07-14,758.2190564498965,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-07-21,750.4294980550958,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-07-28,760.2288391537455,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-08-04,771.2470960521225,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-08-11,747.9135674238903,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-08-18,823.618916706165,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-08-25,779.010863614036,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-09-01,774.8537466749943,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-09-08,788.6823403779221,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-09-15,778.3140334441518,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-09-22,774.6733913811802,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-09-29,812.5407456026251,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-10-06,773.3156874477647,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-10-13,748.7118630853046,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-10-20,788.025695178798,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-10-27,771.1087880654565,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-11-03,767.437399793438,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-11-10,754.963794992942,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-11-17,790.2989125732215,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-11-24,776.5116791162429,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-12-01,792.9825849339799,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-12-08,775.7246635246348,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-12-15,766.0935999146246,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-12-22,811.1733486564278,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2025-12-29,775.7873117775143,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-01-05,804.7327086988995,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-01-12,754.5782817465453,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-01-19,772.1615957541754,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-01-26,777.0979624224844,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-02-02,774.5523596685266,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-02-09,815.7854587299615,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-02-16,783.8423422848504,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-02-23,790.4440768977389,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-03-02,762.818506035584,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-03-09,768.1484562204043,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-03-16,809.1697275504747,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-03-23,815.6367525045699,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-03-30,815.7392714500089,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-04-06,754.0178967999483,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-04-13,835.3101464667662,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-04-20,811.2490405130486,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-04-27,786.9202282291699,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-05-04,804.5000528772044,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-05-11,765.2186806724118,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-05-18,762.5762305217696,SubstrateBE_M2CP_Demand_History
APC-Local,HDD,Enterprise,Region,2026-05-25,789.9852048007917,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-01-01,1735.28122374588,SubstrateBE_M2CP_Demand_History
APJ-Dedicated,HDD,Enterprise,Region,2024-01-08,1811.0269055870394,SubstrateBE_M2CP_Demand_History
