timestamp,candidate_id,series_key,window_id,forecast_origin,status,runtime_seconds,message
2026-06-26T08:26:39,FNAR-V2,APC-Multitenant,3,2025-07-01,ok,0.5454,mase=274.460 rmsse=58.758 raw_neg=0
2026-06-26T08:26:39,FNAR-V2,APC-Multitenant,4,2025-07-31,ok,0.5792,mase=907.750 rmsse=192.686 raw_neg=0
2026-06-26T08:26:40,FNAR-V2,APC-Multitenant,5,2025-08-30,ok,0.5563,mase=617.441 rmsse=106.369 raw_neg=0
2026-06-26T08:26:40,FNAR-V2,APC-Multitenant,6,2025-09-29,ok,0.5862,mase=786.982 rmsse=140.912 raw_neg=0
2026-06-26T08:26:41,FNAR-V2,APC-Multitenant,7,2025-10-29,ok,0.5764,mase=366.544 rmsse=64.211 raw_neg=0
2026-06-26T08:26:41,FNAR-V2,APC-Multitenant,8,2025-11-28,ok,0.5784,mase=186.729 rmsse=33.645 raw_neg=0
2026-06-26T08:26:42,FNAR-V2,APC-Multitenant,9,2025-12-28,ok,0.5809,mase=244.768 rmsse=43.810 raw_neg=0
2026-06-26T08:26:43,FNAR-V2,APC-Multitenant,10,2026-01-27,ok,0.6272,mase=81.973 rmsse=16.152 raw_neg=0
2026-06-26T08:26:43,FNAR-V2,APC-Multitenant,11,2026-02-26,ok,0.5596,mase=275.167 rmsse=48.447 raw_neg=0
2026-06-26T08:26:44,FNAR-V2,APC-Multitenant,12,2026-03-28,ok,0.5779,mase=307.545 rmsse=53.728 raw_neg=0
2026-06-26T08:26:44,FNAR-V2,ARE-Go Local,1,2025-05-02,ok,0.5283,mase=246.734 rmsse=37.069 raw_neg=0
2026-06-26T08:26:45,FNAR-V2,ARE-Go Local,2,2025-06-01,ok,0.5019,mase=352.720 rmsse=52.804 raw_neg=0
2026-06-26T08:26:45,FNAR-V2,ARE-Go Local,3,2025-07-01,ok,0.5004,mase=205.209 rmsse=31.947 raw_neg=0
2026-06-26T08:26:46,FNAR-V2,ARE-Go Local,4,2025-07-31,ok,0.5722,mase=204.944 rmsse=32.373 raw_neg=0
2026-06-26T08:26:46,FNAR-V2,ARE-Go Local,5,2025-08-30,ok,0.5604,mase=169.407 rmsse=27.815 raw_neg=0
2026-06-26T08:26:47,FNAR-V2,ARE-Go Local,6,2025-09-29,ok,0.5712,mase=90.341 rmsse=17.333 raw_neg=0
2026-06-26T08:26:47,FNAR-V2,ARE-Go Local,7,2025-10-29,ok,0.3984,mase=296.759 rmsse=50.594 raw_neg=0
2026-06-26T08:26:48,FNAR-V2,ARE-Go Local,8,2025-11-28,ok,0.575,mase=265.281 rmsse=44.836 raw_neg=0
2026-06-26T08:26:49,FNAR-V2,ARE-Go Local,9,2025-12-28,ok,0.5781,mase=272.613 rmsse=46.678 raw_neg=0
2026-06-26T08:26:49,FNAR-V2,ARE-Go Local,10,2026-01-27,ok,0.5639,mase=167.852 rmsse=29.685 raw_neg=0
2026-06-26T08:26:50,FNAR-V2,ARE-Go Local,11,2026-02-26,ok,0.5197,mase=214.083 rmsse=43.552 raw_neg=0
2026-06-26T08:26:50,FNAR-V2,ARE-Go Local,12,2026-03-28,ok,0.5608,mase=599.306 rmsse=108.621 raw_neg=0
2026-06-26T08:26:51,FNAR-V2,AUS-Go Local,1,2025-05-02,ok,0.5216,mase=1299.142 rmsse=182.525 raw_neg=0
2026-06-26T08:26:51,FNAR-V2,AUS-Go Local,2,2025-06-01,ok,0.4682,mase=134.349 rmsse=19.245 raw_neg=0
2026-06-26T08:26:52,FNAR-V2,AUS-Go Local,3,2025-07-01,ok,0.5091,mase=67.120 rmsse=11.022 raw_neg=0
2026-06-26T08:26:52,FNAR-V2,AUS-Go Local,4,2025-07-31,ok,0.5253,mase=212.115 rmsse=41.940 raw_neg=0
2026-06-26T08:26:53,FNAR-V2,AUS-Go Local,5,2025-08-30,ok,0.5256,mase=5352.027 rmsse=385.705 raw_neg=0
2026-06-26T08:26:53,FNAR-V2,AUS-Go Local,6,2025-09-29,ok,0.5116,mase=788301.006 rmsse=77562.118 raw_neg=0
2026-06-26T08:26:54,FNAR-V2,AUS-Go Local,7,2025-10-29,ok,0.5042,mase=27.590 rmsse=2.068 raw_neg=0
2026-06-26T08:26:54,FNAR-V2,AUS-Go Local,8,2025-11-28,ok,0.539,mase=13.712 rmsse=1.121 raw_neg=0
2026-06-26T08:26:55,FNAR-V2,AUS-Go Local,9,2025-12-28,ok,0.4961,mase=22.355 rmsse=1.877 raw_neg=0
2026-06-26T08:26:55,FNAR-V2,AUS-Go Local,10,2026-01-27,ok,0.5672,mase=21.326 rmsse=1.785 raw_neg=0
2026-06-26T08:26:56,FNAR-V2,AUS-Go Local,11,2026-02-26,ok,0.5596,mase=11.138 rmsse=0.934 raw_neg=0
2026-06-26T08:26:57,FNAR-V2,AUS-Go Local,12,2026-03-28,ok,0.5797,mase=8.725 rmsse=0.803 raw_neg=0
2026-06-26T08:26:57,FNAR-V2,BRA-Go Local,1,2025-05-02,ok,0.4077,mase=55.812 rmsse=15.837 raw_neg=0
2026-06-26T08:26:57,FNAR-V2,BRA-Go Local,2,2025-06-01,ok,0.4492,mase=97.623 rmsse=26.520 raw_neg=0
2026-06-26T08:26:58,FNAR-V2,BRA-Go Local,3,2025-07-01,ok,0.4213,mase=91.300 rmsse=25.215 raw_neg=0
2026-06-26T08:26:58,FNAR-V2,BRA-Go Local,4,2025-07-31,ok,0.395,mase=68.818 rmsse=19.525 raw_neg=0
2026-06-26T08:26:59,FNAR-V2,BRA-Go Local,5,2025-08-30,ok,0.4258,mase=65.185 rmsse=18.926 raw_neg=0
2026-06-26T08:26:59,FNAR-V2,BRA-Go Local,6,2025-09-29,ok,0.3928,mase=71.201 rmsse=20.708 raw_neg=0
2026-06-26T08:27:00,FNAR-V2,BRA-Go Local,7,2025-10-29,ok,0.4807,mase=46.926 rmsse=14.166 raw_neg=0
2026-06-26T08:27:00,FNAR-V2,BRA-Go Local,8,2025-11-28,ok,0.4651,mase=28.228 rmsse=9.179 raw_neg=0
2026-06-26T08:27:00,FNAR-V2,BRA-Go Local,9,2025-12-28,ok,0.4149,mase=19.181 rmsse=6.224 raw_neg=0
2026-06-26T08:27:01,FNAR-V2,BRA-Go Local,10,2026-01-27,ok,0.4858,mase=34.975 rmsse=11.238 raw_neg=0
2026-06-26T08:27:01,FNAR-V2,BRA-Go Local,11,2026-02-26,ok,0.3931,mase=43.853 rmsse=13.944 raw_neg=0
2026-06-26T08:27:02,FNAR-V2,BRA-Go Local,12,2026-03-28,ok,0.5118,mase=56.549 rmsse=17.710 raw_neg=0
2026-06-26T08:27:02,FNAR-V2,CAN-Go Local,1,2025-05-02,ok,0.5286,mase=572.412 rmsse=132.337 raw_neg=0
2026-06-26T08:27:03,FNAR-V2,CAN-Go Local,2,2025-06-01,ok,0.499,mase=332.670 rmsse=78.403 raw_neg=0
2026-06-26T08:27:03,FNAR-V2,CAN-Go Local,3,2025-07-01,ok,0.5106,mase=274.221 rmsse=65.570 raw_neg=0
2026-06-26T08:27:04,FNAR-V2,CAN-Go Local,4,2025-07-31,ok,0.5455,mase=301.335 rmsse=72.070 raw_neg=0
2026-06-26T08:27:04,FNAR-V2,CAN-Go Local,5,2025-08-30,ok,0.5251,mase=275.198 rmsse=59.335 raw_neg=0
2026-06-26T08:27:05,FNAR-V2,CAN-Go Local,6,2025-09-29,ok,0.5235,mase=346.711 rmsse=77.505 raw_neg=0
2026-06-26T08:27:06,FNAR-V2,CAN-Go Local,7,2025-10-29,ok,0.5525,mase=268.147 rmsse=59.289 raw_neg=0
2026-06-26T08:27:06,FNAR-V2,CAN-Go Local,8,2025-11-28,ok,0.5568,mase=172.444 rmsse=39.257 raw_neg=0
2026-06-26T08:27:07,FNAR-V2,CAN-Go Local,9,2025-12-28,ok,0.5531,mase=102.460 rmsse=24.250 raw_neg=0
2026-06-26T08:27:07,FNAR-V2,CAN-Go Local,10,2026-01-27,ok,0.5158,mase=68.944 rmsse=17.390 raw_neg=0
2026-06-26T08:27:08,FNAR-V2,CAN-Go Local,11,2026-02-26,ok,0.5667,mase=198.389 rmsse=46.136 raw_neg=0
2026-06-26T08:27:08,FNAR-V2,CAN-Go Local,12,2026-03-28,ok,0.5748,mase=438.137 rmsse=101.302 raw_neg=0
2026-06-26T08:27:09,FNAR-V2,CHE-Go Local,1,2025-05-02,ok,0.3944,mase=211.359 rmsse=36.070 raw_neg=0
2026-06-26T08:27:09,FNAR-V2,CHE-Go Local,2,2025-06-01,ok,0.3603,mase=26.930 rmsse=5.807 raw_neg=0
2026-06-26T08:27:09,FNAR-V2,CHE-Go Local,3,2025-07-01,ok,0.338,mase=285.801 rmsse=49.003 raw_neg=0
2026-06-26T08:27:10,FNAR-V2,CHE-Go Local,4,2025-07-31,ok,0.2999,mase=97.592 rmsse=20.086 raw_neg=0
2026-06-26T08:27:10,FNAR-V2,CHE-Go Local,5,2025-08-30,ok,0.2877,mase=83.347 rmsse=19.452 raw_neg=0
2026-06-26T08:27:11,FNAR-V2,CHE-Go Local,6,2025-09-29,ok,0.51,mase=58.301 rmsse=11.379 raw_neg=0
2026-06-26T08:27:11,FNAR-V2,CHE-Go Local,7,2025-10-29,ok,0.4259,mase=592.978 rmsse=106.789 raw_neg=0
2026-06-26T08:27:11,FNAR-V2,CHE-Go Local,8,2025-11-28,ok,0.5015,mase=72.461 rmsse=15.730 raw_neg=0
2026-06-26T08:27:12,FNAR-V2,CHE-Go Local,9,2025-12-28,ok,0.2949,mase=144.422 rmsse=36.191 raw_neg=0
2026-06-26T08:27:12,FNAR-V2,CHE-Go Local,10,2026-01-27,ok,0.3721,mase=105.061 rmsse=23.060 raw_neg=0
2026-06-26T08:27:12,FNAR-V2,CHE-Go Local,11,2026-02-26,ok,0.3628,mase=51.423 rmsse=12.758 raw_neg=0
2026-06-26T08:27:13,FNAR-V2,CHE-Go Local,12,2026-03-28,ok,0.402,mase=117.144 rmsse=25.783 raw_neg=0
2026-06-26T08:27:13,FNAR-V2,DEU-Go Local,1,2025-05-02,ok,0.3252,mase=33.585 rmsse=8.255 raw_neg=0
2026-06-26T08:27:14,FNAR-V2,DEU-Go Local,2,2025-06-01,ok,0.3432,mase=18.657 rmsse=5.455 raw_neg=0
2026-06-26T08:27:14,FNAR-V2,DEU-Go Local,3,2025-07-01,ok,0.3603,mase=28.314 rmsse=7.582 raw_neg=0
2026-06-26T08:27:14,FNAR-V2,DEU-Go Local,4,2025-07-31,ok,0.3533,mase=29.805 rmsse=9.506 raw_neg=0
2026-06-26T08:27:15,FNAR-V2,DEU-Go Local,5,2025-08-30,ok,0.4254,mase=25.876 rmsse=7.372 raw_neg=0
2026-06-26T08:27:15,FNAR-V2,DEU-Go Local,6,2025-09-29,ok,0.3904,mase=53.048 rmsse=12.361 raw_neg=0
2026-06-26T08:27:16,FNAR-V2,DEU-Go Local,7,2025-10-29,ok,0.4051,mase=52.282 rmsse=13.213 raw_neg=0
2026-06-26T08:27:16,FNAR-V2,DEU-Go Local,8,2025-11-28,ok,0.3668,mase=28.841 rmsse=8.283 raw_neg=0
2026-06-26T08:27:16,FNAR-V2,DEU-Go Local,9,2025-12-28,ok,0.3912,mase=41.319 rmsse=10.699 raw_neg=0
2026-06-26T08:27:17,FNAR-V2,DEU-Go Local,10,2026-01-27,ok,0.4883,mase=24.666 rmsse=6.923 raw_neg=0
2026-06-26T08:27:17,FNAR-V2,DEU-Go Local,11,2026-02-26,ok,0.4145,mase=27.169 rmsse=7.443 raw_neg=0
2026-06-26T08:27:18,FNAR-V2,DEU-Go Local,12,2026-03-28,ok,0.4299,mase=30.680 rmsse=9.038 raw_neg=0
2026-06-26T08:27:18,FNAR-V2,ESP-Go Local,1,2025-05-02,ok,0.1632,mase=150.282 rmsse=83.139 raw_neg=0
2026-06-26T08:27:18,FNAR-V2,ESP-Go Local,2,2025-06-01,ok,0.1846,mase=666.353 rmsse=217.761 raw_neg=0
2026-06-26T08:27:18,FNAR-V2,ESP-Go Local,3,2025-07-01,ok,0.172,mase=188.926 rmsse=77.151 raw_neg=0
2026-06-26T08:27:18,FNAR-V2,ESP-Go Local,4,2025-07-31,ok,0.1656,mase=158.211 rmsse=74.323 raw_neg=0
2026-06-26T08:27:18,FNAR-V2,ESP-Go Local,5,2025-08-30,ok,0.1713,mase=127.857 rmsse=50.593 raw_neg=0
2026-06-26T08:27:19,FNAR-V2,ESP-Go Local,6,2025-09-29,ok,0.203,mase=731.302 rmsse=236.699 raw_neg=0
2026-06-26T08:27:19,FNAR-V2,ESP-Go Local,7,2025-10-29,ok,0.1859,mase=159.871 rmsse=62.602 raw_neg=0
2026-06-26T08:27:19,FNAR-V2,ESP-Go Local,8,2025-11-28,ok,0.1797,mase=78.972 rmsse=30.085 raw_neg=0
2026-06-26T08:27:19,FNAR-V2,ESP-Go Local,9,2025-12-28,ok,0.1735,mase=43.310 rmsse=15.504 raw_neg=0
2026-06-26T08:27:19,FNAR-V2,ESP-Go Local,10,2026-01-27,ok,0.185,mase=41.037 rmsse=14.482 raw_neg=0
2026-06-26T08:27:20,FNAR-V2,ESP-Go Local,11,2026-02-26,ok,0.1784,mase=41.020 rmsse=14.500 raw_neg=0
2026-06-26T08:27:20,FNAR-V2,ESP-Go Local,12,2026-03-28,ok,0.1681,mase=30.255 rmsse=10.735 raw_neg=0
2026-06-26T08:27:20,FNAR-V2,EUR-Dedicated,1,2025-05-02,ok,0.5061,mase=56.318 rmsse=20.422 raw_neg=0
2026-06-26T08:27:21,FNAR-V2,EUR-Dedicated,2,2025-06-01,ok,0.4783,mase=191.931 rmsse=62.747 raw_neg=0
2026-06-26T08:27:21,FNAR-V2,EUR-Dedicated,3,2025-07-01,ok,0.4738,mase=132.555 rmsse=50.749 raw_neg=0
2026-06-26T08:27:22,FNAR-V2,EUR-Dedicated,4,2025-07-31,ok,0.4844,mase=177.440 rmsse=57.883 raw_neg=0
2026-06-26T08:27:22,FNAR-V2,EUR-Dedicated,5,2025-08-30,ok,0.5469,mase=61.471 rmsse=24.238 raw_neg=0
2026-06-26T08:27:23,FNAR-V2,EUR-Dedicated,6,2025-09-29,ok,0.5587,mase=250.262 rmsse=78.075 raw_neg=0
2026-06-26T08:27:23,FNAR-V2,EUR-Dedicated,7,2025-10-29,ok,0.5446,mase=19.085 rmsse=6.784 raw_neg=0
2026-06-26T08:27:24,FNAR-V2,EUR-Dedicated,8,2025-11-28,ok,0.515,mase=17.323 rmsse=5.863 raw_neg=0
2026-06-26T08:27:24,FNAR-V2,EUR-Dedicated,9,2025-12-28,ok,0.5684,mase=28.203 rmsse=10.031 raw_neg=0
2026-06-26T08:27:25,FNAR-V2,EUR-Dedicated,10,2026-01-27,ok,0.5665,mase=20.227 rmsse=7.446 raw_neg=0
2026-06-26T08:27:26,FNAR-V2,EUR-Dedicated,11,2026-02-26,ok,0.5493,mase=25.028 rmsse=9.475 raw_neg=0
2026-06-26T08:27:26,FNAR-V2,EUR-Dedicated,12,2026-03-28,ok,0.5494,mase=23.916 rmsse=8.853 raw_neg=0
2026-06-26T08:27:27,FNAR-V2,EUR-MSIT,1,2025-05-02,ok,0.5205,mase=6.566 rmsse=1.330 raw_neg=0
2026-06-26T08:27:27,FNAR-V2,EUR-MSIT,2,2025-06-01,ok,0.5177,mase=4.797 rmsse=1.014 raw_neg=0
2026-06-26T08:27:28,FNAR-V2,EUR-MSIT,3,2025-07-01,ok,0.4589,mase=5.760 rmsse=1.094 raw_neg=0
2026-06-26T08:27:28,FNAR-V2,EUR-MSIT,4,2025-07-31,ok,0.5424,mase=7.041 rmsse=1.330 raw_neg=0
2026-06-26T08:27:29,FNAR-V2,EUR-MSIT,5,2025-08-30,ok,0.5267,mase=6.557 rmsse=1.281 raw_neg=0
2026-06-26T08:27:29,FNAR-V2,EUR-MSIT,6,2025-09-29,ok,0.5227,mase=5.843 rmsse=1.133 raw_neg=0
2026-06-26T08:27:30,FNAR-V2,EUR-MSIT,7,2025-10-29,ok,0.5142,mase=4.321 rmsse=0.903 raw_neg=0
2026-06-26T08:27:30,FNAR-V2,EUR-MSIT,8,2025-11-28,ok,0.5323,mase=4.584 rmsse=0.907 raw_neg=0
2026-06-26T08:27:31,FNAR-V2,EUR-MSIT,9,2025-12-28,ok,0.5726,mase=3.445 rmsse=0.766 raw_neg=0
2026-06-26T08:27:31,FNAR-V2,EUR-MSIT,10,2026-01-27,ok,0.5179,mase=5.062 rmsse=0.965 raw_neg=0
2026-06-26T08:27:32,FNAR-V2,EUR-MSIT,11,2026-02-26,ok,0.5417,mase=4.506 rmsse=0.881 raw_neg=0
2026-06-26T08:27:32,FNAR-V2,EUR-MSIT,12,2026-03-28,ok,0.5423,mase=4.152 rmsse=0.774 raw_neg=0
2026-06-26T08:27:33,FNAR-V2,EUR-Multitenant,1,2025-05-02,ok,0.5066,mase=350.360 rmsse=83.018 raw_neg=0
2026-06-26T08:27:33,FNAR-V2,EUR-Multitenant,2,2025-06-01,ok,0.4741,mase=322.809 rmsse=76.994 raw_neg=0
2026-06-26T08:27:34,FNAR-V2,EUR-Multitenant,3,2025-07-01,ok,0.5197,mase=238.814 rmsse=59.394 raw_neg=0
2026-06-26T08:27:34,FNAR-V2,EUR-Multitenant,4,2025-07-31,ok,0.5301,mase=994.975 rmsse=244.370 raw_neg=0
2026-06-26T08:27:35,FNAR-V2,EUR-Multitenant,5,2025-08-30,ok,0.5072,mase=1185.297 rmsse=217.940 raw_neg=0
2026-06-26T08:27:36,FNAR-V2,EUR-Multitenant,6,2025-09-29,ok,0.5497,mase=697.734 rmsse=138.751 raw_neg=0
2026-06-26T08:27:36,FNAR-V2,EUR-Multitenant,7,2025-10-29,ok,0.568,mase=3093.532 rmsse=604.883 raw_neg=0
2026-06-26T08:27:37,FNAR-V2,EUR-Multitenant,8,2025-11-28,ok,0.5756,mase=438.978 rmsse=89.590 raw_neg=0
2026-06-26T08:27:37,FNAR-V2,EUR-Multitenant,9,2025-12-28,ok,0.5302,mase=493.536 rmsse=102.946 raw_neg=0
2026-06-26T08:27:38,FNAR-V2,EUR-Multitenant,10,2026-01-27,ok,0.6006,mase=292.295 rmsse=63.341 raw_neg=0
2026-06-26T08:27:38,FNAR-V2,EUR-Multitenant,11,2026-02-26,ok,0.598,mase=81.364 rmsse=20.306 raw_neg=0
2026-06-26T08:27:39,FNAR-V2,EUR-Multitenant,12,2026-03-28,ok,0.5654,mase=172.109 rmsse=39.955 raw_neg=0
2026-06-26T08:27:39,FNAR-V2,FRA-Go Local,1,2025-05-02,ok,0.4862,mase=104.265 rmsse=27.168 raw_neg=0
2026-06-26T08:27:40,FNAR-V2,FRA-Go Local,2,2025-06-01,ok,0.5012,mase=161.242 rmsse=40.683 raw_neg=0
2026-06-26T08:27:41,FNAR-V2,FRA-Go Local,3,2025-07-01,ok,0.5134,mase=24.242 rmsse=7.197 raw_neg=0
2026-06-26T08:27:41,FNAR-V2,FRA-Go Local,4,2025-07-31,ok,0.4806,mase=46.679 rmsse=13.751 raw_neg=0
2026-06-26T08:27:41,FNAR-V2,FRA-Go Local,5,2025-08-30,ok,0.4932,mase=53.199 rmsse=16.975 raw_neg=0
2026-06-26T08:27:42,FNAR-V2,FRA-Go Local,6,2025-09-29,ok,0.5428,mase=168.172 rmsse=45.049 raw_neg=0
2026-06-26T08:27:43,FNAR-V2,FRA-Go Local,7,2025-10-29,ok,0.5459,mase=157.807 rmsse=42.292 raw_neg=0
2026-06-26T08:27:43,FNAR-V2,FRA-Go Local,8,2025-11-28,ok,0.511,mase=180.404 rmsse=48.431 raw_neg=0
2026-06-26T08:27:44,FNAR-V2,FRA-Go Local,9,2025-12-28,ok,0.5392,mase=182.116 rmsse=49.176 raw_neg=0
2026-06-26T08:27:44,FNAR-V2,FRA-Go Local,10,2026-01-27,ok,0.5817,mase=149.166 rmsse=40.396 raw_neg=0
2026-06-26T08:27:45,FNAR-V2,FRA-Go Local,11,2026-02-26,ok,0.559,mase=129.770 rmsse=35.116 raw_neg=0
2026-06-26T08:27:45,FNAR-V2,FRA-Go Local,12,2026-03-28,ok,0.5367,mase=88.495 rmsse=24.197 raw_neg=0
2026-06-26T08:27:46,FNAR-V2,GBR-Dedicated,1,2025-05-02,ok,0.497,mase=124.626 rmsse=26.343 raw_neg=0
2026-06-26T08:27:46,FNAR-V2,GBR-Dedicated,2,2025-06-01,ok,0.5047,mase=557.800 rmsse=112.395 raw_neg=0
2026-06-26T08:27:47,FNAR-V2,GBR-Dedicated,3,2025-07-01,ok,0.4979,mase=12.663 rmsse=2.027 raw_neg=0
2026-06-26T08:27:47,FNAR-V2,GBR-Dedicated,4,2025-07-31,ok,0.5203,mase=21.514 rmsse=4.743 raw_neg=0
2026-06-26T08:27:48,FNAR-V2,GBR-Dedicated,5,2025-08-30,ok,0.506,mase=46.471 rmsse=7.215 raw_neg=0
2026-06-26T08:27:48,FNAR-V2,GBR-Dedicated,6,2025-09-29,ok,0.3389,mase=69.689 rmsse=12.429 raw_neg=0
2026-06-26T08:27:49,FNAR-V2,GBR-Dedicated,7,2025-10-29,ok,0.5526,mase=11.692 rmsse=1.793 raw_neg=0
2026-06-26T08:27:49,FNAR-V2,GBR-Dedicated,8,2025-11-28,ok,0.5284,mase=21.902 rmsse=3.695 raw_neg=0
2026-06-26T08:27:50,FNAR-V2,GBR-Dedicated,9,2025-12-28,ok,0.5382,mase=23.810 rmsse=4.187 raw_neg=0
2026-06-26T08:27:50,FNAR-V2,GBR-Dedicated,10,2026-01-27,ok,0.5371,mase=41.360 rmsse=7.644 raw_neg=0
2026-06-26T08:27:51,FNAR-V2,GBR-Dedicated,11,2026-02-26,ok,0.5784,mase=17.305 rmsse=3.422 raw_neg=0
2026-06-26T08:27:51,FNAR-V2,GBR-Dedicated,12,2026-03-28,ok,0.5421,mase=96.936 rmsse=16.844 raw_neg=0
2026-06-26T08:27:52,FNAR-V2,GBR-Go Local,1,2025-05-02,ok,0.4845,mase=47.654 rmsse=18.866 raw_neg=0
2026-06-26T08:27:52,FNAR-V2,GBR-Go Local,2,2025-06-01,ok,0.5054,mase=114.235 rmsse=38.480 raw_neg=0
2026-06-26T08:27:53,FNAR-V2,GBR-Go Local,3,2025-07-01,ok,0.5161,mase=102.814 rmsse=35.465 raw_neg=0
2026-06-26T08:27:53,FNAR-V2,GBR-Go Local,4,2025-07-31,ok,0.4902,mase=70.781 rmsse=27.146 raw_neg=0
2026-06-26T08:27:54,FNAR-V2,GBR-Go Local,5,2025-08-30,ok,0.4373,mase=107.598 rmsse=36.105 raw_neg=0
2026-06-26T08:27:54,FNAR-V2,GBR-Go Local,6,2025-09-29,ok,0.5485,mase=130.940 rmsse=43.457 raw_neg=0
2026-06-26T08:27:55,FNAR-V2,GBR-Go Local,7,2025-10-29,ok,0.5614,mase=84.958 rmsse=31.051 raw_neg=0
2026-06-26T08:27:56,FNAR-V2,GBR-Go Local,8,2025-11-28,ok,0.5487,mase=58.280 rmsse=23.766 raw_neg=0
2026-06-26T08:27:56,FNAR-V2,GBR-Go Local,9,2025-12-28,ok,0.552,mase=48.911 rmsse=20.460 raw_neg=0
2026-06-26T08:27:57,FNAR-V2,GBR-Go Local,10,2026-01-27,ok,0.5374,mase=67.163 rmsse=25.927 raw_neg=0
2026-06-26T08:27:57,FNAR-V2,GBR-Go Local,11,2026-02-26,ok,0.5688,mase=46.195 rmsse=18.476 raw_neg=0
2026-06-26T08:27:58,FNAR-V2,GBR-Go Local,12,2026-03-28,ok,0.5487,mase=124.321 rmsse=43.791 raw_neg=0
2026-06-26T08:27:58,FNAR-V2,IND-Go Local,1,2025-05-02,ok,0.4959,mase=108.614 rmsse=16.527 raw_neg=0
2026-06-26T08:27:59,FNAR-V2,IND-Go Local,2,2025-06-01,ok,0.4946,mase=117.607 rmsse=18.020 raw_neg=0
2026-06-26T08:27:59,FNAR-V2,IND-Go Local,3,2025-07-01,ok,0.5268,mase=73.129 rmsse=12.071 raw_neg=0
2026-06-26T08:28:00,FNAR-V2,IND-Go Local,4,2025-07-31,ok,0.5353,mase=143.159 rmsse=22.557 raw_neg=0
