run_id,model_name,model_family,entity_key,window_id,forecast_date,horizon_day,forecast_value,execution_mode,created_timestamp
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-21,19,2432.6513878319056,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-22,20,2433.179397337663,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-23,21,2433.7074068434204,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-24,22,2434.2354163491777,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-25,23,2434.763425854935,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-26,24,2435.2914353606925,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-27,25,2435.81944486645,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-28,26,2436.3474543722073,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-29,27,2436.8754638779646,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-30,28,2437.403473383722,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-05-31,29,2437.9314828894794,full,2026-06-30T09:29:44
chal_20260630_092944,Theta,Statistical,APC-Dedicated,1,2025-06-01,30,2438.459492395237,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-03,1,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-04,2,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-05,3,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-06,4,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-07,5,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-08,6,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-09,7,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-10,8,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-11,9,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-12,10,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-13,11,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-14,12,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-15,13,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-16,14,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-17,15,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-18,16,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-19,17,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-20,18,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-21,19,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-22,20,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-23,21,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-24,22,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-25,23,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-26,24,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-27,25,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-28,26,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-29,27,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-30,28,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-05-31,29,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,XGBoost,Machine learning,APC-Dedicated,1,2025-06-01,30,2418.581298828125,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-02,1,2210.090964343419,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-03,2,2211.058385471527,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-04,3,2212.025806599635,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-05,4,2212.993227727743,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-06,5,2213.960648855851,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-07,6,2214.928069983959,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-08,7,2215.8954911120672,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-09,8,2216.8629122401753,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-10,9,2217.8303333682834,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-11,10,2218.7977544963915,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-12,11,2219.7651756244995,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-13,12,2220.7325967526076,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-14,13,2221.7000178807157,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-15,14,2222.6674390088237,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-16,15,2223.634860136932,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-17,16,2224.60228126504,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-18,17,2225.569702393148,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-19,18,2226.537123521256,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-20,19,2227.504544649364,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-21,20,2228.471965777472,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-22,21,2229.4393869055802,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-23,22,2230.4068080336883,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-24,23,2231.3742291617964,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-25,24,2232.3416502899045,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-26,25,2233.3090714180125,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-27,26,2234.2764925461206,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-28,27,2235.2439136742287,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-29,28,2236.2113348023368,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-06-30,29,2237.178755930445,full,2026-06-30T09:29:44
chal_20260630_092944,AutoARIMA,Statistical,APC-Dedicated,2,2025-07-01,30,2238.146177058553,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-02,1,2210.5662191554666,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-03,2,2211.51651562363,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-04,3,2212.466812091793,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-05,4,2213.4171085599564,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-06,5,2214.3674050281197,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-07,6,2215.317701496283,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-08,7,2216.2679979644463,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-09,8,2217.2182944326096,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-10,9,2218.168590900773,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-11,10,2219.118887368936,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-12,11,2220.0691838370994,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-13,12,2221.0194803052627,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-14,13,2221.969776773426,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-15,14,2222.9200732415893,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-16,15,2223.8703697097526,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-17,16,2224.820666177916,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-18,17,2225.770962646079,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-19,18,2226.7212591142425,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-20,19,2227.6715555824057,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-21,20,2228.621852050569,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-22,21,2229.5721485187323,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-23,22,2230.5224449868956,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-24,23,2231.472741455059,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-25,24,2232.423037923222,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-26,25,2233.3733343913855,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-27,26,2234.3236308595488,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-28,27,2235.273927327712,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-29,28,2236.2242237958753,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-06-30,29,2237.1745202640386,full,2026-06-30T09:29:44
chal_20260630_092944,ETS Explicit,Statistical,APC-Dedicated,2,2025-07-01,30,2238.124816732202,full,2026-06-30T09:29:44
chal_20260630_092944,LightGBM,Machine learning,APC-Dedicated,2,2025-06-02,1,2192.5171476200967,full,2026-06-30T09:29:44
