table_name,key_column,key_value
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,CAN-Go Local-CANPRD01-WCS Gen7
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,CHE-Go Local-CHEP278
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,CHE-Go Local-CHEP278-WCS Gen6
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,CHE-Go Local-CHEP278-WCS Gen7
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,CHL-Go Local-CHLP298
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,CHL-Go Local-CHLP298-WCS Gen7
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,CHN-Gallatin-CHNPR01
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,CHN-Gallatin-CHNPR01-WCS Gen5
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,CHN-Gallatin-CHNPR01-WCS Gen6
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,CHN-Gallatin-CHNPR01-WCS Gen7
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,DEU-Go Local-DEUP281
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,DEU-Go Local-DEUP281-WCS Gen6
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,DEU-Go Local-DEUP281-WCS Gen7
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,DEU-Go Local-DEUP281-WCS Gen8
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,DNK-Go Local-DNKP307
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,ESP-Go Local-ESPP292
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,ESP-Go Local-ESPP292-WCS Gen7
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP107
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP107-HP Gen9
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP107-WCS Gen5
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP107-WCS Gen6
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP107-WCS Gen7
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP119
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP119-HP Gen9
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP119-WCS Gen5
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP119-WCS Gen6
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP119-WCS Gen7
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP120
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP120-HP Gen9
SubstrateBE_Ssd_MCDB_ForecastForestSKU,Key,EUR-Dedicated-EURP120-WCS Gen5
forecast_substrateBE_SSD_Phoenix_Organic,Forest,APCP150
forecast_substrateBE_SSD_Phoenix_Organic,Forest,APCP153
forecast_substrateBE_SSD_Phoenix_Organic,Forest,APCPRD01
forecast_substrateBE_SSD_Phoenix_Organic,Forest,APCPRD02
forecast_substrateBE_SSD_Phoenix_Organic,Forest,APCPRD03
forecast_substrateBE_SSD_Phoenix_Organic,Forest,APCPRD04
forecast_substrateBE_SSD_Phoenix_Organic,Forest,APCPRD06
forecast_substrateBE_SSD_Phoenix_Organic,Forest,AREP273
forecast_substrateBE_SSD_Phoenix_Organic,Forest,AUSP282
forecast_substrateBE_SSD_Phoenix_Organic,Forest,AUSP300
forecast_substrateBE_SSD_Phoenix_Organic,Forest,AUSPRD01
forecast_substrateBE_SSD_Phoenix_Organic,Forest,AUTP296
forecast_substrateBE_SSD_Phoenix_Organic,Forest,BRAP284
forecast_substrateBE_SSD_Phoenix_Organic,Forest,CANP288
forecast_substrateBE_SSD_Phoenix_Organic,Forest,CANPRD01
forecast_substrateBE_SSD_Phoenix_Organic,Forest,CHEP278
forecast_substrateBE_SSD_Phoenix_Organic,Forest,CHLP298
forecast_substrateBE_SSD_Phoenix_Organic,Forest,DEUP281
forecast_substrateBE_SSD_Phoenix_Organic,Forest,ESPP292
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP107
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP119
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP120
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP121
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP122
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP137
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP138
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP175
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP176
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP177
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP178
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP179
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP180
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP189
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP190
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP191
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP192
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP193
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP194
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP195
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP250
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURP251
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURPRD01
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURPRD02
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURPRD03
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURPRD04
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURPRD05
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURPRD06
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURPRD07
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURPRD08
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURPRD09
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURPRD10
forecast_substrateBE_SSD_Phoenix_Organic,Forest,EURPRD83
forecast_substrateBE_SSD_Phoenix_Organic,Forest,FRAP264
forecast_substrateBE_SSD_Phoenix_Organic,Forest,GBRP123
forecast_substrateBE_SSD_Phoenix_Organic,Forest,GBRP265
forecast_substrateBE_SSD_Phoenix_Organic,Forest,GBRP267
forecast_substrateBE_SSD_Phoenix_Organic,Forest,GBRP302
forecast_substrateBE_SSD_Phoenix_Organic,Forest,IDNP305
forecast_substrateBE_SSD_Phoenix_Organic,Forest,INDP287
forecast_substrateBE_SSD_Phoenix_Organic,Forest,INDPRD01
forecast_substrateBE_SSD_Phoenix_Organic,Forest,ISRP290
forecast_substrateBE_SSD_Phoenix_Organic,Forest,ITAP293
forecast_substrateBE_SSD_Phoenix_Organic,Forest,JPNP286
forecast_substrateBE_SSD_Phoenix_Organic,Forest,JPNP301
forecast_substrateBE_SSD_Phoenix_Organic,Forest,JPNPRD01
forecast_substrateBE_SSD_Phoenix_Organic,Forest,KORP216
forecast_substrateBE_SSD_Phoenix_Organic,Forest,LAMP152
forecast_substrateBE_SSD_Phoenix_Organic,Forest,LAMP215
forecast_substrateBE_SSD_Phoenix_Organic,Forest,LAMPRD80
forecast_substrateBE_SSD_Phoenix_Organic,Forest,MEXP297
forecast_substrateBE_SSD_Phoenix_Organic,Forest,MYSP306
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP100
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP101
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP104
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP105
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP106
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP108
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP109
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP110
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP111
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP113
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP114
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP115
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP116
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP118
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP125
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP126
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP128
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP129
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP130
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP131
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP132
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP133
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP134
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP135
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP136
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP154
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP157
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP158
forecast_substrateBE_SSD_Phoenix_Organic,Forest,NAMP159
forecast_substrateBE_SSD_TotalForecast,Key,APCP150
forecast_substrateBE_SSD_TotalForecast,Key,APCP153
forecast_substrateBE_SSD_TotalForecast,Key,APCPRD01
forecast_substrateBE_SSD_TotalForecast,Key,APCPRD02
forecast_substrateBE_SSD_TotalForecast,Key,APCPRD03
forecast_substrateBE_SSD_TotalForecast,Key,APCPRD04
forecast_substrateBE_SSD_TotalForecast,Key,APCPRD06
forecast_substrateBE_SSD_TotalForecast,Key,AREP273
forecast_substrateBE_SSD_TotalForecast,Key,AUSP282
forecast_substrateBE_SSD_TotalForecast,Key,AUSP300
forecast_substrateBE_SSD_TotalForecast,Key,AUSPRD01
forecast_substrateBE_SSD_TotalForecast,Key,AUTP296
forecast_substrateBE_SSD_TotalForecast,Key,BRAP284
forecast_substrateBE_SSD_TotalForecast,Key,CANP268
forecast_substrateBE_SSD_TotalForecast,Key,CANP288
forecast_substrateBE_SSD_TotalForecast,Key,CANPRD01
forecast_substrateBE_SSD_TotalForecast,Key,CHEP278
forecast_substrateBE_SSD_TotalForecast,Key,CHLP298
forecast_substrateBE_SSD_TotalForecast,Key,CHNPR01
forecast_substrateBE_SSD_TotalForecast,Key,DEUP281
forecast_substrateBE_SSD_TotalForecast,Key,DNKP307
forecast_substrateBE_SSD_TotalForecast,Key,ESPP292
forecast_substrateBE_SSD_TotalForecast,Key,EURP107
forecast_substrateBE_SSD_TotalForecast,Key,EURP119
forecast_substrateBE_SSD_TotalForecast,Key,EURP120
forecast_substrateBE_SSD_TotalForecast,Key,EURP121
forecast_substrateBE_SSD_TotalForecast,Key,EURP122
forecast_substrateBE_SSD_TotalForecast,Key,EURP137
forecast_substrateBE_SSD_TotalForecast,Key,EURP138
forecast_substrateBE_SSD_TotalForecast,Key,EURP174
forecast_substrateBE_SSD_TotalForecast,Key,EURP175
forecast_substrateBE_SSD_TotalForecast,Key,EURP176
forecast_substrateBE_SSD_TotalForecast,Key,EURP177
forecast_substrateBE_SSD_TotalForecast,Key,EURP178
forecast_substrateBE_SSD_TotalForecast,Key,EURP179
forecast_substrateBE_SSD_TotalForecast,Key,EURP180
forecast_substrateBE_SSD_TotalForecast,Key,EURP182
forecast_substrateBE_SSD_TotalForecast,Key,EURP189
forecast_substrateBE_SSD_TotalForecast,Key,EURP190
forecast_substrateBE_SSD_TotalForecast,Key,EURP191
forecast_substrateBE_SSD_TotalForecast,Key,EURP192
forecast_substrateBE_SSD_TotalForecast,Key,EURP193
forecast_substrateBE_SSD_TotalForecast,Key,EURP194
forecast_substrateBE_SSD_TotalForecast,Key,EURP195
forecast_substrateBE_SSD_TotalForecast,Key,EURP250
forecast_substrateBE_SSD_TotalForecast,Key,EURP251
forecast_substrateBE_SSD_TotalForecast,Key,EURP309
forecast_substrateBE_SSD_TotalForecast,Key,EURPRD01
forecast_substrateBE_SSD_TotalForecast,Key,EURPRD02
forecast_substrateBE_SSD_TotalForecast,Key,EURPRD03
forecast_substrateBE_SSD_TotalForecast,Key,EURPRD04
forecast_substrateBE_SSD_TotalForecast,Key,EURPRD05
forecast_substrateBE_SSD_TotalForecast,Key,EURPRD06
forecast_substrateBE_SSD_TotalForecast,Key,EURPRD07
forecast_substrateBE_SSD_TotalForecast,Key,EURPRD08
forecast_substrateBE_SSD_TotalForecast,Key,EURPRD09
forecast_substrateBE_SSD_TotalForecast,Key,EURPRD10
forecast_substrateBE_SSD_TotalForecast,Key,EURPRD83
forecast_substrateBE_SSD_TotalForecast,Key,FRAP264
forecast_substrateBE_SSD_TotalForecast,Key,GBRP123
forecast_substrateBE_SSD_TotalForecast,Key,GBRP265
forecast_substrateBE_SSD_TotalForecast,Key,GBRP267
forecast_substrateBE_SSD_TotalForecast,Key,GBRP302
forecast_substrateBE_SSD_TotalForecast,Key,IDNP305
forecast_substrateBE_SSD_TotalForecast,Key,INDP287
forecast_substrateBE_SSD_TotalForecast,Key,INDPRD01
forecast_substrateBE_SSD_TotalForecast,Key,ISRP290
forecast_substrateBE_SSD_TotalForecast,Key,ITAP293
forecast_substrateBE_SSD_TotalForecast,Key,JPNP286
forecast_substrateBE_SSD_TotalForecast,Key,JPNP301
forecast_substrateBE_SSD_TotalForecast,Key,JPNPRD01
forecast_substrateBE_SSD_TotalForecast,Key,KORP216
forecast_substrateBE_SSD_TotalForecast,Key,LAMP152
forecast_substrateBE_SSD_TotalForecast,Key,LAMP215
forecast_substrateBE_SSD_TotalForecast,Key,LAMPRD80
forecast_substrateBE_SSD_TotalForecast,Key,MEXP297
forecast_substrateBE_SSD_TotalForecast,Key,MYSP306
forecast_substrateBE_SSD_TotalForecast,Key,NAMP100
forecast_substrateBE_SSD_TotalForecast,Key,NAMP101
forecast_substrateBE_SSD_TotalForecast,Key,NAMP102
forecast_substrateBE_SSD_TotalForecast,Key,NAMP103
forecast_substrateBE_SSD_TotalForecast,Key,NAMP104
forecast_substrateBE_SSD_TotalForecast,Key,NAMP105
forecast_substrateBE_SSD_TotalForecast,Key,NAMP106
forecast_substrateBE_SSD_TotalForecast,Key,NAMP108
forecast_substrateBE_SSD_TotalForecast,Key,NAMP109
forecast_substrateBE_SSD_TotalForecast,Key,NAMP110
forecast_substrateBE_SSD_TotalForecast,Key,NAMP111
forecast_substrateBE_SSD_TotalForecast,Key,NAMP113
forecast_substrateBE_SSD_TotalForecast,Key,NAMP114
forecast_substrateBE_SSD_TotalForecast,Key,NAMP115
forecast_substrateBE_SSD_TotalForecast,Key,NAMP116
forecast_substrateBE_SSD_TotalForecast,Key,NAMP118
forecast_substrateBE_SSD_TotalForecast,Key,NAMP125
forecast_substrateBE_SSD_TotalForecast,Key,NAMP126
forecast_substrateBE_SSD_TotalForecast,Key,NAMP128
forecast_substrateBE_SSD_TotalForecast,Key,NAMP129
forecast_substrateBE_SSD_TotalForecast,Key,NAMP130
forecast_substrateBE_SSD_TotalForecast,Key,NAMP131
forecast_substrateBE_SSD_TotalForecast,Key,NAMP132
forecast_substrateBE_cpu,Forest_SKU,APCP150-HP Gen9
forecast_substrateBE_cpu,Forest_SKU,APCP150-WCS Gen5
forecast_substrateBE_cpu,Forest_SKU,APCP150-WCS Gen6
forecast_substrateBE_cpu,Forest_SKU,APCP150-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,APCP153-HP Gen9
forecast_substrateBE_cpu,Forest_SKU,APCP153-WCS Gen5
forecast_substrateBE_cpu,Forest_SKU,APCP153-WCS Gen6
forecast_substrateBE_cpu,Forest_SKU,APCP153-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,APCP153-WCS Gen8
forecast_substrateBE_cpu,Forest_SKU,APCP184-HP Gen9
forecast_substrateBE_cpu,Forest_SKU,APCPRD01-WCS Gen5
forecast_substrateBE_cpu,Forest_SKU,APCPRD01-WCS Gen6
forecast_substrateBE_cpu,Forest_SKU,APCPRD01-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,APCPRD01-WCS Gen8
forecast_substrateBE_cpu,Forest_SKU,APCPRD01-WCS WCS9
forecast_substrateBE_cpu,Forest_SKU,APCPRD02-HP Gen8
forecast_substrateBE_cpu,Forest_SKU,APCPRD02-HP Gen9
forecast_substrateBE_cpu,Forest_SKU,APCPRD02-WCS Gen5
forecast_substrateBE_cpu,Forest_SKU,APCPRD02-WCS Gen6
forecast_substrateBE_cpu,Forest_SKU,APCPRD02-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,APCPRD02-WCS Gen8
forecast_substrateBE_cpu,Forest_SKU,APCPRD02-WCS WCS9
forecast_substrateBE_cpu,Forest_SKU,APCPRD03-HP Gen8
forecast_substrateBE_cpu,Forest_SKU,APCPRD03-HP Gen9
forecast_substrateBE_cpu,Forest_SKU,APCPRD03-WCS Gen5
forecast_substrateBE_cpu,Forest_SKU,APCPRD03-WCS Gen6
forecast_substrateBE_cpu,Forest_SKU,APCPRD03-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,APCPRD03-WCS Gen8
forecast_substrateBE_cpu,Forest_SKU,APCPRD03-WCS WCS9
forecast_substrateBE_cpu,Forest_SKU,APCPRD04-HP Gen8
forecast_substrateBE_cpu,Forest_SKU,APCPRD04-HP Gen9
forecast_substrateBE_cpu,Forest_SKU,APCPRD04-WCS Gen5
forecast_substrateBE_cpu,Forest_SKU,APCPRD04-WCS Gen6
forecast_substrateBE_cpu,Forest_SKU,APCPRD04-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,APCPRD04-WCS Gen8
forecast_substrateBE_cpu,Forest_SKU,APCPRD04-WCS WCS9
forecast_substrateBE_cpu,Forest_SKU,APCPRD06-HP Gen9
forecast_substrateBE_cpu,Forest_SKU,APCPRD06-WCS Gen5
forecast_substrateBE_cpu,Forest_SKU,APCPRD06-WCS Gen6
forecast_substrateBE_cpu,Forest_SKU,APCPRD06-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,APCPRD06-WCS Gen8
forecast_substrateBE_cpu,Forest_SKU,APCPRD06-WCS WCS9
forecast_substrateBE_cpu,Forest_SKU,AREP273-WCS Gen5
forecast_substrateBE_cpu,Forest_SKU,AREP273-WCS Gen6
forecast_substrateBE_cpu,Forest_SKU,AREP273-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,AREP273-WCS Gen8
forecast_substrateBE_cpu,Forest_SKU,AUSP282-WCS Gen5
forecast_substrateBE_cpu,Forest_SKU,AUSP282-WCS Gen6
forecast_substrateBE_cpu,Forest_SKU,AUSP282-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,AUSP282-WCS Gen8
forecast_substrateBE_cpu,Forest_SKU,AUSP282-WCS WCS9
forecast_substrateBE_cpu,Forest_SKU,AUSP300-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,AUSP300-WCS Gen8
forecast_substrateBE_cpu,Forest_SKU,AUSPRD01-HP Gen9
forecast_substrateBE_cpu,Forest_SKU,AUSPRD01-WCS Gen5
forecast_substrateBE_cpu,Forest_SKU,AUSPRD01-WCS Gen6
forecast_substrateBE_cpu,Forest_SKU,AUSPRD01-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,AUSPRD01-WCS Gen8
forecast_substrateBE_cpu,Forest_SKU,AUSPRD01-WCS WCS9
forecast_substrateBE_cpu,Forest_SKU,AUTP296-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,BRAP284-WCS Gen6
forecast_substrateBE_cpu,Forest_SKU,BRAP284-WCS Gen7
forecast_substrateBE_cpu,Forest_SKU,BRAP284-WCS Gen8
forecast_substrateBE_cpu,Forest_SKU,CANP268-HP Gen9
forecast_substrateBE_cpu,Forest_SKU,CANP288-WCS Gen7
