"path","git_status","tracked","size_bytes","category","ignored_by_git","onedrive_placeholder","recommended_action","notes"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_data_quality_checks.csv","??","NO","4496","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_extraction_manifest.csv","??","NO","2984","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_forecast_hdd.csv","??","NO","143882557","LARGE_DUPLICATE_CSV","NO","NO","EXCLUDE","Exceeds the 25 MB staging limit"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_forecast_ssd_phoenix.csv","??","NO","101351590","LARGE_DUPLICATE_CSV","NO","NO","EXCLUDE","Exceeds the 25 MB staging limit"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_key_inventory.csv","??","NO","551","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_lineage.csv","??","NO","824","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_validation.csv","??","NO","3751","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_version_inventory.csv","??","NO","1225","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_viewer_hdd.csv","??","NO","196576818","LARGE_DUPLICATE_CSV","NO","NO","EXCLUDE","Exceeds the 25 MB staging limit"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/build_storage.R","??","NO","7991","SOURCE_CODE","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/dropdown_resolution_contract.csv","??","NO","1873","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/duckdb_query_contract.csv","??","NO","1056","GOVERNANCE_CSV_MD","NO","NO","STAGE","Under 25 MB and required for the V6.16-V6.20 state"
