"path","size_bytes","category","staged","reason"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_metric_coverage_matrix.csv","2293","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_open_questions.csv","3588","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_source_inventory.csv","5037","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_stage_map_update.md","2811","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0c_multi_metric_scope_diagnosis/v6_0c_validation.csv","3213","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/boon_preliminary_response_draft.md","2396","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/canonical_metric_columns.csv","9650","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/canonical_metric_contract.md","6451","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/computability_and_availability_contract.md","4481","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/computability_and_availability_values.csv","4612","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/llm_assistant_grounding_contract.md","6590","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/metric_lineage_contract.md","3483","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/metric_unit_contract_v6_0d.csv","2184","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/official_artifact_contracts.csv","3090","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/official_artifact_contracts.md","6273","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/shiny_filter_contract.csv","1689","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/v6_0d_closure_summary.md","5046","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/v6_0d_marker_update_plan.md","2252","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/v6_0d_required_tests_for_v6_0e.csv","7324","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0d_canonical_multi_metric_contract/v6_0d_validation.csv","5039","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/boon_preliminary_response_v6_0e.md","2375","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_artifact_manifest.csv","2505","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_assistant_preservation_validation.csv","800","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_closure_summary.md","3877","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_legacy_freeze_validation.csv","3116","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_test_results.csv","4596","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0e_validation.csv","3725","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0e_multi_metric_artifact_builder/v6_0f_shiny_integration_requirements.md","5589","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/local_artifact_gap_analysis.csv","3717","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/namprd07_presence_by_table.csv","1092","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/recommended_shiny_correction_plan.md","5713","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/scenario_contract_from_tesseract.csv","4993","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/source_mapping_from_excel.csv","1766","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_actual_forecast_views.csv","1150","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_connection_validation.csv","253","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_key_inventory_samples.csv","92103","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_key_inventory_summary.csv","2113","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_related_tables_search.csv","18118","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_scenario_values.csv","4218","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_table_columns_inventory.csv","14765","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_table_existence.csv","1038","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_table_profiles.csv","2477","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/tesseract_table_row_counts.csv","2277","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/v6_0f_r1_closure_summary.md","3401","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/v6_0f_r1_validation.csv","3237","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r1_tesseract_metric_inventory/viewer_forecast_feasibility_by_scenario.csv","5247","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r2_product_ui_contract/control_cascade_spec.md","3855","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r2_product_ui_contract/forecast_scenario_contract.csv","2917","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r2_product_ui_contract/metric_scope_register.csv","970","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r2_product_ui_contract/out_of_scope_notice_copy.md","2994","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r2_product_ui_contract/remaining_questions_register.csv","2228","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r2_product_ui_contract/ui_decision_contract.csv","5445","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r2_product_ui_contract/v6_0f_r2_closure_summary.md","2928","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r2_product_ui_contract/v6_0f_r2_validation.csv","2183","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r2_product_ui_contract/viewer_scenario_contract.csv","3187","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/hdd_forest_type_taxonomy.csv","25556","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/key_column_dictionary.csv","1726","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/model_type_values_raw.csv","76796","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/r3_closure_summary.md","4763","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/scenario_dictionary.csv","5501","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/scenario_dictionary_validation.csv","3349","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/ui_label_normalization_rules.csv","2191","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r3_type_taxonomy_scenario_dictionary/version_column_dictionary.csv","1419","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r4_multimetric_removal/assistant_preservation_validation.csv","1752","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r4_multimetric_removal/files_removed_or_reverted.csv","1207","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r4_multimetric_removal/legacy_pages_validation.csv","1948","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r4_multimetric_removal/multimetric_removal_report.md","3498","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r4_multimetric_removal/reverted_files_backup/multi_metric_loader.R","11362","SOURCE_CODE","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r4_multimetric_removal/reverted_files_backup/multi_metric_server.R","12671","SOURCE_CODE","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r4_multimetric_removal/reverted_files_backup/tabs_multi_metric.R","8258","SOURCE_CODE","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r4_multimetric_removal/shiny_regression_validation.csv","1647","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r4_multimetric_removal/v6_0f_r4_closure_summary.md","2101","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r4_multimetric_removal/v6_0f_r4_validation.csv","1993","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/excluded_scope_register.csv","2600","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/extraction_scope_contract.csv","4221","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/extraction_volume_estimate.csv","2017","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/forecast_extraction_contract.csv","2310","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/hdd_forest_execution_time_probe.csv","715","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/key_extraction_policy.csv","1488","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/latest_version_footprint.csv","799","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/r5_closure_summary.md","5960","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/r5_open_decisions.csv","2422","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/r5_validation.csv","3093","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/time_window_policy.csv","1882","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/version_selection_policy.csv","2468","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/viewer_extraction_contract.csv","2859","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5_governed_extraction_contract/windowed_volume_estimate.csv","891","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/bench/ui_metadata/available_keys.csv","39992","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/bench/ui_metadata/available_model_types.csv","7404","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/bench/ui_metadata/available_scenarios.csv","605","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/bench/ui_metadata/available_versions.csv","834","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/bench_storage.R","13472","SOURCE_CODE","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/benchmark_results.csv","3039","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/diag_keys.R","805","SOURCE_CODE","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/r5b_closure_summary.md","4869","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/r5b_risk_register.csv","1943","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/r5b_validation.csv","2209","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/r6_phase1_storage_manifest.csv","1506","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/recommended_storage_architecture.md","5650","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/shiny_loading_contract.csv","2366","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/storage_options_comparison.csv","1420","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/storage_sizes.csv","147","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r5b_storage_performance_strategy/ui_metadata_strategy.csv","831","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_closure_summary.md","5776","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_data_quality_checks.csv","4496","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_extraction_manifest.csv","2984","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_key_inventory.csv","551","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_lineage.csv","824","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_validation.csv","3751","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r6_phase1_governed_extraction/r6_phase1_version_inventory.csv","1225","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/build_storage.R","7991","SOURCE_CODE","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/dropdown_resolution_contract.csv","1873","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/duckdb_query_contract.csv","1056","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/key_matching_policy.csv","1390","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/r5b_byproducts_cleanup.csv","1918","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/r7_closure_summary.md","5402","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/r7_validation.csv","3582","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/resolver_function_inventory.csv","2473","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/resolver_test_cases.csv","2875","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/resolver_test_results.csv","3748","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/run_resolver_tests.R","10816","SOURCE_CODE","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r7_scenario_resolver_layer/scenario_resolver_contract.csv","3264","GOVERNANCE_CSV_MD","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
"V6/outputs/v6_0f_r8_viewer_integration/diag_viewer.R","1206","SOURCE_CODE","YES","Explicitly staged: under the 25 MB limit, inside V6, required to reconstruct the current state"
