job_id,entity_key,window_id,model_name,model_family,train_start_date,train_end_date,test_start_date,test_end_date,train_rows,test_rows,status
job_000037,APC-Dedicated,3,LightGBM,MachineLearning,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2191,30,planned
job_000038,APC-Dedicated,3,LinearRegression,BaselineProduction,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2191,30,planned
job_000039,APC-Dedicated,3,NBEATS,DeepLearning,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2191,30,planned
job_000040,APC-Dedicated,3,NHITS,DeepLearning,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2191,30,planned
job_000041,APC-Dedicated,3,Theta,Statistical,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2191,30,planned
job_000042,APC-Dedicated,3,XGBoost,MachineLearning,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2191,30,planned
job_000043,APC-Dedicated,4,ARIMA_Fixed,BaselineProduction,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000044,APC-Dedicated,4,AutoARIMA,Statistical,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000045,APC-Dedicated,4,ETS,Statistical,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000046,APC-Dedicated,4,ETS_Current,BaselineProduction,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000047,APC-Dedicated,4,FixedGrowth_1_5,BaselineProduction,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000048,APC-Dedicated,4,FixedGrowth_3,BaselineProduction,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000049,APC-Dedicated,4,FixedGrowth_4,BaselineProduction,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000050,APC-Dedicated,4,FixedGrowth_6,BaselineProduction,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000051,APC-Dedicated,4,LightGBM,MachineLearning,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000052,APC-Dedicated,4,LinearRegression,BaselineProduction,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000053,APC-Dedicated,4,NBEATS,DeepLearning,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000054,APC-Dedicated,4,NHITS,DeepLearning,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000055,APC-Dedicated,4,Theta,Statistical,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000056,APC-Dedicated,4,XGBoost,MachineLearning,2019-07-01,2025-07-31,2025-08-01,2025-08-30,2221,30,planned
job_000057,APC-Dedicated,5,ARIMA_Fixed,BaselineProduction,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000058,APC-Dedicated,5,AutoARIMA,Statistical,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000059,APC-Dedicated,5,ETS,Statistical,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000060,APC-Dedicated,5,ETS_Current,BaselineProduction,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000061,APC-Dedicated,5,FixedGrowth_1_5,BaselineProduction,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000062,APC-Dedicated,5,FixedGrowth_3,BaselineProduction,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000063,APC-Dedicated,5,FixedGrowth_4,BaselineProduction,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000064,APC-Dedicated,5,FixedGrowth_6,BaselineProduction,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000065,APC-Dedicated,5,LightGBM,MachineLearning,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000066,APC-Dedicated,5,LinearRegression,BaselineProduction,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000067,APC-Dedicated,5,NBEATS,DeepLearning,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000068,APC-Dedicated,5,NHITS,DeepLearning,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000069,APC-Dedicated,5,Theta,Statistical,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000070,APC-Dedicated,5,XGBoost,MachineLearning,2019-07-01,2025-08-30,2025-08-31,2025-09-29,2251,30,planned
job_000071,APC-Dedicated,6,ARIMA_Fixed,BaselineProduction,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000072,APC-Dedicated,6,AutoARIMA,Statistical,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000073,APC-Dedicated,6,ETS,Statistical,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000074,APC-Dedicated,6,ETS_Current,BaselineProduction,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000075,APC-Dedicated,6,FixedGrowth_1_5,BaselineProduction,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000076,APC-Dedicated,6,FixedGrowth_3,BaselineProduction,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000077,APC-Dedicated,6,FixedGrowth_4,BaselineProduction,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000078,APC-Dedicated,6,FixedGrowth_6,BaselineProduction,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000079,APC-Dedicated,6,LightGBM,MachineLearning,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000080,APC-Dedicated,6,LinearRegression,BaselineProduction,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000081,APC-Dedicated,6,NBEATS,DeepLearning,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000082,APC-Dedicated,6,NHITS,DeepLearning,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000083,APC-Dedicated,6,Theta,Statistical,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000084,APC-Dedicated,6,XGBoost,MachineLearning,2019-07-01,2025-09-29,2025-09-30,2025-10-29,2281,30,planned
job_000085,APC-Dedicated,7,ARIMA_Fixed,BaselineProduction,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000086,APC-Dedicated,7,AutoARIMA,Statistical,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000087,APC-Dedicated,7,ETS,Statistical,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000088,APC-Dedicated,7,ETS_Current,BaselineProduction,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000089,APC-Dedicated,7,FixedGrowth_1_5,BaselineProduction,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000090,APC-Dedicated,7,FixedGrowth_3,BaselineProduction,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000091,APC-Dedicated,7,FixedGrowth_4,BaselineProduction,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000092,APC-Dedicated,7,FixedGrowth_6,BaselineProduction,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000093,APC-Dedicated,7,LightGBM,MachineLearning,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000094,APC-Dedicated,7,LinearRegression,BaselineProduction,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000095,APC-Dedicated,7,NBEATS,DeepLearning,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000096,APC-Dedicated,7,NHITS,DeepLearning,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000097,APC-Dedicated,7,Theta,Statistical,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000098,APC-Dedicated,7,XGBoost,MachineLearning,2019-07-01,2025-10-29,2025-10-30,2025-11-28,2311,30,planned
job_000099,APC-Dedicated,8,ARIMA_Fixed,BaselineProduction,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000100,APC-Dedicated,8,AutoARIMA,Statistical,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000101,APC-Dedicated,8,ETS,Statistical,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000102,APC-Dedicated,8,ETS_Current,BaselineProduction,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000103,APC-Dedicated,8,FixedGrowth_1_5,BaselineProduction,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000104,APC-Dedicated,8,FixedGrowth_3,BaselineProduction,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000105,APC-Dedicated,8,FixedGrowth_4,BaselineProduction,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000106,APC-Dedicated,8,FixedGrowth_6,BaselineProduction,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000107,APC-Dedicated,8,LightGBM,MachineLearning,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000108,APC-Dedicated,8,LinearRegression,BaselineProduction,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000109,APC-Dedicated,8,NBEATS,DeepLearning,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000110,APC-Dedicated,8,NHITS,DeepLearning,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000111,APC-Dedicated,8,Theta,Statistical,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000112,APC-Dedicated,8,XGBoost,MachineLearning,2019-07-01,2025-11-28,2025-11-29,2025-12-28,2341,30,planned
job_000113,APC-Dedicated,9,ARIMA_Fixed,BaselineProduction,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000114,APC-Dedicated,9,AutoARIMA,Statistical,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000115,APC-Dedicated,9,ETS,Statistical,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000116,APC-Dedicated,9,ETS_Current,BaselineProduction,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000117,APC-Dedicated,9,FixedGrowth_1_5,BaselineProduction,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000118,APC-Dedicated,9,FixedGrowth_3,BaselineProduction,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000119,APC-Dedicated,9,FixedGrowth_4,BaselineProduction,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000120,APC-Dedicated,9,FixedGrowth_6,BaselineProduction,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000121,APC-Dedicated,9,LightGBM,MachineLearning,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000122,APC-Dedicated,9,LinearRegression,BaselineProduction,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000123,APC-Dedicated,9,NBEATS,DeepLearning,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000124,APC-Dedicated,9,NHITS,DeepLearning,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000125,APC-Dedicated,9,Theta,Statistical,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000126,APC-Dedicated,9,XGBoost,MachineLearning,2019-07-01,2025-12-28,2025-12-29,2026-01-27,2371,30,planned
job_000127,APC-Dedicated,10,ARIMA_Fixed,BaselineProduction,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000128,APC-Dedicated,10,AutoARIMA,Statistical,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000129,APC-Dedicated,10,ETS,Statistical,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000130,APC-Dedicated,10,ETS_Current,BaselineProduction,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000131,APC-Dedicated,10,FixedGrowth_1_5,BaselineProduction,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000132,APC-Dedicated,10,FixedGrowth_3,BaselineProduction,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000133,APC-Dedicated,10,FixedGrowth_4,BaselineProduction,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000134,APC-Dedicated,10,FixedGrowth_6,BaselineProduction,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000135,APC-Dedicated,10,LightGBM,MachineLearning,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000136,APC-Dedicated,10,LinearRegression,BaselineProduction,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000137,APC-Dedicated,10,NBEATS,DeepLearning,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000138,APC-Dedicated,10,NHITS,DeepLearning,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000139,APC-Dedicated,10,Theta,Statistical,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000140,APC-Dedicated,10,XGBoost,MachineLearning,2019-07-01,2026-01-27,2026-01-28,2026-02-26,2401,30,planned
job_000141,APC-Dedicated,11,ARIMA_Fixed,BaselineProduction,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000142,APC-Dedicated,11,AutoARIMA,Statistical,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000143,APC-Dedicated,11,ETS,Statistical,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000144,APC-Dedicated,11,ETS_Current,BaselineProduction,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000145,APC-Dedicated,11,FixedGrowth_1_5,BaselineProduction,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000146,APC-Dedicated,11,FixedGrowth_3,BaselineProduction,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000147,APC-Dedicated,11,FixedGrowth_4,BaselineProduction,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000148,APC-Dedicated,11,FixedGrowth_6,BaselineProduction,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000149,APC-Dedicated,11,LightGBM,MachineLearning,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000150,APC-Dedicated,11,LinearRegression,BaselineProduction,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000151,APC-Dedicated,11,NBEATS,DeepLearning,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000152,APC-Dedicated,11,NHITS,DeepLearning,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000153,APC-Dedicated,11,Theta,Statistical,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000154,APC-Dedicated,11,XGBoost,MachineLearning,2019-07-01,2026-02-26,2026-02-27,2026-03-28,2431,30,planned
job_000155,APC-Dedicated,12,ARIMA_Fixed,BaselineProduction,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000156,APC-Dedicated,12,AutoARIMA,Statistical,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000157,APC-Dedicated,12,ETS,Statistical,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000158,APC-Dedicated,12,ETS_Current,BaselineProduction,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000159,APC-Dedicated,12,FixedGrowth_1_5,BaselineProduction,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000160,APC-Dedicated,12,FixedGrowth_3,BaselineProduction,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000161,APC-Dedicated,12,FixedGrowth_4,BaselineProduction,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000162,APC-Dedicated,12,FixedGrowth_6,BaselineProduction,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000163,APC-Dedicated,12,LightGBM,MachineLearning,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000164,APC-Dedicated,12,LinearRegression,BaselineProduction,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000165,APC-Dedicated,12,NBEATS,DeepLearning,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000166,APC-Dedicated,12,NHITS,DeepLearning,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000167,APC-Dedicated,12,Theta,Statistical,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000168,APC-Dedicated,12,XGBoost,MachineLearning,2019-07-01,2026-03-28,2026-03-29,2026-04-27,2461,30,planned
job_000169,APC-MSIT,1,ARIMA_Fixed,BaselineProduction,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000170,APC-MSIT,1,AutoARIMA,Statistical,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000171,APC-MSIT,1,ETS,Statistical,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000172,APC-MSIT,1,ETS_Current,BaselineProduction,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000173,APC-MSIT,1,FixedGrowth_1_5,BaselineProduction,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000174,APC-MSIT,1,FixedGrowth_3,BaselineProduction,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000175,APC-MSIT,1,FixedGrowth_4,BaselineProduction,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000176,APC-MSIT,1,FixedGrowth_6,BaselineProduction,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000177,APC-MSIT,1,LightGBM,MachineLearning,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000178,APC-MSIT,1,LinearRegression,BaselineProduction,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000179,APC-MSIT,1,NBEATS,DeepLearning,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000180,APC-MSIT,1,NHITS,DeepLearning,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000181,APC-MSIT,1,Theta,Statistical,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000182,APC-MSIT,1,XGBoost,MachineLearning,2019-07-01,2025-05-02,2025-05-03,2025-06-01,2133,30,planned
job_000183,APC-MSIT,2,ARIMA_Fixed,BaselineProduction,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000184,APC-MSIT,2,AutoARIMA,Statistical,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000185,APC-MSIT,2,ETS,Statistical,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000186,APC-MSIT,2,ETS_Current,BaselineProduction,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000187,APC-MSIT,2,FixedGrowth_1_5,BaselineProduction,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000188,APC-MSIT,2,FixedGrowth_3,BaselineProduction,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000189,APC-MSIT,2,FixedGrowth_4,BaselineProduction,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000190,APC-MSIT,2,FixedGrowth_6,BaselineProduction,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000191,APC-MSIT,2,LightGBM,MachineLearning,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000192,APC-MSIT,2,LinearRegression,BaselineProduction,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000193,APC-MSIT,2,NBEATS,DeepLearning,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000194,APC-MSIT,2,NHITS,DeepLearning,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000195,APC-MSIT,2,Theta,Statistical,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000196,APC-MSIT,2,XGBoost,MachineLearning,2019-07-01,2025-06-01,2025-06-02,2025-07-01,2163,30,planned
job_000197,APC-MSIT,3,ARIMA_Fixed,BaselineProduction,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
job_000198,APC-MSIT,3,AutoARIMA,Statistical,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
job_000199,APC-MSIT,3,ETS,Statistical,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
job_000200,APC-MSIT,3,ETS_Current,BaselineProduction,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
job_000201,APC-MSIT,3,FixedGrowth_1_5,BaselineProduction,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
job_000202,APC-MSIT,3,FixedGrowth_3,BaselineProduction,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
job_000203,APC-MSIT,3,FixedGrowth_4,BaselineProduction,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
job_000204,APC-MSIT,3,FixedGrowth_6,BaselineProduction,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
job_000205,APC-MSIT,3,LightGBM,MachineLearning,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
job_000206,APC-MSIT,3,LinearRegression,BaselineProduction,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
job_000207,APC-MSIT,3,NBEATS,DeepLearning,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
job_000208,APC-MSIT,3,NHITS,DeepLearning,2019-07-01,2025-07-01,2025-07-02,2025-07-31,2193,30,planned
