cohort_id,series_id,metric,db_type,scenario,segment,granularity,key,route_path,model_name,model_family,primary_rank_metric,primary_rank_value,secondary_rank_metric,secondary_rank_value,tertiary_rank_metric,tertiary_rank_value,tie_breaker_metric,tie_breaker_value,rank_within_series,is_series_champion,champion_reason,n_backtest_rows,negative_prediction_count,extreme_ratio_count,source_generation_status,caveat
V6_24_MVP_0101,CPU__Consumed__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Consumed|Region,FNAR-V2,Neural,wape,0.06084856902219075,smape,0.061824549131930674,rmse,39647.15549956786,mae,32668.94120644336,11,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0101,CPU__Consumed__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Consumed|Region,XGBoost,Challenger,wape,0.06194425852790256,smape,0.06216684039723335,rmse,42490.773413183866,mae,33257.20509855826,12,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0101,CPU__Consumed__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Consumed|Region,SMLP-TCN,Neural,wape,0.06841375420111934,smape,0.06772646488006037,rmse,47119.25263076473,mae,36730.60763176461,13,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0101,CPU__Consumed__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Consumed|Region,ETS_Current,Baseline,wape,0.06911340606137562,smape,0.06879615120680718,rmse,48014.62397429546,mae,37106.24317841741,14,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0101,CPU__Consumed__Region__APC-Multitenant,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,APC-Multitenant,CPU|Organic|Consumed|Region,ARIMA_Fixed,Baseline,wape,0.2446593619461263,smape,0.26734996175401393,rmse,222110.58963116104,mae,131354.975794239,15,FALSE,NOT_CHAMPION,300,7,1,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,AutoARIMA,Challenger,wape,0.03388934107344363,smape,0.03478706246558732,rmse,1013.1831807427003,mae,759.3358621279432,1,TRUE,Lowest wape among all 15 governed models for this series,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,FixedGrowth_1_5,Baseline,wape,0.03635576433333283,smape,0.03675875118095024,rmse,1070.0503015068996,mae,814.5993630724328,2,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,FixedGrowth_3,Baseline,wape,0.036933892177268224,smape,0.0371132835619147,rmse,1093.1643449412145,mae,827.553088075332,3,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,Theta,Challenger,wape,0.03716150363489108,smape,0.03763942617835576,rmse,1081.2295610286474,mae,832.6530261953944,4,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,FixedGrowth_4,Baseline,wape,0.03801816333198045,smape,0.03801360679299749,rmse,1128.0718806353523,mae,851.847628658449,5,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,ETS Explicit,Challenger,wape,0.03824051489610538,smape,0.038650616120097916,rmse,1127.0013431048517,mae,856.8297118531148,6,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,NLIN-DLIN_FIXED,Neural,wape,0.04132919389008582,smape,0.042317739778458915,rmse,1179.9596573540323,mae,926.0356820030763,7,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,FixedGrowth_6,Baseline,wape,0.041852951739247586,smape,0.04144043155394966,rmse,1238.4311981924786,mae,937.7711747964483,8,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,LinearRegression,Baseline,wape,0.04332039153488185,smape,0.044507514919414605,rmse,1211.9685193482899,mae,970.651119553237,9,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,LightGBM,Challenger,wape,0.04482599408065024,smape,0.046184900278788715,rmse,1237.703345697796,mae,1004.3861515987242,10,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,XGBoost,Challenger,wape,0.047390416401639414,smape,0.04874888548873797,rmse,1317.4957724269289,mae,1061.8454521424685,11,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,SMLP-TCN,Neural,wape,0.05344425198046117,smape,0.055092699220650514,rmse,1507.2184726344697,mae,1197.4897082070297,12,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,FNAR-V2,Neural,wape,0.06073185670014195,smape,0.062310403484950934,rmse,1681.6174757388023,mae,1360.7782065190497,13,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,ETS_Current,Baseline,wape,0.07882052611257587,smape,0.07732835871777724,rmse,2363.2761121281796,mae,1766.0789573737536,14,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0102,CPU__Consumed__Region__ARE-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,ARE-Go Local,CPU|Organic|Consumed|Region,ARIMA_Fixed,Baseline,wape,0.25323417515687546,smape,0.2746543963055802,rmse,10564.886981143107,mae,5674.049262164225,15,FALSE,NOT_CHAMPION,300,18,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,AutoARIMA,Challenger,wape,0.046671056089424394,smape,0.04708615640777236,rmse,18031.955269025446,mae,14480.879963059193,1,TRUE,Lowest wape among all 15 governed models for this series,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,Theta,Challenger,wape,0.04712093067051131,smape,0.04743179932636911,rmse,18242.747670938697,mae,14620.464972549205,2,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,FixedGrowth_1_5,Baseline,wape,0.0484412393990594,smape,0.0487103827852757,rmse,18845.201586291034,mae,15030.124273501184,3,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,LinearRegression,Baseline,wape,0.04906477426228358,smape,0.04963242808807938,rmse,18789.36099798831,mae,15223.591794138198,4,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,FNAR-V2,Neural,wape,0.05026181801362237,smape,0.050664407910024585,rmse,19168.9962573316,mae,15595.005006653757,5,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,FixedGrowth_3,Baseline,wape,0.05116305325650081,smape,0.051230124945761256,rmse,20040.512076236133,mae,15874.636119898663,6,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,XGBoost,Challenger,wape,0.051649071068885305,smape,0.05214458545047499,rmse,19155.192585651323,mae,16025.43548444622,7,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,ETS Explicit,Challenger,wape,0.05295670724294571,smape,0.052899044829889,rmse,20648.91498985083,mae,16431.162803657528,8,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,FixedGrowth_4,Baseline,wape,0.0533560218420215,smape,0.05326602436702674,rmse,21006.324798268033,mae,16555.06029519134,9,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,NLIN-DLIN_FIXED,Neural,wape,0.05577743616745864,smape,0.05608794496397202,rmse,21821.434941301686,mae,17306.36556071398,10,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,FixedGrowth_6,Baseline,wape,0.05827124534516999,smape,0.05781124334625782,rmse,23266.46795544827,mae,18080.133167001266,11,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,LightGBM,Challenger,wape,0.0603611074393867,smape,0.060615282529544234,rmse,21994.652181640155,mae,18728.565935861563,12,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,SMLP-TCN,Neural,wape,0.07765427614589833,smape,0.0754922035120512,rmse,31431.92157138887,mae,24094.21053880577,13,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,ETS_Current,Baseline,wape,0.08659441276017432,smape,0.08134307880430833,rmse,38708.65161038428,mae,26868.114881502162,14,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0103,CPU__Consumed__Region__AUS-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,AUS-Go Local,CPU|Organic|Consumed|Region,ARIMA_Fixed,Baseline,wape,0.29630374432269996,smape,0.27970956876389047,rmse,149667.1380476111,mae,91935.75876921877,15,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0104,CPU__Consumed__Region__BRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,BRA-Go Local,CPU|Organic|Consumed|Region,LightGBM,Challenger,wape,0.047885139424280784,smape,0.04863142888982099,rmse,5474.477391808195,mae,4068.416367948769,1,TRUE,Lowest wape among all 15 governed models for this series,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0104,CPU__Consumed__Region__BRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,BRA-Go Local,CPU|Organic|Consumed|Region,FixedGrowth_4,Baseline,wape,0.05063795330865293,smape,0.0505020305305915,rmse,6105.160154822441,mae,4302.300892453617,2,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0104,CPU__Consumed__Region__BRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,BRA-Go Local,CPU|Organic|Consumed|Region,FixedGrowth_3,Baseline,wape,0.050645987956809496,smape,0.050617130731630045,rmse,6022.022095510674,mae,4302.98353208804,3,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0104,CPU__Consumed__Region__BRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,BRA-Go Local,CPU|Organic|Consumed|Region,XGBoost,Challenger,wape,0.05078631336577532,smape,0.05088377837813796,rmse,5851.986404577152,mae,4314.9058570001025,4,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
V6_24_MVP_0104,CPU__Consumed__Region__BRA-Go-Local,CPU,UNKNOWN_SOURCE_DOES_NOT_CARRY_DBTYPE,Consumed,NOT_APPLICABLE,Region,BRA-Go Local,CPU|Organic|Consumed|Region,FixedGrowth_1_5,Baseline,wape,0.05159172284638886,smape,0.05168439346864406,rmse,5973.889025026904,mae,4383.335043032037,5,FALSE,NOT_CHAMPION,300,0,0,GENERATED_P5,"STALE_ACTUALS_SOURCE, latest date 2023-07-20; 15 governed model backtests DO NOT exist yet; must be generated in P5"
