source_table,column_name,raw_value,row_count
forecast_substrateBE_hdd,type,FixedGrowth1%_ExponentialSmoothing_Ensemble                                                                                                           ,149017
forecast_substrateBE_hdd,type,"ETS_AAZ180HaLb+Arima(0.5,0.5)                                                                                                                         ",133959
forecast_substrateBE_hdd,type,FixedGrowth4%                                                                                                                                         ,131505
forecast_substrateBE_hdd,type,"ETS_AAZ180HaHb+Prophet(0.5,0.5)                                                                                                                       ",131038
forecast_substrateBE_hdd,type,"ETS_AAZ180HaLb+Fixed_0.06(0.5,0.5)                                                                                                                    ",121453
forecast_substrateBE_hdd,type,Fixed_0.006                                                                                                                                           ,120408
forecast_substrateBE_hdd,type,FixedGrowth5%                                                                                                                                         ,108572
forecast_substrateBE_hdd,type,"ETS_AAZ180La+Prophet(0.5,0.5)                                                                                                                         ",104795
forecast_substrateBE_hdd,type,FixedGrowth2%_ExponentialSmoothing_Ensemble                                                                                                           ,101260
forecast_substrateBE_hdd,type,"ETS_AAZ180La+Fixed_0.04(0.5,0.5)                                                                                                                      ",88738
forecast_substrateBE_hdd,type,"Fixed_0.015+Fixed_0.03(0.5,0.5)                                                                                                                       ",88200
forecast_substrateBE_hdd,type,FixedGrowth1%_ARIMA_Ensemble                                                                                                                          ,88198
forecast_substrateBE_hdd,type,Fixed_0.005                                                                                                                                           ,86725
forecast_substrateBE_hdd,type,ExponentialSmoothing_ARIMA_Ensemble                                                                                                                   ,79532
forecast_substrateBE_hdd,type,"bsts_trend+bsts_regression(0.5,0.5)                                                                                                                   ",74075
forecast_substrateBE_hdd,type,"bsts+Fixed_0.03(0.5,0.5)                                                                                                                              ",73328
forecast_substrateBE_hdd,type,"bsts_regression+Fixed_0.02(0.5,0.5)                                                                                                                   ",72339
forecast_substrateBE_hdd,type,"Fixed_0.03+Fixed_0.04(0.5,0.5)                                                                                                                        ",71831
forecast_substrateBE_hdd,type,"Fixed_0.04+Linear(0.5,0.5)                                                                                                                            ",69568
forecast_substrateBE_hdd,type,Fixed_0.06                                                                                                                                            ,65264
forecast_substrateBE_hdd,type,FixedGrowth1%_FixedGrowth2%_Ensemble                                                                                                                  ,63637
forecast_substrateBE_hdd,type,"ETS_AAZ180La+Fixed_0.02(0.5,0.5)                                                                                                                      ",60905
forecast_substrateBE_hdd,type,Fixed_0.003                                                                                                                                           ,60277
forecast_substrateBE_hdd,type,"bsts_reg+Fixed_0.03(0.5,0.5)                                                                                                                          ",53633
forecast_substrateBE_hdd,type,"Fixed_0.05+Linear(0.5,0.5)                                                                                                                            ",53483
forecast_substrateBE_hdd,type,"ETS_AAZ180La+Fixed_0.015(0.5,0.5)                                                                                                                     ",52152
forecast_substrateBE_hdd,type,"Prophet+Fixed_0.015(0.5,0.5)                                                                                                                          ",50906
forecast_substrateBE_hdd,type,FixedGrowth3%_ARIMA_Ensemble                                                                                                                          ,50612
forecast_substrateBE_hdd,type,FixedGrowth2%_FixedGrowth1%_Ensemble                                                                                                                  ,49164
forecast_substrateBE_hdd,type,Fixed_0.09                                                                                                                                            ,46780
forecast_substrateBE_hdd,type,Fixed_0.027                                                                                                                                           ,46532
forecast_substrateBE_hdd,type,FixedGrowth5%_ExponentialSmoothing_Ensemble                                                                                                           ,46233
forecast_substrateBE_hdd,type,Fixed_0.034                                                                                                                                           ,42739
forecast_substrateBE_hdd,type,"bsts_trend+Fixed_0.06(0.5,0.5)                                                                                                                        ",42040
forecast_substrateBE_hdd,type,FixedGrowth5%_ARIMA_Ensemble                                                                                                                          ,41859
forecast_substrateBE_hdd,type,"ETS+Fixed_0.03(0.5,0.5)                                                                                                                               ",40984
forecast_substrateBE_hdd,type,"ETS_AAZ180La+Linear(0.5,0.5)                                                                                                                          ",39686
forecast_substrateBE_hdd,type,"bsts_regression+Fixed_0.04(0.5,0.5)                                                                                                                   ",39282
forecast_substrateBE_hdd,type,FixedGrowth3%_ExponentialSmoothing_Ensemble                                                                                                           ,39035
forecast_substrateBE_hdd,type,Fixed_0                                                                                                                                               ,38988
forecast_substrateBE_hdd,type,Fixed_0.001                                                                                                                                           ,38552
forecast_substrateBE_hdd,type,Fixed_0.002                                                                                                                                           ,37932
forecast_substrateBE_hdd,type,Fixed_0.024                                                                                                                                           ,37835
forecast_substrateBE_hdd,type,"Fixed_0.06+Linear(0.5,0.5)                                                                                                                            ",36940
forecast_substrateBE_hdd,type,"Fixed_0.02+Linear(0.5,0.5)                                                                                                                            ",36735
forecast_substrateBE_hdd,type,Fixed_0.004                                                                                                                                           ,33386
forecast_substrateBE_hdd,type,FixedGrowth4%_ExponentialSmoothing_Ensemble                                                                                                           ,30365
forecast_substrateBE_hdd,type,"Arima+bsts_regression(0.5,0.5)                                                                                                                        ",27872
forecast_substrateBE_hdd,type,"ETS_AAZ180HaLb+Prophet(0.5,0.5)                                                                                                                       ",27386
forecast_substrateBE_hdd,type,"bsts_trend+Fixed_0.02(0.5,0.5)                                                                                                                        ",26010
forecast_substrateBE_hdd,type,"bsts_trend+Fixed_0.05(0.5,0.5)                                                                                                                        ",22240
forecast_substrateBE_hdd,type,Fixed_0.012                                                                                                                                           ,21267
forecast_substrateBE_hdd,type,Fixed_0.014                                                                                                                                           ,21235
forecast_substrateBE_hdd,type,Fixed_0.008                                                                                                                                           ,21226
forecast_substrateBE_hdd,type,"Prophet+Fixed_0.03(0.5,0.5)                                                                                                                           ",18835
forecast_substrateBE_hdd,type,FixedGrowth1%_FixedGrowth3%_Ensemble                                                                                                                  ,18803
forecast_substrateBE_hdd,type,Fixed_0.009                                                                                                                                           ,17832
forecast_substrateBE_hdd,type,"ETS_AAZ180HaLb+Fixed_0.03(0.5,0.5)                                                                                                                    ",17825
forecast_substrateBE_hdd,type,FixedGrowth2%_FixedGrowth3%_Ensemble                                                                                                                  ,17345
forecast_substrateBE_hdd,type,FixedGrowth3%_FixedGrowth1%_Ensemble                                                                                                                  ,13010
forecast_substrateBE_hdd,type,Fixed_0.025                                                                                                                                           ,12705
forecast_substrateBE_hdd,type,Fixed_0.031                                                                                                                                           ,12064
forecast_substrateBE_hdd,type,"ETS_AAZ180HaHb+Linear(0.5,0.5)                                                                                                                        ",11324
forecast_substrateBE_hdd,type,Fixed_0.022                                                                                                                                           ,10143
forecast_substrateBE_hdd,type,Fixed_0.013                                                                                                                                           ,9326
forecast_substrateBE_hdd,type,"Fixed_0.04+Fixed_0.05(0.5,0.5)                                                                                                                        ",9158
forecast_substrateBE_hdd,type,"Fixed_0.03+Linear(0.5,0.5)                                                                                                                            ",8760
forecast_substrateBE_hdd,type,FixedGrowth4%_ARIMA_Ensemble                                                                                                                          ,8687
forecast_substrateBE_hdd,type,Fixed_NA                                                                                                                                              ,8512
forecast_substrateBE_hdd,type,Fixed_0.033                                                                                                                                           ,8512
forecast_substrateBE_hdd,type,Fixed_0.036                                                                                                                                           ,8203
forecast_substrateBE_hdd,type,Fixed_0.016                                                                                                                                           ,7871
forecast_substrateBE_hdd,type,FixedGrowth4%_FixedGrowth3%_Ensemble                                                                                                                  ,7224
forecast_substrateBE_hdd,type,"Prophet+bsts_regression(0.5,0.5)                                                                                                                      ",7096
forecast_substrateBE_hdd,type,"bsts_regression+Fixed_0.03(0.5,0.5)                                                                                                                   ",6646
forecast_substrateBE_hdd,type,Fixed_0.023                                                                                                                                           ,6246
forecast_substrateBE_hdd,type,"Prophet+Fixed_0.02(0.5,0.5)                                                                                                                           ",4669
forecast_substrateBE_hdd,type,"bsts_regression+Linear(0.5,0.5)                                                                                                                       ",4411
forecast_substrateBE_hdd,type,FixedGrowth3%_FixedGrowth2%_Ensemble                                                                                                                  ,4355
forecast_substrateBE_hdd,type,Fixed_0.032                                                                                                                                           ,4256
forecast_substrateBE_hdd,type,Fixed_0.043                                                                                                                                           ,4256
forecast_substrateBE_hdd,type,Fixed_0.028                                                                                                                                           ,4256
forecast_substrateBE_hdd,type,Fixed_0.021                                                                                                                                           ,4197
forecast_substrateBE_hdd,type,"ETS_AAZ180HaHb+bsts_regression(0.5,0.5)                                                                                                               ",3954
forecast_substrateBE_hdd,type,Fixed_0.055                                                                                                                                           ,3898
forecast_substrateBE_hdd,type,"ETS_AAZ180HaHb+bsts_trend(0.5,0.5)                                                                                                                    ",3769
forecast_substrateBE_hdd,type,"ETS_AAZ180La+Fixed_0.03(0.5,0.5)                                                                                                                      ",2949
forecast_substrateBE_hdd,type,FixedGrowth4%_FixedGrowth5%_Ensemble                                                                                                                  ,2901
forecast_substrateBE_hdd,type,FixedGrowth1%_FixedGrowth4%_Ensemble                                                                                                                  ,2892
forecast_substrateBE_hdd,type,"ETS_AAZ180La+bsts_trend(0.5,0.5)                                                                                                                      ",2463
forecast_substrateBE_hdd,type,"Prophet+Fixed_0.06(0.5,0.5)                                                                                                                           ",2196
forecast_substrateBE_hdd,type,Extrapolated                                                                                                                                          ,2048
forecast_substrateBE_hdd,type,Fixed_0.039                                                                                                                                           ,2039
forecast_substrateBE_hdd,type,"bsts_reg+Fixed_0.04(0.5,0.5)                                                                                                                          ",1949
forecast_substrateBE_hdd,type,"bsts_trend+Fixed_0.015(0.5,0.5)                                                                                                                       ",1905
forecast_substrateBE_hdd,type,"ETS+Fixed_0.015(0.5,0.5)                                                                                                                              ",1653
forecast_substrateBE_hdd,type,stubbed                                                                                                                                               ,1597
forecast_substrateBE_hdd,type,AAZ90HaLb                                                                                                                                             ,1582
forecast_substrateBE_hdd,type,"ETS_AAZ180HaLb+ETS_AAZ180HaHb(0.5,0.5)                                                                                                                ",1460
forecast_substrateBE_hdd,type,"ETS_AAZ180La+Arima(0.5,0.5)                                                                                                                           ",1460
forecast_substrateBE_hdd,type,"Fixed_0.015+Fixed_0.04(0.5,0.5)                                                                                                                       ",1460
forecast_substrateBE_hdd,type,FixedGrowth1%_FixedGrowth5%_Ensemble                                                                                                                  ,1454
forecast_substrateBE_hdd,type,FixedGrowth5%_FixedGrowth2%_Ensemble                                                                                                                  ,1454
forecast_substrateBE_hdd,type,FixedGrowth5%_FixedGrowth4%_Ensemble                                                                                                                  ,1445
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.01,929680
forecast_substrateBE_hdd_region,ModelVersion,actual,830299
forecast_substrateBE_hdd_region,ModelVersion,ETS_AAZ180HaLb,596005
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.02,450123
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.05,426254
forecast_substrateBE_hdd_region,ModelVersion,ARIMA,281453
forecast_substrateBE_hdd_region,ModelVersion,Linear,277726
forecast_substrateBE_hdd_region,ModelVersion,"Arima+Linear(0.5,0.5)",197075
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.04,196473
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.015,187630
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.011,160765
forecast_substrateBE_hdd_region,ModelVersion,bsts_trend,156003
forecast_substrateBE_hdd_region,ModelVersion,"bsts_trend+Linear(0.5,0.5)",151218
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+Linear(0.5,0.5)",147843
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaHb+Fixed_0.01(0.5,0.5)",146847
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth1%,143239
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+Fixed_0.04(0.5,0.5)",134411
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.012,133318
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.016,132852
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.007,132543
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.01+Fixed_0.02(0.5,0.5)",129788
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.006,118770
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.04+Linear(0.5,0.5)",114855
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.014,114055
forecast_substrateBE_hdd_region,ModelVersion,"Prophet+Linear(0.5,0.5)",111128
forecast_substrateBE_hdd_region,ModelVersion,"Arima+bsts_trend(0.5,0.5)",105795
forecast_substrateBE_hdd_region,ModelVersion,"Arima+Prophet(0.5,0.5)",105070
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.013,99577
forecast_substrateBE_hdd_region,ModelVersion,"Arima+Fixed_0.04(0.5,0.5)",95028
forecast_substrateBE_hdd_region,ModelVersion,"Arima+Fixed_0.01(0.5,0.5)",86979
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+Arima(0.5,0.5)",86871
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+bsts_trend(0.5,0.5)",83431
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.02+Linear(0.5,0.5)",81432
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.09,80713
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.009,77610
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.008,76446
forecast_substrateBE_hdd_region,ModelVersion,ExponentialSmoothing,73652
forecast_substrateBE_hdd_region,ModelVersion,"bsts_trend+Fixed_0.04(0.5,0.5)",71566
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.017,69733
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth1.5%,67398
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.06+Linear(0.5,0.5)",66732
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+Fixed_0.01(0.5,0.5)",64698
forecast_substrateBE_hdd_region,ModelVersion,"bsts_trend+Fixed_0.02(0.5,0.5)",60001
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.06,55821
forecast_substrateBE_hdd_region,ModelVersion,Prophet,55476
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.03,55121
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.01+Fixed_0.03(0.5,0.5)",53492
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.01+Linear(0.5,0.5)",53366
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.019,51621
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.018,50238
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaHb+Prophet(0.5,0.5)",49824
forecast_substrateBE_hdd_region,ModelVersion,"Prophet+Fixed_0.04(0.5,0.5)",49579
forecast_substrateBE_hdd_region,ModelVersion,"bsts_trend+Fixed_0.01(0.5,0.5)",47202
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180La+Prophet(0.5,0.5)",47170
forecast_substrateBE_hdd_region,ModelVersion,,46490
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.002,45493
forecast_substrateBE_hdd_region,ModelVersion,"bsts_regression+Fixed_0.02(0.5,0.5)",45389
forecast_substrateBE_hdd_region,ModelVersion,"Arima+Fixed_0.02(0.5,0.5)",44279
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+Fixed_0.06(0.5,0.5)",44250
forecast_substrateBE_hdd_region,ModelVersion,ETS_AAZ180HaHb,40601
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth2%_ARIMA_Ensemble,40545
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.03+Linear(0.5,0.5)",37533
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.031,36835
forecast_substrateBE_hdd_region,ModelVersion,"Arima+Fixed_0.06(0.5,0.5)",36468
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth5%_ExponentialSmoothing_Ensemble,36128
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+Fixed_0.05(0.5,0.5)",34205
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.026,34050
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.05+Linear(0.5,0.5)",32671
forecast_substrateBE_hdd_region,ModelVersion,"Prophet+Fixed_0.01(0.5,0.5)",32407
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.04+Fixed_0.05(0.5,0.5)",31160
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+Prophet(0.5,0.5)",31091
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180La+Fixed_0.01(0.5,0.5)",30742
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+Fixed_0.03(0.5,0.5)",30215
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.004,29691
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth5%,28950
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth5%_ARIMA_Ensemble,28880
forecast_substrateBE_hdd_region,ModelVersion,"Prophet+bsts_trend(0.5,0.5)",28328
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.02+Fixed_0.03(0.5,0.5)",28249
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth2%,27512
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth4%,27458
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.024,27434
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+Fixed_0.02(0.5,0.5)",26046
forecast_substrateBE_hdd_region,ModelVersion,"Prophet+Fixed_0.06(0.5,0.5)",25871
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.025,25871
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaHb+Fixed_0.02(0.5,0.5)",25767
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.022,25212
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaHb+Arima(0.5,0.5)",24916
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.01+Fixed_0.04(0.5,0.5)",23854
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.035,23554
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.027,23388
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaHb+Linear(0.5,0.5)",23158
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.021,21953
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.023,21952
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth4%_ARIMA_Ensemble,21716
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.03+Fixed_0.04(0.5,0.5)",20364
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.033,18797
forecast_substrateBE_hdd_region,ModelVersion,"Arima+Fixed_0.05(0.5,0.5)",18790
forecast_substrateBE_hdd_region,ModelVersion,"Prophet+Fixed_0.02(0.5,0.5)",18712
forecast_substrateBE_hdd_region,ModelVersion,"bsts_trend+Fixed_0.05(0.5,0.5)",18501
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180La+Linear(0.5,0.5)",18374
forecast_substrateBE_hdd_region,ModelVersion,"bsts_trend+Fixed_0.06(0.5,0.5)",17939
forecast_substrateBE_hdd_region,ModelVersion,"Prophet+bsts_regression(0.5,0.5)",17628
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth3%,17326
forecast_substrateBE_hdd_region,ModelVersion,"Arima+bsts_regression(0.5,0.5)",17322
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.032,16810
forecast_substrateBE_hdd_region,ModelVersion,"Prophet+Fixed_0.05(0.5,0.5)",16442
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.034,16416
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.003,16294
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaHb+bsts_regression(0.5,0.5)",16202
forecast_substrateBE_hdd_region,ModelVersion,"Prophet+Fixed_0.03(0.5,0.5)",16095
forecast_substrateBE_hdd_region,ModelVersion,"Arima+Fixed_0.03(0.5,0.5)",16093
forecast_substrateBE_hdd_region,ModelVersion,"bsts_trend+Fixed_0.03(0.5,0.5)",15957
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth3%_ExponentialSmoothing_Ensemble,15920
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth3%_ARIMA_Ensemble,15915
forecast_substrateBE_hdd_region,ModelVersion,ExponentialSmoothing_ARIMA_Ensemble,15915
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.001,13041
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth2%_FixedGrowth1%_Ensemble,13003
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.029,12771
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.037,12745
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.05+Fixed_0.06(0.5,0.5)",12479
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180La+Fixed_0.04(0.5,0.5)",12311
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.038,12039
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.048,11887
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth1%_ExponentialSmoothing_Ensemble,11612
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaHb+ETS_AAZ180La(0.5,0.5)",11579
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth2%_ExponentialSmoothing_Ensemble,11567
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.02+Fixed_0.04(0.5,0.5)",11421
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180La+Fixed_0.03(0.5,0.5)",11267
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaHb+Fixed_0.03(0.5,0.5)",10970
forecast_substrateBE_hdd_region,ModelVersion,"bsts_regression+Fixed_0.01(0.5,0.5)",9936
forecast_substrateBE_hdd_region,ModelVersion,"Fixed_0.02+Fixed_0.05(0.5,0.5)",9846
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180HaLb+bsts_regression(0.5,0.5)",9693
forecast_substrateBE_hdd_region,ModelVersion,ETS_AAZ180La,9689
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.087,9513
forecast_substrateBE_hdd_region,ModelVersion,FixedGrowth1%_FixedGrowth2%_Ensemble,8691
forecast_substrateBE_hdd_region,ModelVersion,Fixed_0.036,8597
forecast_substrateBE_hdd_region,ModelVersion,"ETS_AAZ180La+bsts_trend(0.5,0.5)",8480
