metric_id,metric_name,db_type,scenario,scenario_status,granularity,entity_key,forecast_version,unit,unit_status,availability_status,computability_status,not_computable_reason,explanation_context,safe_summary,assistant_allowed_claims,assistant_disallowed_claims,evidence_level,source_object,source_file
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,APC-Multitenant,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key APC-Multitenant, forecast version 2026-04-16: average MAPE 0.901875, average accuracy 99.098125, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,LAM-Multitenant,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key LAM-Multitenant, forecast version 2026-04-16: average MAPE 0.079375, average accuracy 99.920625, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,NAM-MSIT,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key NAM-MSIT, forecast version 2026-04-16: average MAPE 4.320625, average accuracy 95.679375, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,NAM-Multitenant,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key NAM-Multitenant, forecast version 2026-04-16: average MAPE 13.299375, average accuracy 86.700625, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,NOR-Go Local,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key NOR-Go Local, forecast version 2026-04-16: average MAPE 46.986875, average accuracy 53.013125, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,DNK-Go Local,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key DNK-Go Local, forecast version 2026-04-16: average MAPE 66.89, average accuracy 33.11, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,NAM-TDF,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key NAM-TDF, forecast version 2026-04-16: average MAPE 1.831875, average accuracy 98.168125, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,IDN-Go Local,2026-05-01,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key IDN-Go Local, forecast version 2026-05-01: average MAPE 8.744063, average accuracy 91.255938, across 32 evaluation windows from 2026-05-01 to 2026-06-09.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,EUR-Multitenant,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key EUR-Multitenant, forecast version 2026-04-16: average MAPE 14.93, average accuracy 85.07, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,POL-Go Local,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key POL-Go Local, forecast version 2026-04-16: average MAPE 124.596875, average accuracy 0.0, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,APC-MSIT,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key APC-MSIT, forecast version 2026-04-16: average MAPE 0.738125, average accuracy 99.261875, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,NAM-SDF,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key NAM-SDF, forecast version 2026-04-16: average MAPE 7.85125, average accuracy 92.14875, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,ZAF-Go Local,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key ZAF-Go Local, forecast version 2026-04-16: average MAPE 0.430625, average accuracy 99.569375, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,AUT-Go Local,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key AUT-Go Local, forecast version 2026-04-16: average MAPE 37.545, average accuracy 62.455, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,CHL-Go Local,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key CHL-Go Local, forecast version 2026-04-16: average MAPE 13.05625, average accuracy 86.94375, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,NAM-GCC Low,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key NAM-GCC Low, forecast version 2026-04-16: average MAPE 0.104375, average accuracy 99.895625, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,EUR-Go Local,2026-05-01,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key EUR-Go Local, forecast version 2026-05-01: average MAPE 9.317187, average accuracy 90.682812, across 32 evaluation windows from 2026-05-01 to 2026-06-09.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,ARE-Go Local,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key ARE-Go Local, forecast version 2026-04-16: average MAPE 5.875, average accuracy 94.125, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,CHL-Go Local,2026-05-01,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key CHL-Go Local, forecast version 2026-05-01: average MAPE 1.5225, average accuracy 98.4775, across 32 evaluation windows from 2026-05-01 to 2026-06-09.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,NAM-MSIT,2026-05-01,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key NAM-MSIT, forecast version 2026-05-01: average MAPE 0.862187, average accuracy 99.137812, across 32 evaluation windows from 2026-05-01 to 2026-06-09.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,EUR-Dedicated,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key EUR-Dedicated, forecast version 2026-04-16: average MAPE 1.05375, average accuracy 98.94625, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,IDN-Go Local,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key IDN-Go Local, forecast version 2026-04-16: average MAPE 0.599375, average accuracy 99.400625, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,KOR-Go Local,2026-05-01,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key KOR-Go Local, forecast version 2026-05-01: average MAPE 23.85875, average accuracy 76.14125, across 32 evaluation windows from 2026-05-01 to 2026-06-09.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,AUS-Go Local,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key AUS-Go Local, forecast version 2026-04-16: average MAPE 1.090625, average accuracy 98.909375, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,DEU-Go Local,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key DEU-Go Local, forecast version 2026-04-16: average MAPE 0.4025, average accuracy 99.5975, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,APC-MSIT,2026-03-07,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key APC-MSIT, forecast version 2026-03-07: average MAPE 0.81, average accuracy 99.19, across 9 evaluation windows from 2026-04-07 to 2026-04-21.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,APC-MSIT,2026-05-01,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key APC-MSIT, forecast version 2026-05-01: average MAPE 0.536875, average accuracy 99.463125, across 32 evaluation windows from 2026-05-01 to 2026-06-09.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,BRA-Go Local,2026-05-01,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key BRA-Go Local, forecast version 2026-05-01: average MAPE 0.928125, average accuracy 99.071875, across 32 evaluation windows from 2026-05-01 to 2026-06-09.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,ISR-Go Local,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key ISR-Go Local, forecast version 2026-04-16: average MAPE 0.86125, average accuracy 99.13875, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,NAM-ITAR DoD,2026-04-16,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key NAM-ITAR DoD, forecast version 2026-04-16: average MAPE 0.68, average accuracy 99.32, across 16 evaluation windows from 2026-04-16 to 2026-05-06.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
hdd_edb,hdd_edb,EDB,not_applicable,not_applicable,region,AUT-Go Local,2026-05-01,UNKNOWN,pending_d5,local_ingested,accuracy_only,NO_TARGET_DATE_GRAIN|NO_FORECAST_FACT_TABLE|SHINY_NOT_CONNECTED,"Multiple forecast versions are retained, so cross version accuracy comparison is available.","hdd_edb / EDB at region grain, key AUT-Go Local, forecast version 2026-05-01: average MAPE 13.305, average accuracy 86.695, across 32 evaluation windows from 2026-05-01 to 2026-06-09.",observed accuracy|observed bias|evaluation window coverage|source identity,cross metric raw aggregation|invented scenario values,VERIFIED_LOCAL,forecast_substrateBE_hdd_region_metrics,hdd_region_metrics.csv
