run_id,entity_key,window_id,model_name,forecast_rows,rmsse,rmse_model_adjusted,rmse_naive,denominator_floored,risk_status,created_timestamp
non_negative_policy_20260612_122931,APC-Dedicated,3,ETS_Current,30,7.621079666758505,289.9002153606082,38.0392579577786,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,3,FixedGrowth_1_5,30,1.2849575706318621,48.87883249406592,38.0392579577786,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,3,FixedGrowth_3,30,1.5783534800138275,60.03939517480353,38.0392579577786,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,3,FixedGrowth_4,30,1.776580323863455,67.57979722215582,38.0392579577786,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,3,FixedGrowth_6,30,2.176756895162495,82.80221704645938,38.0392579577786,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,3,LinearRegression,30,22.363843915618983,850.704027633728,38.0392579577786,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,4,ARIMA_Fixed,30,1.5252898692431518,8.31984236710273,5.454597539044189,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,4,ETS_Current,30,0.5710647423237721,3.114928338114152,5.454597539044189,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,4,FixedGrowth_1_5,30,1.1719595533019926,6.392567695300376,5.454597539044189,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,4,FixedGrowth_3,30,3.2294842917590336,17.615537070210692,5.454597539044189,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,4,FixedGrowth_4,30,4.614175605929021,25.16847090481817,5.454597539044189,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,4,FixedGrowth_6,30,7.388470693432009,40.301134061694356,5.454597539044189,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,4,LinearRegression,30,0.29124235544079863,1.5886098352528135,5.454597539044189,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,5,ARIMA_Fixed,30,1.4102516763233057,9.50744535219134,6.741665698266272,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,5,ETS_Current,30,0.4626047899618059,3.11872684433918,6.741665698266272,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,5,FixedGrowth_1_5,30,0.7051512298754424,4.753893858541545,6.741665698266272,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,5,FixedGrowth_3,30,2.39931312445944,16.17536699056828,6.741665698266272,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,5,FixedGrowth_4,30,3.530474586796588,23.80127942040735,6.741665698266272,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,5,FixedGrowth_6,30,5.793299125650354,39.05648599519298,6.741665698266272,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,5,LinearRegression,30,0.21854969105925134,1.473388955580846,6.741665698266272,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,6,ARIMA_Fixed,30,0.5285623226643473,4.118643540443442,7.792162558395033,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,6,ETS_Current,30,0.04157517737594805,0.3239605405074946,7.792162558395033,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,6,FixedGrowth_1_5,30,0.4833318132081809,3.766200058161969,7.792162558395033,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,6,FixedGrowth_3,30,1.9649184500497454,15.310963976777225,7.792162558395033,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,6,FixedGrowth_4,30,2.9529709341304273,23.01002954895992,7.792162558395033,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,6,FixedGrowth_6,30,4.929153067089972,38.408761973976524,7.792162558395033,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,6,LinearRegression,30,0.2821481594549067,2.198544324024595,7.792162558395033,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,7,ARIMA_Fixed,30,0.2212991031568919,1.765182091761626,7.976453887886681,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,7,ETS_Current,30,0.09397740871941358,0.7496064671534821,7.976453887886681,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,7,FixedGrowth_1_5,30,0.46890601377662267,3.7402071966419874,7.976453887886681,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,7,FixedGrowth_3,30,1.9285419658656293,15.382926061581522,7.976453887886681,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,7,FixedGrowth_4,30,2.903398711204261,23.158825938070407,7.976453887886681,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,7,FixedGrowth_6,30,4.853520566205746,38.713882990249786,7.976453887886681,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,7,LinearRegression,30,0.3241473182967704,2.5855461372763155,7.976453887886681,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,8,ARIMA_Fixed,30,1.6201137673666994,7.386016051380909,4.558949007257677,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,8,ETS_Current,30,1.5886944745090044,7.242777097398582,4.558949007257677,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,8,FixedGrowth_1_5,30,1.6846887412013027,7.680410064237864,4.558949007257677,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,8,FixedGrowth_3,30,4.250539846040948,19.377994411417582,4.558949007257677,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,8,FixedGrowth_4,30,5.971515359325558,27.223834019221226,4.558949007257677,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,8,FixedGrowth_6,30,9.417915090870546,42.935794653961366,4.558949007257677,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,8,LinearRegression,30,0.46942214649695885,2.1400716287570782,4.558949007257677,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,9,ARIMA_Fixed,30,1.0009554264161549,414.83516552616766,414.4391993672022,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,9,ETS_Current,30,1.005785066483721,416.8367576890015,414.4391993672022,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,9,FixedGrowth_1_5,30,1.020661669959131,423.0022053226538,414.4391993672022,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,9,FixedGrowth_3,30,1.0416998541252176,431.7212535245865,414.4391993672022,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,9,FixedGrowth_4,30,1.055923387862217,437.61604345872087,414.4391993672022,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,9,FixedGrowth_6,30,1.0848177544255533,449.5910016034524,414.4391993672022,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,9,LinearRegression,30,1.0076444617532296,417.6073639758039,414.4391993672022,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,10,ARIMA_Fixed,30,1.7411307462621926,50.922739600329464,29.24693605557703,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,10,ETS_Current,30,1.7680270739453543,51.70937477620874,29.24693605557703,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,10,FixedGrowth_1_5,30,1.022077365749548,29.892631359929652,29.24693605557703,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,10,FixedGrowth_3,30,1.0441657924035284,30.538650161846917,29.24693605557703,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,10,FixedGrowth_4,30,1.0588972133137795,30.969499087216825,29.24693605557703,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,10,FixedGrowth_6,30,1.0883731343311644,31.83157946439152,29.24693605557703,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,10,LinearRegression,30,1.7680270739453543,51.70937477620874,29.24693605557703,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,11,ARIMA_Fixed,30,0.5716704283393259,0.10205385527685282,0.17851868877198032,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,11,ETS_Current,30,73.36887274720365,13.097714959509078,0.17851868877198032,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,11,FixedGrowth_1_5,30,0.43349968030539743,0.07738779451119221,0.17851868877198032,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,11,FixedGrowth_3,30,1.8262131460396527,0.3260131762491518,0.17851868877198032,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,11,FixedGrowth_4,30,2.7627349076627064,0.49319981314052447,0.17851868877198032,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,11,FixedGrowth_6,30,4.637558726960687,0.8278909030400761,0.17851868877198032,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,11,LinearRegression,30,98.60418151977261,17.60268919234414,0.17851868877198032,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,12,ARIMA_Fixed,30,0.5782431152417797,0.14766507051468244,0.2553684888283356,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,12,ETS_Current,30,0.3156049861252318,0.08059556837348827,0.2553684888283356,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,12,FixedGrowth_1_5,30,0.24332696796417735,0.062138040100192804,0.2553684888283356,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,12,FixedGrowth_3,30,1.0474474619751113,0.26748507549165973,0.2553684888283356,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,12,FixedGrowth_4,30,1.6995291994661885,0.43400620338731155,0.2553684888283356,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,12,FixedGrowth_6,30,3.0181472805148974,0.7707397100864402,0.2553684888283356,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Dedicated,12,LinearRegression,30,77.25261468105681,19.727883469139172,0.2553684888283356,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,1,ARIMA_Fixed,30,1.3680365150029825,54.6685724969044,39.96134013775591,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,1,ETS_Current,30,0.9122038189138425,36.452887082575955,39.96134013775591,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,1,FixedGrowth_1_5,30,1.5153761962927483,60.55646361671329,39.96134013775591,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,1,FixedGrowth_3,30,2.0847914038245343,83.31105840450185,39.96134013775591,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,1,FixedGrowth_4,30,2.476226153927756,98.95331559511418,39.96134013775591,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,1,FixedGrowth_6,30,3.2721875029464034,130.7609977997554,39.96134013775591,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,1,LinearRegression,30,1.9157048951759426,76.55413491968987,39.96134013775591,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,2,ARIMA_Fixed,30,2.6060617324900166,242.11624139839805,92.90502921704122,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,2,ETS_Current,30,2.202044558779172,204.58101407060562,92.90502921704122,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,2,FixedGrowth_1_5,30,1.2217692267463882,113.50850570735506,92.90502921704122,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,2,FixedGrowth_3,30,1.4531638770031787,135.0062324501292,92.90502921704122,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,2,FixedGrowth_4,30,1.6107342829952753,149.64531562256596,92.90502921704122,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,2,FixedGrowth_6,30,1.9308938793123052,179.38975227251575,92.90502921704122,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,2,LinearRegression,30,1.8205781174314217,169.1408631918721,92.90502921704122,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,3,ARIMA_Fixed,30,0.9135856840050572,139.61903693692074,152.82533360729397,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,3,ETS_Current,30,0.7583859096988766,115.90057965280194,152.82533360729397,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,3,FixedGrowth_1_5,30,1.1448003762339463,174.9544994117085,152.82533360729397,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,3,FixedGrowth_3,30,1.2900344238034707,197.14994118265867,152.82533360729397,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,3,FixedGrowth_4,30,1.3870307963076656,211.97344416930963,152.82533360729397,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,3,FixedGrowth_6,30,1.5813252910722193,241.66656514976316,152.82533360729397,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,3,LinearRegression,30,1.1209880152907647,171.31536740658947,152.82533360729397,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,4,ARIMA_Fixed,30,1.0686940568816647,258.9927484659943,242.3450816426429,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,4,ETS_Current,30,1.0309382024593394,249.84280284352812,242.3450816426429,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,4,FixedGrowth_1_5,30,1.0482654806702312,254.04198349619148,242.3450816426429,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,4,FixedGrowth_3,30,1.1009578238769377,266.81171371256295,242.3450816426429,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,4,FixedGrowth_4,30,1.138243984374381,275.8478313224565,242.3450816426429,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,4,FixedGrowth_6,30,1.2172775509376381,295.0012274637383,242.3450816426429,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,4,LinearRegression,30,1.0611850037706299,257.1729663767416,242.3450816426429,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,5,ARIMA_Fixed,30,1.0,68.17593691329664,68.17593691329664,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,5,ETS_Current,30,7.579830594965486,516.7620524558426,68.17593691329664,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,5,FixedGrowth_1_5,30,0.7482067970546202,51.00969939409553,68.17593691329664,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,5,FixedGrowth_3,30,0.5343114152471796,36.42718133794596,68.17593691329664,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,5,FixedGrowth_4,30,0.4413060402851118,30.086452761934524,68.17593691329664,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,5,FixedGrowth_6,30,0.4841743916305188,33.009042778836026,68.17593691329664,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,5,LinearRegression,30,1.7858189914125853,121.74988289711143,68.17593691329664,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,6,ARIMA_Fixed,30,1.8675537181497248,80.94017611326808,43.34021309623126,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,6,ETS_Current,30,1.6617301696706,72.01973966196033,43.34021309623126,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,6,FixedGrowth_1_5,30,1.4609371004559657,63.317325253951765,43.34021309623126,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,6,FixedGrowth_3,30,1.9264020223675562,83.49067415842075,43.34021309623126,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,6,FixedGrowth_4,30,2.2378337653438503,96.98819226394406,43.34021309623126,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,6,FixedGrowth_6,30,2.862071071581104,124.042770138884,43.34021309623126,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,6,LinearRegression,30,1.0884557314561039,47.173903347121815,43.34021309623126,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,7,ARIMA_Fixed,30,1.5978976092024326,6.453186857419502,4.038548415277069,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,7,ETS_Current,30,10.669867966887319,43.09077836888835,4.038548415277069,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,7,FixedGrowth_1_5,30,5.547740733171024,22.404819546315885,4.038548415277069,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,7,FixedGrowth_3,30,10.412299073107759,42.05057392109023,4.038548415277069,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,7,FixedGrowth_4,30,13.666181307954856,55.19153486413019,4.038548415277069,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,7,FixedGrowth_6,30,20.18109050540045,81.5023110791481,4.038548415277069,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,7,LinearRegression,30,7.578227498995274,30.60503865667647,4.038548415277069,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,8,ARIMA_Fixed,30,0.9380910130786535,32.52208961134938,34.66837349247967,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,8,ETS_Current,30,0.7593356125967609,26.32493062364535,34.66837349247967,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,8,FixedGrowth_1_5,30,0.55893119379324,19.37723538302157,34.66837349247967,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,8,FixedGrowth_3,30,0.5234579453565886,18.147435557228224,34.66837349247967,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,8,FixedGrowth_4,30,0.7804342908361703,27.056387481046855,34.66837349247967,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,8,FixedGrowth_6,30,1.4645192686272663,50.772500991703225,34.66837349247967,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,8,LinearRegression,30,0.7009933915931387,24.302300715510984,34.66837349247967,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,9,ARIMA_Fixed,30,0.7714151506277144,13.556587945093145,17.573660478488016,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,9,ETS_Current,30,1.2265245647297747,21.55452626908636,17.573660478488016,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,9,FixedGrowth_1_5,30,2.110008294631265,37.08056937664336,17.573660478488016,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,9,FixedGrowth_3,30,3.243795768817911,57.005365502761975,17.573660478488016,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,9,FixedGrowth_4,30,4.002916433210715,70.34589432100536,17.573660478488016,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,9,FixedGrowth_6,30,5.524145717801443,97.07946127833604,17.573660478488016,False,high_risk,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,9,LinearRegression,30,1.5867301221106431,27.884656436962274,17.573660478488016,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,10,ARIMA_Fixed,30,0.3650716430367339,15.943780638943553,43.67301855142792,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,10,ETS_Current,30,0.7757189360613131,33.87798748529966,43.67301855142792,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,10,FixedGrowth_1_5,30,0.5950967270946999,25.98967040230087,43.67301855142792,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,10,FixedGrowth_3,30,0.3555088031415513,15.52614255479691,43.67301855142792,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,10,FixedGrowth_4,30,0.4547879052239136,19.861960621809022,43.67301855142792,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,10,FixedGrowth_6,30,0.9618722045449937,42.00786263319638,43.67301855142792,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,10,LinearRegression,30,0.7597471599318977,33.18045181010045,43.67301855142792,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,11,ARIMA_Fixed,30,1.0,22.52329510083408,22.52329510083408,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,11,ETS_Current,30,1.263083231060598,28.448796350092845,22.52329510083408,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,11,FixedGrowth_1_5,30,0.5233606779194945,11.787806992953353,22.52329510083408,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,11,FixedGrowth_3,30,1.0879514292261572,24.504251095834938,22.52329510083408,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,11,FixedGrowth_4,30,1.642838460308763,37.00213544453416,22.52329510083408,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,11,FixedGrowth_6,30,2.812575097769407,63.348458920317626,22.52329510083408,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,11,LinearRegression,30,0.6457545193006105,14.544519600904906,22.52329510083408,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,12,ARIMA_Fixed,30,1.2112541143057014,20.863427480133037,17.224649422216483,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,12,ETS_Current,30,0.47778443543265864,8.229669399719173,17.224649422216483,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,12,FixedGrowth_1_5,30,0.3948301221333782,6.800810435078358,17.224649422216483,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,12,FixedGrowth_3,30,1.4857528573873975,25.59157209655433,17.224649422216483,False,acceptable,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,12,FixedGrowth_4,30,2.2768149746519484,39.21733973763252,17.224649422216483,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,12,FixedGrowth_6,30,3.872679010279318,66.70553827683757,17.224649422216483,False,warning,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-MSIT,12,LinearRegression,30,0.850504749950916,14.649646149834421,17.224649422216483,False,beats_naive,2026-06-12T12:29:31
non_negative_policy_20260612_122931,APC-Multitenant,1,ARIMA_Fixed,30,0.3648963988534579,2603.9465762742025,7136.125718028653,False,beats_naive,2026-06-12T12:29:31
