DateTime,Key,Value,ModelVersion,ForecastVersion,Scenario,Resource,ValueType
2026-06-30,APC-Dedicated,29.69877889273101,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-01,APC-Dedicated,29.70821981166325,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-02,APC-Dedicated,29.717660730595487,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-03,APC-Dedicated,29.727101649527725,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-04,APC-Dedicated,29.736542568459964,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-05,APC-Dedicated,29.745983487392202,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-06,APC-Dedicated,29.75542440632444,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-07,APC-Dedicated,29.76486532525668,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-08,APC-Dedicated,29.774306244188917,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-09,APC-Dedicated,29.783747163121156,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-10,APC-Dedicated,29.793188082053394,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-11,APC-Dedicated,29.80262900098563,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-12,APC-Dedicated,29.812069919917867,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-13,APC-Dedicated,29.821510838850106,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-14,APC-Dedicated,29.830951757782344,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-15,APC-Dedicated,29.840392676714583,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-16,APC-Dedicated,29.84983359564682,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-17,APC-Dedicated,29.85927451457906,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-18,APC-Dedicated,29.868715433511298,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-19,APC-Dedicated,29.878156352443536,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-20,APC-Dedicated,29.887597271375775,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-21,APC-Dedicated,29.897038190308013,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-22,APC-Dedicated,29.90647910924025,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-23,APC-Dedicated,29.91592002817249,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-24,APC-Dedicated,29.92536094710473,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-25,APC-Dedicated,29.934801866036967,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-26,APC-Dedicated,29.944242784969205,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-27,APC-Dedicated,29.95368370390144,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-28,APC-Dedicated,29.96312462283368,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-29,APC-Dedicated,29.972565541765917,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-30,APC-Dedicated,29.982006460698155,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-07-31,APC-Dedicated,29.991447379630394,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-01,APC-Dedicated,30.000888298562632,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-02,APC-Dedicated,30.01032921749487,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-03,APC-Dedicated,30.01977013642711,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-04,APC-Dedicated,30.029211055359347,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-05,APC-Dedicated,30.038651974291586,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-06,APC-Dedicated,30.048092893223824,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-07,APC-Dedicated,30.057533812156063,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-08,APC-Dedicated,30.0669747310883,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-09,APC-Dedicated,30.07641565002054,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-10,APC-Dedicated,30.085856568952778,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-11,APC-Dedicated,30.095297487885013,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-12,APC-Dedicated,30.10473840681725,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-13,APC-Dedicated,30.11417932574949,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-14,APC-Dedicated,30.123620244681728,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-15,APC-Dedicated,30.133061163613966,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-16,APC-Dedicated,30.142502082546205,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-17,APC-Dedicated,30.151943001478443,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-18,APC-Dedicated,30.16138392041068,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-19,APC-Dedicated,30.17082483934292,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-20,APC-Dedicated,30.18026575827516,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-21,APC-Dedicated,30.189706677207397,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-22,APC-Dedicated,30.199147596139635,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-23,APC-Dedicated,30.208588515071874,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-24,APC-Dedicated,30.218029434004112,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-25,APC-Dedicated,30.22747035293635,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-26,APC-Dedicated,30.23691127186859,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-27,APC-Dedicated,30.246352190800827,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-28,APC-Dedicated,30.255793109733062,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-29,APC-Dedicated,30.2652340286653,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-30,APC-Dedicated,30.27467494759754,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-08-31,APC-Dedicated,30.284115866529778,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-01,APC-Dedicated,30.293556785462016,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-02,APC-Dedicated,30.302997704394254,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-03,APC-Dedicated,30.312438623326493,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-04,APC-Dedicated,30.32187954225873,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-05,APC-Dedicated,30.33132046119097,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-06,APC-Dedicated,30.340761380123208,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-07,APC-Dedicated,30.350202299055447,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-08,APC-Dedicated,30.359643217987685,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-09,APC-Dedicated,30.369084136919923,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-10,APC-Dedicated,30.378525055852162,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-11,APC-Dedicated,30.3879659747844,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-12,APC-Dedicated,30.397406893716635,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-13,APC-Dedicated,30.406847812648873,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-14,APC-Dedicated,30.416288731581112,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-15,APC-Dedicated,30.42572965051335,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-16,APC-Dedicated,30.43517056944559,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-17,APC-Dedicated,30.444611488377827,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-18,APC-Dedicated,30.454052407310066,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-19,APC-Dedicated,30.463493326242304,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-20,APC-Dedicated,30.472934245174542,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-21,APC-Dedicated,30.48237516410678,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-22,APC-Dedicated,30.49181608303902,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-23,APC-Dedicated,30.501257001971258,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-24,APC-Dedicated,30.510697920903496,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-25,APC-Dedicated,30.520138839835735,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-26,APC-Dedicated,30.529579758767973,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-27,APC-Dedicated,30.53902067770021,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-28,APC-Dedicated,30.54846159663245,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-29,APC-Dedicated,30.557902515564685,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-09-30,APC-Dedicated,30.567343434496923,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-01,APC-Dedicated,30.57678435342916,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-02,APC-Dedicated,30.5862252723614,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-03,APC-Dedicated,30.59566619129364,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-04,APC-Dedicated,30.605107110225877,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-05,APC-Dedicated,30.614548029158115,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-06,APC-Dedicated,30.623988948090354,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-07,APC-Dedicated,30.633429867022592,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-08,APC-Dedicated,30.64287078595483,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-09,APC-Dedicated,30.65231170488707,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-10,APC-Dedicated,30.661752623819307,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-11,APC-Dedicated,30.671193542751546,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-12,APC-Dedicated,30.680634461683784,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-13,APC-Dedicated,30.690075380616022,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-14,APC-Dedicated,30.699516299548257,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-15,APC-Dedicated,30.708957218480496,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-16,APC-Dedicated,30.718398137412734,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-17,APC-Dedicated,30.727839056344973,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-18,APC-Dedicated,30.73727997527721,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-19,APC-Dedicated,30.74672089420945,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-20,APC-Dedicated,30.756161813141688,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-21,APC-Dedicated,30.765602732073926,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-22,APC-Dedicated,30.775043651006165,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-23,APC-Dedicated,30.784484569938403,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-24,APC-Dedicated,30.79392548887064,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-25,APC-Dedicated,30.80336640780288,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-26,APC-Dedicated,30.81280732673512,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-27,APC-Dedicated,30.822248245667357,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-28,APC-Dedicated,30.831689164599595,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-29,APC-Dedicated,30.84113008353183,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-30,APC-Dedicated,30.85057100246407,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-10-31,APC-Dedicated,30.860011921396307,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-01,APC-Dedicated,30.869452840328545,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-02,APC-Dedicated,30.878893759260784,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-03,APC-Dedicated,30.888334678193022,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-04,APC-Dedicated,30.89777559712526,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-05,APC-Dedicated,30.9072165160575,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-06,APC-Dedicated,30.916657434989737,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-07,APC-Dedicated,30.926098353921976,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-08,APC-Dedicated,30.935539272854214,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-09,APC-Dedicated,30.944980191786453,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-10,APC-Dedicated,30.95442111071869,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-11,APC-Dedicated,30.96386202965093,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-12,APC-Dedicated,30.973302948583168,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-13,APC-Dedicated,30.982743867515406,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-14,APC-Dedicated,30.992184786447645,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-15,APC-Dedicated,31.00162570537988,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-16,APC-Dedicated,31.011066624312118,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-17,APC-Dedicated,31.020507543244356,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-18,APC-Dedicated,31.029948462176595,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-19,APC-Dedicated,31.039389381108833,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-20,APC-Dedicated,31.04883030004107,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-21,APC-Dedicated,31.05827121897331,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-22,APC-Dedicated,31.06771213790555,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-23,APC-Dedicated,31.077153056837787,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-24,APC-Dedicated,31.086593975770025,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-25,APC-Dedicated,31.096034894702264,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-26,APC-Dedicated,31.105475813634502,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-27,APC-Dedicated,31.11491673256674,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-28,APC-Dedicated,31.12435765149898,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-29,APC-Dedicated,31.133798570431217,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-11-30,APC-Dedicated,31.143239489363452,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-01,APC-Dedicated,31.152680408295694,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-02,APC-Dedicated,31.16212132722793,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-03,APC-Dedicated,31.171562246160168,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-04,APC-Dedicated,31.181003165092406,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-05,APC-Dedicated,31.190444084024644,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-06,APC-Dedicated,31.199885002956883,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-07,APC-Dedicated,31.20932592188912,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-08,APC-Dedicated,31.21876684082136,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-09,APC-Dedicated,31.228207759753598,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-10,APC-Dedicated,31.237648678685837,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-11,APC-Dedicated,31.247089597618075,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-12,APC-Dedicated,31.256530516550313,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-13,APC-Dedicated,31.26597143548255,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-14,APC-Dedicated,31.27541235441479,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
2026-12-15,APC-Dedicated,31.28485327334703,FixedGrowth1%,2026-05-01,Enterprise,HDD,Forecast-Mean
