file_path,column_name,inferred_type,null_count,sample_values,notes
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,selected_champion,boolean_like,0,False | True,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,deferred_reason,text_like,13,deferred_runtime_impractical | deferred_dependency_blocked,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,risk_flag,boolean_like,0,False | True,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,created_timestamp,date_like,0,2026-06-13T20:36:01,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,risk_id,text_like,0,R-001 | R-002 | R-003 | R-004 | R-005,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,risk_type,text_like,0,model_behavior | deferred_model | decision_condition | audit_condition | sanity_review,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,risk_level,text_like,0,high | medium | advisory | minor,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,model_name,text_like,0,FastNeuralAR_MLP | NBEATS | NHITS | ETS Explicit | Audit #4,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,risk_description,text_like,0,High MASE/RMSSE; possible scale or recursive collapse issue | deferred_runtime_impractical | deferred_dependency_blocked | Champion selected with conditions; confidence is medium | Approve with conditions,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,impact,text_like,0,Not champion eligible; future investigation required | Not included in final tournament | Closure pack and final audit must preserve caveats | Conditions carried into tournament and closure | Non-blocking; document for final audit,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,decision_treatment,text_like,0,carried_forward | documented_deferred | selected_with_conditions | reviewed_not_selected,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,carry_forward_to_dashboard,boolean_like,0,True,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,carry_forward_to_future_work,boolean_like,0,True | False,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,created_timestamp,date_like,0,2026-06-13T20:36:01,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_key_results.csv,metric_name,text_like,0,final_baseline_models | final_challenger_models | tournament_models | official_challenger_forecast_rows | challenger_metric_rows,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_key_results.csv,metric_value,text_like,0,7 | 6 | 13 | 81720 | 2724,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_key_results.csv,metric_context,text_like,0,Official baseline models | Final audited challengers | Baseline + challenger tournament universe | Official challenger forecast rows | Challenger entity-window metric rows,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_key_results.csv,dashboard_section,text_like,0,Executive Summary | Tournament Standings | Challenger Metrics | Pairwise Evidence | Champion Decision,null_count sample-based for large CSVs
outputs/model_lab/model_lab_closure_pack/model_lab_key_results.csv,created_timestamp,date_like,0,2026-06-13T20:36:01,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision.csv,run_id,text_like,0,champion_decision,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision.csv,decision,text_like,0,CHAMPION_SELECTED_WITH_CONDITIONS,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision.csv,selected_champion_model,text_like,0,ETS Explicit,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision.csv,selected_champion_origin,text_like,0,challenger,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision.csv,selected_champion_family,text_like,0,statistical,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision.csv,decision_confidence,text_like,0,medium,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision.csv,conditions,text_like,0,Proceed through 5.31B closure pack; retain FastNeuralAR_MLP high-risk investigation and NBEATS/NHITS exclusion notes as non-champion conditions.,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision.csv,no_champion_reason,all_null_or_empty,1,,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision.csv,created_timestamp,date_like,0,2026-06-13T20:05:35,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,run_id,text_like,0,champion_decision,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,model_name,text_like,0,ARIMA_Fixed | ETS_Current | FixedGrowth_1_5 | FixedGrowth_3 | FixedGrowth_4,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,model_origin,text_like,0,baseline | challenger,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,model_family,text_like,0,statistical | growth_baseline | machine_learning | lightweight_neural,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,official_median_mase,numeric_like,0,11.789916350319965 | 8.65417111153676 | 8.649280961006667 | 12.989045570820014 | 16.52907963144241,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,official_median_rmsse,numeric_like,0,3.49334506602668 | 2.273019421267602 | 2.2718379673062783 | 3.019316356642247 | 4.072356391248675,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,supported_better_count,integer_like,0,3 | 4 | 6 | 2 | 1,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,supported_worse_count,integer_like,0,3 | 0 | 5 | 9 | 1,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,inconclusive_count,integer_like,0,6 | 8 | 5 | 2 | 7,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,risk_status,text_like,0,low | medium | high,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,audit_risk_flag,boolean_like,0,False | True,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,eligible_for_champion_consideration,boolean_like,0,True | False,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,manual_review_required,boolean_like,0,False | True,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,manual_review_reason,text_like,11,Risk status requires review: medium. | High-risk flag: extreme MASE/RMSSE and possible scale or recursive-collapse issue.,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,champion_candidate_status,text_like,0,eligible_candidate | ineligible_due_to_evidence | ineligible_due_to_risk,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,created_timestamp,date_like,0,2026-06-13T20:05:35,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,run_id,text_like,0,champion_decision,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,model_name,text_like,0,ETS Explicit | AutoARIMA | FixedGrowth_1_5 | ETS_Current | LinearRegression,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,model_origin,text_like,0,challenger | baseline,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,model_family,text_like,0,statistical | growth_baseline | machine_learning | lightweight_neural,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,official_median_mase,numeric_like,0,6.901143533373399 | 8.088530320808188 | 8.649280961006667 | 8.65417111153676 | 9.49576945571986,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,official_median_rmsse,numeric_like,0,1.856193218184295 | 1.8590126984374988 | 2.2718379673062783 | 2.273019421267602 | 2.751763320667872,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,pairwise_support_strength,text_like,0,strong | limited | moderate | weak_or_negative,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,guardrail_status,text_like,0,acceptable | review_required | failed_or_high_risk,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,risk_status,text_like,0,low | medium | high,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,decision_eligibility,text_like,0,eligible_candidate | ineligible_due_to_evidence | ineligible_due_to_risk,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,decision_notes,text_like,0,pairwise=8 better/0 worse; status=eligible_candidate | pairwise=2 better/1 worse; status=eligible_candidate | pairwise=6 better/0 worse; status=eligible_candidate | pairwise=4 better/0 worse; status=eligible_candidate | pairwise=4 better/1 worse; status=eligible_candidate,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,created_timestamp,date_like,0,2026-06-13T20:05:35,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,run_id,text_like,0,champion_decision,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,evidence_area,text_like,0,primary metric MASE | RMSSE guardrail | pairwise evidence | risk register | sanity review,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,finding,text_like,0,Lowest official median MASE: ETS Explicit=6.901143533373399 | Selected candidate RMSSE below guardrail threshold. | Selected candidate has 8 supported-better comparisons. | No high-risk flag on selected candidate. | 5.30A allowed proceed to 5.31.,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,supports_champion_selection,boolean_like,0,True,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,supports_no_champion,boolean_like,0,False,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,notes,text_like,0,"Lower is better. | RMSSE used as guardrail. | Evidence supports decision, not raw ranking alone. | High-risk candidates are not silently ignored. | 0 blockers / 0 major findings.",null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,created_timestamp,date_like,0,2026-06-13T20:05:35,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,run_id,text_like,0,champion_decision,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,model_name,text_like,0,FastNeuralAR_MLP | NBEATS | NHITS | AUDIT_4 | audit_4,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,risk_type,text_like,0,severe_mase_or_rmsse_guardrail | extremely_high_mase | extremely_high_rmsse | partial_rows_excluded | dependency_deferral,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,risk_level,text_like,0,high | medium | advisory | minor,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,evidence,text_like,0,official_median_mase=739.921888; official_median_rmsse=164.622417 | official_median_mase=739.921888 | official_median_rmsse=164.622417 | Audit #4 F-015: pre-recovery NBEATS partial rows existed only in inventory/checkpoints. | NHITS deferred_dependency_blocked due to Python 3.14 / neuralforecast / ray incompatibility.,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,impact_on_champion_decision,text_like,0,Blocks or limits champion eligibility when high risk applies to a scored model. | Reviewed as non-blocking condition.,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,decision_treatment,text_like,0,carried_forward_and_reviewed | documented_non_blocking_condition,null_count sample-based for large CSVs
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,created_timestamp,date_like,0,2026-06-13T20:05:35,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,run_id,text_like,0,tournament_engine,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,model_name,text_like,0,ARIMA_Fixed | ETS_Current | FixedGrowth_1_5 | FixedGrowth_3 | FixedGrowth_4,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,model_origin,text_like,0,baseline | challenger,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,model_family,text_like,0,statistical | growth_baseline | machine_learning | lightweight_neural,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,entity_count,integer_like,0,39,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,official_median_mase,numeric_like,0,11.789916350319965 | 8.65417111153676 | 8.649280961006667 | 12.989045570820014 | 16.52907963144241,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,official_median_rmsse,numeric_like,0,3.49334506602668 | 2.273019421267602 | 2.2718379673062783 | 3.019316356642247 | 4.072356391248675,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,median_wmape,numeric_like,7,0.0099110042459386 | 0.0141636687639672 | 0.0087554067132253 | 0.0205606623453786 | 0.0156631620563462,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,median_smape,numeric_like,7,0.0099133359613967 | 0.0143406218739491 | 0.008735093329671 | 0.0207589117595503 | 0.0157679731880442,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,median_bias,numeric_like,7,-8.624581268780153 | -65.67108110529851 | -10.802205663621589 | -378.4171565921122 | -308.77216785833446,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,mase_guardrail_status,text_like,0,pass | warning | fail,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,rmsse_guardrail_status,text_like,0,pass | warning | fail,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,risk_status,text_like,0,low | medium | high,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,audit_risk_flag,boolean_like,0,False | True,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,eligible_for_champion_consideration,boolean_like,0,True | False,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,champion_exclusion_reason,text_like,12,Audit #4 high-risk flag: extreme MASE/RMSSE and possible scale or recursive-collapse issue,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,created_timestamp,date_like,0,2026-06-13T18:07:40,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,run_id,text_like,0,tournament_engine,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,preliminary_position,integer_like,0,1 | 2 | 3 | 4 | 5,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,model_name,text_like,0,ETS Explicit | AutoARIMA | FixedGrowth_1_5 | ETS_Current | LinearRegression,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,model_origin,text_like,0,challenger | baseline,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,model_family,text_like,0,statistical | growth_baseline | machine_learning | lightweight_neural,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,official_median_mase,numeric_like,0,6.901143533373399 | 8.088530320808188 | 8.649280961006667 | 8.65417111153676 | 9.49576945571986,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,official_median_rmsse,numeric_like,0,1.856193218184295 | 1.8590126984374988 | 2.2718379673062783 | 2.273019421267602 | 2.7517633206678718,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,supported_better_count,integer_like,0,8 | 2 | 6 | 4 | 5,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,supported_worse_count,integer_like,0,0 | 1 | 3 | 9 | 5,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,risk_status,text_like,0,low | medium | high,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,audit_risk_flag,boolean_like,0,False | True,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,eligible_for_champion_consideration,boolean_like,0,True | False,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_preliminary_standings.csv,created_timestamp,date_like,0,2026-06-13T18:07:40,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,run_id,text_like,0,tournament_engine,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,model_a,text_like,0,ARIMA_Fixed | ETS_Current | LinearRegression | FixedGrowth_1_5 | FixedGrowth_3,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,model_b,text_like,0,ETS_Current | LinearRegression | FixedGrowth_1_5 | FixedGrowth_3 | FixedGrowth_4,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,model_a_origin,text_like,0,baseline | challenger,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,model_b_origin,text_like,0,baseline | challenger,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,paired_entity_count,integer_like,0,39,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,median_delta_mase,numeric_like,0,3.4917490250170395 | 1.705991236700136 | 3.4709885792659385 | 2.7114576235508183 | -0.12771059449634414,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,bootstrap_ci_low,numeric_like,0,0.6140442369948076 | -1.4375163576493204 | 0.5880940179412883 | -1.1991292205000494 | -3.2136166769955974,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,bootstrap_ci_high,numeric_like,0,4.764950425683111 | 4.538827209637516 | 6.176905682887448 | 5.381384548833138 | 2.8162645370209343,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,sign_test_p_value,numeric_like,0,0.009475304279476404 | 0.7492586247608415 | 0.3367836351899314 | 1.0 | 0.10812902140605729,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,bh_adjusted_p_value,numeric_like,0,0.019449308784188407 | 0.8005777086485704 | 0.41045505538772886 | 1.0 | 0.16219353210908594,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,practical_threshold,numeric_like,0,0.02,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,practically_meaningful,boolean_like,0,True | False,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,statistically_supported,boolean_like,0,True | False,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,comparison_status,text_like,0,supported_difference | inconclusive,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_pairwise_evidence.csv,created_timestamp,date_like,0,2026-06-13T18:07:40,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,run_id,text_like,0,tournament_engine,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,model_name,text_like,0,ARIMA_Fixed | ETS_Current | LinearRegression | FixedGrowth_1_5 | FixedGrowth_3,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,model_origin,text_like,0,baseline | challenger,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,model_family,text_like,0,statistical | machine_learning | growth_baseline | lightweight_neural,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,comparisons_tested,integer_like,0,12,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,supported_better_count,integer_like,0,3 | 4 | 6 | 2 | 1,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,supported_worse_count,integer_like,0,3 | 0 | 1 | 5 | 9,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,inconclusive_count,integer_like,0,6 | 8 | 7 | 5 | 2,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,net_supported_evidence,integer_like,0,0 | 4 | 3 | 6 | -3,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,audit_risk_flag,boolean_like,0,False | True,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_model_evidence_summary.csv,created_timestamp,date_like,0,2026-06-13T18:07:40,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,run_id,text_like,0,tournament_engine,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,model_name,text_like,0,ARIMA_Fixed | ETS_Current | FixedGrowth_1_5 | FixedGrowth_3 | FixedGrowth_4,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,model_origin,text_like,0,baseline | challenger,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,model_family,text_like,0,statistical | growth_baseline | machine_learning | lightweight_neural,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,entity_key,text_like,0,APC-Dedicated | APC-MSIT | APC-Multitenant | ARE-Go Local | AUS-Go Local,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,median_mase,numeric_like,0,3.2875262112854213 | 3.4543601462729034 | 2.699432193344133 | 6.99033711757601 | 9.31804376627905,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,median_rmsse,numeric_like,0,0.3390119024866116 | 0.3834239108157525 | 0.270540812452145 | 0.7107587468482364 | 1.006504917230264,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,median_wmape,numeric_like,273,0.1212683624652326 | 0.1421750304112459 | 0.7894275920273377 | 0.0339643198900707 | 0.0579208334929245,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,median_smape,numeric_like,273,0.148763916354267 | 0.1747794599104748 | 1.3108960577957072 | 0.0333904248229098 | 0.0564932445960938,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,median_bias,numeric_like,273,-4.732263831404096 | -15.27268273445445 | -692.3820763641017 | 7.0879135400055295 | 5.70290897796205,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,entity_weight,boolean_like,0,1,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,audit_risk_flag,boolean_like,0,False | True,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_entity_model_scores.csv,created_timestamp,date_like,0,2026-06-13T18:07:40,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_risk_register.csv,run_id,text_like,0,tournament_engine,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_risk_register.csv,model_name,text_like,0,FastNeuralAR_MLP | NBEATS | NHITS | AUDIT_4,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_risk_register.csv,risk_type,text_like,0,severe_mase_or_rmsse_guardrail | extremely_high_mase | extremely_high_rmsse | partial_rows_excluded | dependency_deferral,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_risk_register.csv,risk_level,text_like,0,high | medium | advisory,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_risk_register.csv,evidence,text_like,0,official_median_mase=739.921888; official_median_rmsse=164.622417 | official_median_mase=739.921888 | official_median_rmsse=164.622417 | Audit #4 F-015: pre-recovery NBEATS partial rows existed only in inventory/checkpoints. | NHITS deferred_dependency_blocked due to Python 3.14 / neuralforecast / ray incompatibility.,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_risk_register.csv,impact_on_tournament,text_like,0,Model remains scored but may be excluded from champion consideration. | High-risk flag carried forward; scored but not silently promoted. | NBEATS is not scored; tournament consumes final audited artifacts only. | NHITS is not scored. | Condition carried forward for sanity review.,null_count sample-based for large CSVs
outputs/model_lab/tournament_engine/tournament_risk_register.csv,recommended_review_action,text_like,0,Review in 5.30A sanity review before 5.31 decision. | Investigate scale/normalization or recursive collapse behavior. | Do not read checkpoint or partial forecast files in downstream blocks. | Do not include NHITS until dependency blocker is resolved and audited. | Review Audit #4 conditions during 5.30A.,null_count sample-based for large CSVs
