file_path,file_type,runtime_category,uses_relative_paths,uses_absolute_paths,references_outputs,references_python,references_shiny_app,references_stage05,references_stage06,notes
outputs/governance/6_4_dashboard_contract/dashboard_do_dont_rules.csv,csv_historical,csv_historical,False,False,True,False,False,False,True,content scanned
outputs/governance/6_4_dashboard_contract/dashboard_governance_contract.csv,csv_historical,csv_historical,True,False,True,False,False,True,True,content scanned
outputs/governance/6_4_dashboard_contract/dashboard_governance_contract_report.md,markdown_historical,markdown_historical,False,False,True,False,False,True,True,content scanned
outputs/governance/6_4_dashboard_contract/dashboard_governance_traceability.csv,csv_historical,csv_historical,True,False,True,False,False,True,True,content scanned
outputs/governance/6_4_dashboard_contract/dashboard_required_sections.csv,csv_historical,csv_historical,True,False,True,False,False,True,True,content scanned
outputs/governance/6_4_dashboard_contract/dashboard_warning_labels.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/governance/6_5_governance_closure_pack/governance_artifact_manifest.csv,csv_historical,csv_historical,True,False,True,False,False,False,True,content scanned
outputs/governance/6_5_governance_closure_pack/governance_closure_report.md,markdown_historical,markdown_historical,False,False,True,False,False,True,True,content scanned
outputs/governance/6_5_governance_closure_pack/governance_closure_summary.csv,csv_historical,csv_historical,False,False,False,False,False,True,True,content scanned
outputs/governance/6_5_governance_closure_pack/governance_closure_validation.csv,csv_historical,csv_historical,True,False,True,True,True,True,True,content scanned
outputs/governance/6_5_governance_closure_pack/governance_dashboard_handoff_manifest.csv,csv_historical,csv_historical,True,False,True,False,False,True,True,content scanned
outputs/governance/6_5_governance_closure_pack/governance_executive_summary.md,markdown_historical,markdown_historical,False,False,True,False,False,True,True,content scanned
outputs/governance/6_5_governance_closure_pack/governance_next_steps.csv,csv_historical,csv_historical,False,False,False,True,False,False,True,content scanned
outputs/governance/6_5_governance_closure_pack/governance_register.csv,csv_historical,csv_historical,True,False,True,False,False,True,True,content scanned
outputs/governance/6_5_governance_closure_pack/governance_stage_status_manifest.csv,csv_historical,csv_historical,True,False,True,False,False,False,True,content scanned
outputs/governance/audit_6/_audit_6_independent_verification.py,python_script,python_script,True,False,True,True,True,True,True,content scanned
outputs/governance/audit_6/audit_6_dashboard_contract_review.csv,csv_historical,csv_historical,True,False,True,False,False,True,True,content scanned
outputs/governance/audit_6/audit_6_final_report.md,markdown_historical,markdown_historical,True,False,True,False,True,True,True,content scanned
outputs/governance/audit_6/audit_6_findings.csv,csv_historical,csv_historical,True,False,True,False,False,True,True,content scanned
outputs/governance/audit_6/audit_6_governance_review.csv,csv_historical,csv_historical,True,False,True,False,False,False,True,content scanned
outputs/governance/audit_6/audit_6_independent_verification_results.csv,csv_historical,csv_historical,True,False,False,False,True,False,True,content scanned
outputs/governance/audit_6/audit_6_readiness_checklist.csv,csv_historical,csv_historical,True,False,True,False,True,True,True,content scanned
outputs/governance/audit_6/audit_6_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,True,content scanned
outputs/governance/audit_6/audit_6_traceability_review.csv,csv_historical,csv_historical,True,False,True,False,False,True,True,content scanned
outputs/metrics/baseline_metrics.csv,csv_text,csv_text,False,False,False,False,False,False,False,content scanned
outputs/metrics/baseline_rankings.csv,csv_text,csv_text,False,False,False,False,False,False,False,content scanned
outputs/metrics/official_metrics_validation.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/metrics/official_metrics_validation_summary.txt,markdown_historical,markdown_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/aggregation_hierarchy/aggregation_by_entity_model.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/aggregation_hierarchy/aggregation_by_model.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/aggregation_hierarchy/aggregation_policy.md,markdown_historical,markdown_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/aggregation_hierarchy/aggregation_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/aggregation_hierarchy/canonical_entity_window_scores.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/audit_3/audit_3_challenger_readiness_report.md,markdown_historical,markdown_historical,True,False,True,True,False,True,False,content scanned
outputs/model_lab/audit_3_targeted_recheck/audit_3_targeted_recheck_report.md,markdown_historical,markdown_historical,True,False,True,True,False,True,False,content scanned
outputs/model_lab/audit_4/_audit_4_independent_verification.py,python_script,python_script,False,True,True,False,False,True,False,content scanned
outputs/model_lab/audit_4/audit_4_findings.csv,csv_historical,csv_historical,True,False,True,False,False,True,False,content scanned
outputs/model_lab/audit_4/audit_4_official_challenger_results_readiness_report.md,markdown_historical,markdown_historical,True,False,True,True,False,True,False,content scanned
outputs/model_lab/audit_4/audit_4_readiness_checklist.csv,csv_historical,csv_historical,False,False,True,False,True,False,False,content scanned
outputs/model_lab/audit_4/audit_4_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/audit_5/_audit_5_independent_verification.py,python_script,python_script,True,False,True,True,True,True,False,content scanned
outputs/model_lab/audit_5/audit_5_artifact_manifest_review.csv,csv_historical,csv_historical,True,False,True,False,False,True,False,content scanned
outputs/model_lab/audit_5/audit_5_champion_decision_review.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/audit_5/audit_5_closure_pack_review.csv,csv_historical,csv_historical,True,False,True,False,False,True,False,content scanned
outputs/model_lab/audit_5/audit_5_dashboard_handoff_review.csv,csv_historical,csv_historical,True,False,True,False,False,True,True,content scanned
outputs/model_lab/audit_5/audit_5_final_report.md,markdown_historical,markdown_historical,True,False,True,False,True,True,True,content scanned
outputs/model_lab/audit_5/audit_5_findings.csv,csv_historical,csv_historical,True,False,True,True,True,True,True,content scanned
outputs/model_lab/audit_5/audit_5_independent_verification_results.csv,csv_historical,csv_historical,True,False,False,False,True,False,False,content scanned
outputs/model_lab/audit_5/audit_5_model_universe_review.csv,csv_historical,csv_historical,False,False,False,True,False,False,False,content scanned
outputs/model_lab/audit_5/audit_5_readiness_checklist.csv,csv_historical,csv_historical,True,False,True,False,True,True,False,content scanned
outputs/model_lab/audit_5/audit_5_risk_carryforward_review.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/audit_5/audit_5_summary.csv,csv_historical,csv_historical,False,False,False,False,False,True,False,content scanned
outputs/model_lab/audits/stage_5_challenger_readiness_audit.md,markdown_historical,markdown_historical,False,False,True,False,False,False,False,content scanned
outputs/model_lab/audits/stage_5_pre_training_audit.md,markdown_historical,markdown_historical,True,False,True,False,False,True,False,content scanned
outputs/model_lab/backtesting_window_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/backtesting_windows.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/baseline_pilot/baseline_pilot_execution_status.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/baseline_pilot/baseline_pilot_forecasts.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/baseline_pilot/baseline_pilot_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/baseline_ranking/baseline_ranking_entity_scores.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/baseline_ranking/baseline_ranking_metadata.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/baseline_ranking/baseline_ranking_publication.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/baseline_ranking/baseline_ranking_readme.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/benchmark_reference/naive_benchmark_forecasts.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/benchmark_reference/naive_benchmark_status.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/benchmark_reference/naive_benchmark_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_aggregation_significance/challenger_aggregation_by_entity_model.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_aggregation_significance/challenger_aggregation_by_model.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_aggregation_significance/challenger_aggregation_significance_report.md,markdown_historical,markdown_historical,False,False,True,False,False,False,False,content scanned
outputs/model_lab/challenger_aggregation_significance/challenger_aggregation_significance_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_aggregation_significance/challenger_aggregation_significance_validation.csv,csv_historical,csv_historical,False,False,True,False,False,False,False,content scanned
outputs/model_lab/challenger_aggregation_significance/challenger_canonical_entity_window_scores.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_aggregation_significance/challenger_family_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_aggregation_significance/challenger_model_significance_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_aggregation_significance/challenger_outlier_risk_review.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_aggregation_significance/challenger_pairwise_significance.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_aggregation_significance/challenger_tournament_input_manifest.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_dependency_resolution/dependency_import_check.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_dependency_resolution/dependency_installation_log.md,markdown_historical,markdown_historical,False,False,False,True,False,False,False,content scanned
outputs/model_lab/challenger_dependency_resolution/dependency_resolution_report.md,markdown_historical,markdown_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_dependency_resolution/dependency_resolution_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_execution_planning/challenger_dependency_resolution_plan.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_execution_planning/challenger_execution_plan.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_execution_planning/challenger_execution_planning_report.md,markdown_historical,markdown_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_execution_planning/challenger_execution_planning_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_execution_planning/challenger_forecast_output_contract.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_execution_planning/challenger_official_execution_gate.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_execution_planning/challenger_sandbox_plan.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_execution_planning/challenger_tuning_budget_plan.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_metrics/challenger_actual_forecast_join.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_metrics/challenger_metrics_by_model_diagnostic.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_metrics/challenger_metrics_entity_window.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_metrics/challenger_metrics_report.md,markdown_historical,markdown_historical,True,False,True,False,False,True,False,content scanned
outputs/model_lab/challenger_metrics/challenger_metrics_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_metrics/challenger_metrics_validation.csv,csv_historical,csv_historical,False,False,True,False,False,True,False,content scanned
outputs/model_lab/challenger_metrics/challenger_negative_forecast_impact.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_metrics/challenger_scoring_forecasts.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_model_set_rescope/current_official_challenger_set.csv,csv_historical,csv_historical,False,False,False,True,False,False,False,content scanned
outputs/model_lab/challenger_model_set_rescope/execution_planning_addendum.csv,csv_historical,csv_historical,False,False,False,True,False,False,False,content scanned
outputs/model_lab/challenger_model_set_rescope/fast_neural_policy.md,markdown_historical,markdown_historical,False,False,False,True,False,False,False,content scanned
outputs/model_lab/challenger_model_set_rescope/model_set_rescope_decision.csv,csv_historical,csv_historical,False,False,False,True,False,False,False,content scanned
outputs/model_lab/challenger_model_set_rescope/model_set_rescope_report.md,markdown_historical,markdown_historical,False,False,True,True,False,False,False,content scanned
outputs/model_lab/challenger_model_set_rescope/official_execution_prep_addendum.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_model_set_rescope/onboarding_addendum.csv,csv_historical,csv_historical,False,False,False,True,False,False,False,content scanned
outputs/model_lab/challenger_official_execution/_checkpoint_execution_status.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution/_checkpoint_forecasts.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution/challenger_official_contract_validation.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution/challenger_official_execution_manifest_final.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution/challenger_official_execution_report.md,markdown_historical,markdown_historical,False,False,True,True,False,False,False,content scanned
outputs/model_lab/challenger_official_execution/challenger_official_execution_status.csv,csv_historical,csv_historical,False,False,False,True,False,False,False,content scanned
outputs/model_lab/challenger_official_execution/challenger_official_execution_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution/challenger_official_forecasts.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution/challenger_official_model_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_prep/official_challenger_candidate_list.csv,csv_historical,csv_historical,False,False,False,True,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_prep/official_execution_gate_review.csv,csv_historical,csv_historical,False,False,False,True,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_prep/official_execution_locked_policy.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_prep/official_execution_manifest.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_prep/official_execution_output_contract.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_prep/official_execution_prep_report.md,markdown_historical,markdown_historical,False,False,True,True,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_prep/official_execution_prep_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_prep/official_execution_scope.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_prep/official_execution_workload_estimate.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_recovery/fast_neural_official_status.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_recovery/fast_neural_sandbox_status.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_recovery/partial_output_inventory.csv,csv_historical,csv_historical,False,False,True,False,False,True,False,content scanned
outputs/model_lab/challenger_official_execution_recovery/recovery_report.md,markdown_historical,markdown_historical,False,False,True,False,False,False,False,content scanned
outputs/model_lab/challenger_official_execution_recovery/recovery_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_onboarding/challenger_dependency_matrix.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_onboarding/challenger_execution_mode_policy.md,markdown_historical,markdown_historical,False,False,True,False,False,False,False,content scanned
outputs/model_lab/challenger_onboarding/challenger_leakage_control_mapping.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_onboarding/challenger_onboarding_report.md,markdown_historical,markdown_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_onboarding/challenger_onboarding_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_onboarding/challenger_readiness_matrix.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_onboarding/challenger_registry_snapshot.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_sandbox/challenger_sandbox_contract_validation.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_sandbox/challenger_sandbox_dependency_check.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_sandbox/challenger_sandbox_execution_status.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_sandbox/challenger_sandbox_forecasts.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_sandbox/challenger_sandbox_report.md,markdown_historical,markdown_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_sandbox/challenger_sandbox_scope.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/challenger_sandbox/challenger_sandbox_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/champion_decision/champion_decision.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/champion_decision/champion_decision_report.md,markdown_historical,markdown_historical,False,False,True,False,False,False,False,content scanned
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,csv_historical,csv_historical,False,False,False,True,False,False,False,content scanned
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/champion_decision/champion_decision_summary.csv,csv_historical,csv_historical,False,False,False,False,False,True,False,content scanned
outputs/model_lab/champion_decision/champion_decision_validation.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/contracts/execution_contract.csv,csv_historical,csv_historical,True,False,True,False,False,True,False,content scanned
outputs/model_lab/contracts/forecast_output_schema.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/contracts/job_status_codes.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/contracts/metrics_output_schema.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/contracts/model_output_schema.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/contracts/output_artifacts.csv,csv_historical,csv_historical,True,False,True,False,False,True,False,content scanned
outputs/model_lab/contracts/tournament_output_schema.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/denominator_reconciliation/denominator_reconciliation_report.md,markdown_historical,markdown_historical,True,False,True,True,False,True,False,content scanned
outputs/model_lab/denominator_reconciliation/denominator_reconciliation_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/denominator_reconciliation/denominator_unit_test_report.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/denominator_reconciliation/training_only_denominators.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/features/dataset_contract.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/features/feature_dataset.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/features/feature_metadata.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/forecasts/baseline_execution_status.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/forecasts/baseline_forecasts.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/full_baseline/full_baseline_execution_status.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/full_baseline/full_baseline_forecasts.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/full_baseline/full_baseline_summary.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/implementation_issue/implementation_issue_actuals.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/implementation_issue/implementation_issue_analysis.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
outputs/model_lab/implementation_issue/implementation_issue_code_review.csv,csv_historical,csv_historical,False,False,True,False,False,False,False,content scanned
outputs/model_lab/implementation_issue/implementation_issue_final_classification.csv,csv_historical,csv_historical,False,False,False,False,False,False,False,content scanned
